Date,iata,snow_precip_cm
2015-01-04,BRO,2.5
2015-01-04,BRW,0
2015-01-04,BTM,2.1
2015-01-04,BTR,6.1
2015-01-04,BTV,0
2015-01-04,BUF,1.9
2015-01-04,BUR,11.6
2015-01-04,BWI,7
2015-01-04,BZN,0
2015-01-04,CAE,2.1
2015-01-04,CAK,0
2015-01-04,CDC,0
2015-01-04,CDV,0.2
2015-01-04,CEC,0
2015-01-04,CHA,0
2015-01-04,CHO,0
2015-01-04,CHS,0
2015-01-04,CID,2.5
2015-01-04,CIU,0
2015-01-04,CLD,4.4
2015-01-04,CLE,0
2015-01-04,CLL,0.8
2015-01-04,CLT,6.2
2015-01-04,CMH,0
2015-01-04,CMI,0
2015-01-04,CMX,0
2015-01-04,CNY,10.1
2015-01-04,COD,0
2015-01-04,COS,0
2015-01-04,COU,1.1
2015-01-04,CPR,6.3
2015-01-04,CRP,6.5
2015-01-04,CRW,0
2015-01-04,CSG,4.3
2015-01-04,CVG,0
2015-01-04,CWA,8.2
2015-01-04,DAB,10.1
2015-01-04,DAL,0
2015-01-04,DAY,0
2015-01-04,DBQ,0
2015-01-04,DCA,0
2015-01-04,DEN,2.1
2015-01-04,DFW,3.8
2015-01-04,DHN,0
2015-01-04,DIK,0.2
2015-01-04,DLG,0
2015-01-04,DLH,0
2015-01-04,DRO,7.7
2015-01-04,DSM,0
2015-01-04,DTW,0
2015-01-04,DVL,4.2
2015-01-04,EAU,0
2015-01-04,ECP,7
2015-01-04,EGE,0
2015-01-04,EKO,1.2
2015-01-04,ELM,3.1
2015-01-04,ELP,1
2015-01-04,ERI,1.2
2015-01-04,ESC,8.2
2015-01-04,EUG,4.2
2015-01-04,EVV,0
2015-01-04,EWN,7.2
2015-01-04,EWR,7.8
2015-01-04,EYW,5.9
2015-01-04,FAI,0
2015-01-04,FAR,8.2
2015-01-04,FAT,3.1
2015-01-04,FAY,3.8
2015-01-04,FCA,2.5
2015-01-04,FLG,0
2015-01-04,FLL,0
2015-01-04,FNT,0
2015-01-04,FSD,0
2015-01-04,FSM,0
2015-01-04,FWA,7.1
2015-01-04,GCC,0
2015-01-04,GCK,0
2015-01-04,GEG,7.3
2015-01-04,GFK,0
2015-01-04,GGG,3.5
2015-01-04,GJT,4.9
2015-01-04,GNV,1.9
2015-01-04,GPT,1.2
2015-01-04,GRB,4
2015-01-04,GRI,0
2015-01-04,GRK,1
2015-01-04,GRR,5.4
2015-01-04,GSO,4
2015-01-04,GSP,0
2015-01-04,GST,1.7
2015-01-04,GTF,6.7
2015-01-04,GTR,0
2015-01-04,GUC,0
2015-01-04,GUM,12.5
2015-01-04,HDN,4.3
2015-01-04,HIB,5.4
2015-01-04,HLN,0
2015-01-04,HNL,0
2015-01-04,HOB,0
2015-01-04,HOU,5
2015-01-04,HPN,0
2015-01-04,HRL,2.4
2015-01-04,HSV,0
2015-01-04,HYA,6
2015-01-04,HYS,8.5
2015-01-04,IAD,5.9
2015-01-04,IAG,0
2015-01-04,IAH,0
2015-01-04,ICT,0.3
2015-01-04,IDA,0
2015-01-04,ILG,7.8
2015-01-04,ILM,13.2
2015-01-04,IMT,3.8
2015-01-04,IND,2
2015-01-04,INL,0
2015-01-04,ISN,3
2015-01-04,ISP,0
2015-01-04,ITH,3.1
2015-01-04,ITO,3.7
2015-01-04,JAC,2.3
2015-01-04,JAN,0
2015-01-04,JAX,1.8
2015-01-04,JFK,0.3
2015-01-04,JLN,0
2015-01-04,JMS,8.7
2015-01-04,JNU,1.7
2015-01-04,KOA,0
2015-01-04,KTN,0
2015-01-04,LAN,0
2015-01-04,LAR,0
2015-01-04,LAS,0
2015-01-04,LAW,3.6
2015-01-04,LAX,3.8
2015-01-04,LBB,4.4
2015-01-04,LBE,1.6
2015-01-04,LCH,0
2015-01-04,LEX,5
2015-01-04,LFT,7.9
2015-01-04,LGA,7.6
2015-01-04,LGB,0
2015-01-04,LIH,1.2
2015-01-04,LIT,0
2015-01-04,LNK,2.9
2015-01-04,LRD,4.9
2015-01-04,LSE,0
2015-01-04,LWS,0
2015-01-04,MAF,0
2015-01-04,MBS,0
2015-01-04,MCI,3.4
2015-01-04,MCO,4.3
2015-01-04,MDT,0
2015-01-04,MDW,0
2015-01-04,MEI,0
2015-01-04,MEM,3
2015-01-04,MFE,3.8
2015-01-04,MFR,0
2015-01-04,MGM,0
2015-01-04,MHK,0
2015-01-04,MHT,1.1
2015-01-04,MIA,0
2015-01-04,MKE,10.2
2015-01-04,MKG,0
2015-01-04,MLB,0.1
2015-01-04,MLI,2.7
2015-01-04,MLU,0
2015-01-04,MMH,0
2015-01-04,MOB,1.8
2015-01-04,MOT,3.7
2015-01-04,MQT,0
2015-01-04,MRY,0
2015-01-04,MSN,0
2015-01-04,MSO,0
2015-01-04,MSP,0.8
2015-01-04,MSY,0
2015-01-04,MTJ,2.6
2015-01-04,MVY,3
2015-01-04,MYR,2.9
2015-01-04,OAJ,0
2015-01-04,OAK,2.7
2015-01-04,OGG,0
2015-01-04,OKC,3.5
2015-01-04,OMA,5.5
2015-01-04,OME,2.1
2015-01-04,ONT,0
2015-01-04,ORD,0
2015-01-04,ORF,0
2015-01-04,ORH,0
2015-01-04,OTH,5.6
2015-01-04,OTZ,0.9
2015-01-04,PAH,0
2015-01-04,PBG,0
2015-01-04,PBI,0.3
2015-01-04,PDX,1.7
2015-01-04,PHF,5.5
2015-01-04,PHL,0.6
2015-01-04,PHX,0
2015-01-04,PIA,0
2015-01-04,PIB,2.4
2015-01-04,PIH,0
2015-01-04,PIT,0
2015-01-04,PLN,5.4
2015-01-04,PNS,0
2015-01-04,PPG,5.9
2015-01-04,PSC,4
2015-01-04,PSE,1.5
2015-01-04,PSG,6
2015-01-04,PSP,0
2015-01-04,PUB,2
2015-01-04,PVD,6.8
2015-01-04,PWM,0
2015-01-04,RAP,0
2015-01-04,RDD,0
2015-01-04,RDM,3
2015-01-04,RDU,3.1
2015-01-04,RHI,5.2
2015-01-04,RIC,4
2015-01-04,RKS,1.6
2015-01-04,RNO,0
2015-01-04,ROA,4.8
2015-01-04,ROC,1.2
2015-01-04,ROW,0
2015-01-04,RST,11.4
2015-01-04,RSW,8.4
2015-01-04,SAF,0
2015-01-04,SAN,0
2015-01-04,SAT,5.8
2015-01-04,SAV,0
2015-01-04,SBA,0
2015-01-04,SBN,3.1
2015-01-04,SBP,3.9
2015-01-04,SCC,0
2015-01-04,SCE,0
2015-01-04,SDF,2.1
2015-01-04,SEA,0
2015-01-04,SFO,0.7
2015-01-04,SGF,4.6
2015-01-04,SGU,0
2015-01-04,SHV,1.6
2015-01-04,SIT,0
2015-01-04,SJC,0
2015-01-04,SJT,0
2015-01-04,SJU,0
2015-01-04,SLC,0
2015-01-04,SMF,0
2015-01-04,SMX,0.3
2015-01-04,SNA,1.7
2015-01-04,SPI,4.3
2015-01-04,SPS,1.3
2015-01-04,SRQ,0
2015-01-04,STC,2.8
2015-01-04,STL,0
2015-01-04,STT,0
2015-01-04,STX,8.6
2015-01-04,SUN,0
2015-01-04,SUX,0
2015-01-04,SWF,3.2
2015-01-04,SYR,3
2015-01-04,TLH,0
2015-01-04,TOL,0
2015-01-04,TPA,0
2015-01-04,TRI,1.3
2015-01-04,TTN,2.5
2015-01-04,TUL,2.8
2015-01-04,TUS,2.8
2015-01-04,TVC,0.1
2015-01-04,TWF,4.1
2015-01-04,TXK,0
2015-01-04,TYR,0
2015-01-04,TYS,0
2015-01-04,UST,0
2015-01-04,VEL,0
2015-01-04,VLD,3.5
2015-01-04,VPS,0
2015-01-04,WRG,0
2015-01-04,WYS,0
2015-01-04,XNA,0
2015-01-04,YAK,2.5
2015-01-04,YUM,0
2015-01-05,ABE,1.4
2015-01-05,ABI,2.6
2015-01-05,ABQ,1.8
2015-01-05,ABR,1.9
2015-01-05,ABY,0
2015-01-05,ACK,0
2015-01-05,ACT,0
2015-01-05,ACV,0
2015-01-05,ACY,0
2015-01-05,ADK,5.5
2015-01-05,ADQ,0
2015-01-05,AEX,0
2015-01-05,AGS,0
2015-01-05,AKN,0
2015-01-05,ALB,5.1
2015-01-05,ALO,5.2
2015-01-05,AMA,0
2015-01-05,ANC,2.5
2015-01-05,APN,2
2015-01-05,ASE,2
2015-01-05,ATL,0
2015-01-05,ATW,0
2015-01-05,AUS,0
2015-01-05,AVL,3.4
2015-01-05,AVP,0
2015-01-05,AZO,0
2015-01-05,BDL,0.1
2015-01-05,BET,1.7
2015-01-05,BFL,7.2
2015-01-05,BGM,2.3
2015-01-05,BGR,0
2015-01-05,BHM,0
2015-01-05,BIL,0
2015-01-05,BIS,11
2015-01-05,BJI,0
2015-01-05,BLI,0.6
2015-01-05,BMI,3
2015-01-05,BNA,0
2015-01-05,BOI,0
2015-01-05,BOS,2.3
2015-01-05,BPT,0
2015-01-05,BQK,4.1
2015-01-05,BQN,0
2015-01-05,BRD,2.6
2015-01-05,BRO,0
2015-01-05,BRW,0
2015-01-05,BTM,0
2015-01-05,BTR,0.2
2015-01-05,BTV,0
2015-01-05,BUF,0
2015-01-05,BUR,0
2015-01-05,BWI,0
2015-01-05,BZN,2.8
2015-01-05,CAE,0
2015-01-05,CAK,7.1
2015-01-05,CDC,8
2015-01-05,CDV,10.3
2015-01-05,CEC,0
2015-01-05,CHA,3.1
2015-01-05,CHO,0
2015-01-05,CHS,0.7
2015-01-05,CID,7.2
2015-01-05,CIU,4.2
2015-01-05,CLD,3.3
2015-01-05,CLE,3.1
2015-01-05,CLL,0
2015-01-05,CLT,0.4
2015-01-05,CMH,3.9
2015-01-05,CMI,0
2015-01-05,CMX,0
2015-01-05,CNY,4.7
2015-01-05,COD,3.6
2015-01-05,COS,0
2015-01-05,COU,8.4
2015-01-05,CPR,0
2015-01-05,CRP,9.1
2015-01-05,CRW,0
2015-01-05,CSG,0.7
2015-01-05,CVG,8.2
2015-01-05,CWA,1.8
2015-01-05,DAB,4.9
2015-01-05,DAL,0
2015-01-05,DAY,11.3
2015-01-05,DBQ,2.1
2015-01-05,DCA,0
2015-01-05,DEN,5
2015-01-05,DFW,6.6
2015-01-05,DHN,0
2015-01-05,DIK,2.7
2015-01-05,DLG,12.2
2015-01-05,DLH,4.9
2015-01-05,DRO,0
2015-01-05,DSM,0
2015-01-05,DTW,0
2015-01-05,DVL,0
2015-01-05,EAU,3.8
2015-01-05,ECP,0
2015-01-05,EGE,0
2015-01-05,EKO,5.5
2015-01-05,ELM,2.6
2015-01-05,ELP,0
2015-01-05,ERI,0
2015-01-05,ESC,2.7
2015-01-05,EUG,0
2015-01-05,EVV,11.5
2015-01-05,EWN,3.2
2015-01-05,EWR,0
2015-01-05,EYW,2.8
2015-01-05,FAI,6.1
2015-01-05,FAR,1.8
2015-01-05,FAT,2.7
2015-01-05,FAY,2.4
2015-01-05,FCA,0
2015-01-05,FLG,2.2
2015-01-05,FLL,0
2015-01-05,FNT,0
2015-01-05,FSD,4.4
2015-01-05,FSM,11.4
2015-01-05,FWA,5.3
2015-01-05,GCC,0
2015-01-05,GCK,0
2015-01-05,GEG,0
2015-01-05,GFK,1.8
2015-01-05,GGG,0
2015-01-05,GJT,0
2015-01-05,GNV,9.7
2015-01-05,GPT,0
2015-01-05,GRB,0
2015-01-05,GRI,6.5
2015-01-05,GRK,0
2015-01-05,GRR,0
2015-01-05,GSO,1
2015-01-05,GSP,5.3
2015-01-05,GST,0
2015-01-05,GTF,0.7
2015-01-05,GTR,0
2015-01-05,GUC,5.5
2015-01-05,GUM,0
2015-01-05,HDN,0
2015-01-05,HIB,1.7
2015-01-05,HLN,0
2015-01-05,HNL,0.9
2015-01-05,HOB,0
2015-01-05,HOU,5.5
2015-01-05,HPN,0
2015-01-05,HRL,6.4
2015-01-05,HSV,1.8
2015-01-05,HYA,0.5
2015-01-05,HYS,0
2015-01-05,IAD,1.2
2015-01-05,IAG,0
2015-01-05,IAH,0
2015-01-05,ICT,0
2015-01-05,IDA,-0
2015-01-05,ILG,0
2015-01-05,ILM,4.2
2015-01-05,IMT,3.7
2015-01-05,IND,0
2015-01-05,INL,4.9
2015-01-05,ISN,8.9
2015-01-05,ISP,0
2015-01-05,ITH,3.5
2015-01-05,ITO,0
2015-01-05,JAC,5.2
2015-01-05,JAN,0
2015-01-05,JAX,13
2015-01-05,JFK,0
2015-01-05,JLN,3.6
2015-01-05,JMS,1.4
2015-01-05,JNU,4.7
2015-01-05,KOA,4.9
2015-01-05,KTN,0
2015-01-05,LAN,3.4
2015-01-05,LAR,0
2015-01-05,LAS,0
2015-01-05,LAW,10.9
2015-01-05,LAX,0
2015-01-05,LBB,0
2015-01-05,LBE,2.3
2015-01-05,LCH,0
2015-01-05,LEX,0
2015-01-05,LFT,4.8
2015-01-05,LGA,0.1
2015-01-05,LGB,2.7
2015-01-05,LIH,2.1
2015-01-05,LIT,3.4
2015-01-05,LNK,0.2
2015-01-05,LRD,0
2015-01-05,LSE,0.9
2015-01-05,LWS,0.2
2015-01-05,MAF,0
2015-01-05,MBS,0
2015-01-05,MCI,0
2015-01-05,MCO,8.4
2015-01-05,MDT,0
2015-01-05,MDW,7.6
2015-01-05,MEI,0
2015-01-05,MEM,0.8
2015-01-05,MFE,0.2
2015-01-05,MFR,7.7
2015-01-05,MGM,0
2015-01-05,MHK,3.7
2015-01-05,MHT,0
2015-01-05,MIA,0
2015-01-05,MKE,0.5
2015-01-05,MKG,0
2015-01-05,MLB,0
2015-01-05,MLI,9.6
2015-01-05,MLU,0
2015-01-05,MMH,9.9
2015-01-05,MOB,0
2015-01-05,MOT,0
2015-01-05,MQT,10.2
2015-01-05,MRY,2.3
2015-01-05,MSN,0.2
2015-01-05,MSO,0
2015-01-05,MSP,0
2015-01-05,MSY,5
2015-01-05,MTJ,3.6
2015-01-05,MVY,1.9
2015-01-05,MYR,2.5
2015-01-05,OAJ,1.7
2015-01-05,OAK,5.6
2015-01-05,OGG,0
2015-01-05,OKC,0
2015-01-05,OMA,0
2015-01-05,OME,6.5
2015-01-05,ONT,0
2015-01-05,ORD,0
2015-01-05,ORF,0
2015-01-05,ORH,4.1
2015-01-05,OTH,0
2015-01-05,OTZ,3.8
2015-01-05,PAH,0.2
2015-01-05,PBG,10.2
2015-01-05,PBI,0
2015-01-05,PDX,0
2015-01-05,PHF,4.2
2015-01-05,PHL,4.8
2015-01-05,PHX,2.4
2015-01-05,PIA,2.3
2015-01-05,PIB,0
2015-01-05,PIH,2.1
2015-01-05,PIT,0
2015-01-05,PLN,3.5
2015-01-05,PNS,7.3
2015-01-05,PPG,4.2
2015-01-05,PSC,0
2015-01-05,PSE,6.1
2015-01-05,PSG,0
2015-01-05,PSP,3.8
2015-01-05,PUB,9.3
2015-01-05,PVD,0
2015-01-05,PWM,0
2015-01-05,RAP,0
2015-01-05,RDD,0.4
2015-01-05,RDM,0
2015-01-05,RDU,0
2015-01-05,RHI,2.2
2015-01-05,RIC,6.7
2015-01-05,RKS,0.8
2015-01-05,RNO,7
2015-01-05,ROA,3.6
2015-01-05,ROC,0
2015-01-05,ROW,0
2015-01-05,RST,0.9
2015-01-05,RSW,1.1
2015-01-05,SAF,0.7
2015-01-05,SAN,12
2015-01-05,SAT,0
2015-01-05,SAV,9.9
2015-01-05,SBA,0
2015-01-05,SBN,0
2015-01-05,SBP,2.1
2015-01-05,SCC,5.7
2015-01-05,SCE,1.6
2015-01-05,SDF,1.2
2015-01-05,SEA,5.1
2015-01-05,SFO,0.4
2015-01-05,SGF,0
2015-01-05,SGU,0
2015-01-05,SHV,2.4
2015-01-05,SIT,0
2015-01-05,SJC,13.1
2015-01-05,SJT,1.5
2015-01-05,SJU,3.3
2015-01-05,SLC,12.6
2015-01-05,SMF,0.2
2015-01-05,SMX,0.4
2015-01-05,SNA,0
2015-01-05,SPI,0.3
2015-01-05,SPS,4.2
2015-01-05,SRQ,2.6
2015-01-05,STC,5.9
2015-01-05,STL,4.4
2015-01-05,STT,0
2015-01-05,STX,0
2015-01-05,SUN,2.1
2015-01-05,SUX,5.2
2015-01-05,SWF,14.9
2015-01-05,SYR,0
2015-01-05,TLH,0
2015-01-05,TOL,0
2015-01-05,TPA,0.1
2015-01-05,TRI,0
2015-01-05,TTN,0
2015-01-05,TUL,0
2015-01-05,TUS,0
2015-01-05,TVC,5.5
2015-01-05,TWF,3.5
2015-01-05,TXK,19.2
2015-01-05,TYR,3.5
2015-01-05,TYS,5.5
2015-01-05,UST,3.4
2015-01-05,VEL,5.7
2015-01-05,VLD,0
2015-01-05,VPS,2
2015-01-05,WRG,0
2015-01-05,WYS,2.2
2015-01-05,XNA,0
2015-01-05,YAK,0
2015-01-05,YUM,2.5
2015-01-06,ABE,0
2015-01-06,ABI,6.2
2015-01-06,ABQ,0
2015-01-06,ABR,9.3
2015-01-06,ABY,10.6
2015-01-06,ACK,0
2015-01-06,ACT,0.3
2015-01-06,ACV,1.3
2015-01-06,ACY,0
2015-01-06,ADK,3.2
2015-01-06,ADQ,4.4
2015-01-06,AEX,0
2015-01-06,AGS,3.3
2015-01-06,AKN,3.4
2015-01-06,ALB,2.6
2015-01-06,ALO,1.6
2015-01-06,AMA,0
2015-01-06,ANC,9.7
2015-01-06,APN,4.8
2015-01-06,ASE,9.9
2015-01-06,ATL,4.1
2015-01-06,ATW,0.5
2015-01-06,AUS,4.3
2015-01-06,AVL,1.8
2015-01-06,AVP,0.5
2015-01-06,AZO,0
2015-01-06,BDL,0.7
2015-01-06,BET,0
2015-01-06,BFL,3.3
2015-01-06,BGM,2.9
2015-01-06,BGR,1.5
2015-01-06,BHM,5.5
2015-01-06,BIL,0.7
2015-01-06,BIS,0
2015-01-06,BJI,0
2015-01-06,BLI,4.4
2015-01-06,BMI,0
2015-01-06,BNA,0
2015-01-06,BOI,6.6
2015-01-06,BOS,2.2
2015-01-06,BPT,5.5
2015-01-06,BQK,2.8
2015-01-06,BQN,0
2015-01-06,BRD,0
2015-01-06,BRO,0
2015-01-06,BRW,4.5
2015-01-06,BTM,0
2015-01-06,BTR,0
2015-01-06,BTV,4.5
2015-01-06,BUF,0
2015-01-06,BUR,1
2015-01-06,BWI,0
2015-01-06,BZN,0
2015-01-06,CAE,2.7
2015-01-06,CAK,2
2015-01-06,CDC,0
2015-01-06,CDV,0
2015-01-06,CEC,0
2015-01-06,CHA,8
2015-01-06,CHO,0
2015-01-06,CHS,0
2015-01-06,CID,0
2015-01-06,CIU,0
2015-01-06,CLD,8.4
2015-01-06,CLE,0
2015-01-06,CLL,0
2015-01-06,CLT,7
2015-01-06,CMH,1.1
2015-01-06,CMI,0
2015-01-06,CMX,0
2015-01-06,CNY,0
2015-01-06,COD,3
2015-01-06,COS,0
2015-01-06,COU,6.2
2015-01-06,CPR,6.9
2015-01-06,CRP,0
2015-01-06,CRW,0.1
2015-01-06,CSG,0.8
2015-01-06,CVG,0
2015-01-06,CWA,0
2015-01-06,DAB,11.2
2015-01-06,DAL,10.8
2015-01-06,DAY,1
2015-01-06,DBQ,7.5
2015-01-06,DCA,0
2015-01-06,DEN,8.3
2015-01-06,DFW,3.8
2015-01-06,DHN,0
2015-01-06,DIK,5.5
2015-01-06,DLG,0
2015-01-06,DLH,2.5
2015-01-06,DRO,1.8
2015-01-06,DSM,0.4
2015-01-06,DTW,4.3
2015-01-06,DVL,0.2
2015-01-06,EAU,4.9
2015-01-06,ECP,0
2015-01-06,EGE,5.9
2015-01-06,EKO,1.8
2015-01-06,ELM,2.5
2015-01-06,ELP,2.1
2015-01-06,ERI,0
2015-01-06,ESC,11.6
2015-01-06,EUG,1.1
2015-01-06,EVV,6
2015-01-06,EWN,0
2015-01-06,EWR,2.3
2015-01-06,EYW,0
2015-01-06,FAI,0
2015-01-06,FAR,4.6
2015-01-06,FAT,0
2015-01-06,FAY,2
2015-01-06,FCA,0
2015-01-06,FLG,1.2
2015-01-06,FLL,0
2015-01-06,FNT,2
2015-01-06,FSD,13.2
2015-01-06,FSM,0
2015-01-06,FWA,0
2015-01-06,GCC,0
2015-01-06,GCK,0
2015-01-06,GEG,0.9
2015-01-06,GFK,0
2015-01-06,GGG,0
2015-01-06,GJT,0
2015-01-06,GNV,11
2015-01-06,GPT,8.6
2015-01-06,GRB,0
2015-01-06,GRI,0
2015-01-06,GRK,0
2015-01-06,GRR,0
2015-01-06,GSO,1.4
2015-01-06,GSP,0
2015-01-06,GST,0
2015-01-06,GTF,0
2015-01-06,GTR,8.1
2015-01-06,GUC,0
2015-01-06,GUM,0
2015-01-06,HDN,0
2015-01-06,HIB,3.7
2015-01-06,HLN,0
2015-01-06,HNL,1.5
2015-01-06,HOB,0
2015-01-06,HOU,1.3
2015-01-06,HPN,2.1
2015-01-06,HRL,3
2015-01-06,HSV,1.5
2015-01-06,HYA,2.6
2015-01-06,HYS,0
2015-01-06,IAD,5.9
2015-01-06,IAG,1.1
2015-01-06,IAH,0
2015-01-06,ICT,2.9
2015-01-06,IDA,1.9
2015-01-06,ILG,0.6
2015-01-06,ILM,0
2015-01-06,IMT,0
2015-01-06,IND,0
2015-01-06,INL,0.5
2015-01-06,ISN,0
2015-01-06,ISP,0
2015-01-06,ITH,3.9
2015-01-06,ITO,0
2015-01-06,JAC,0
2015-01-06,JAN,0
2015-01-06,JAX,0
2015-01-06,JFK,0
2015-01-06,JLN,4.6
2015-01-06,JMS,4.9
2015-01-06,JNU,0
2015-01-06,KOA,0
2015-01-06,KTN,0.1
2015-01-06,LAN,0
2015-01-06,LAR,0
2015-01-06,LAS,0.2
2015-01-06,LAW,5.2
2015-01-06,LAX,0
2015-01-06,LBB,4.9
2015-01-06,LBE,0.1
2015-01-06,LCH,1.2
2015-01-06,LEX,2.3
2015-01-06,LFT,0
2015-01-06,LGA,0.4
2015-01-06,LGB,7.8
2015-01-06,LIH,1.6
2015-01-06,LIT,0.9
2015-01-06,LNK,5
2015-01-06,LRD,6.7
2015-01-06,LSE,0
2015-01-06,LWS,0
2015-01-06,MAF,0
2015-01-06,MBS,0
2015-01-06,MCI,0
2015-01-06,MCO,5.2
2015-01-06,MDT,0
2015-01-06,MDW,0
2015-01-06,MEI,1.1
2015-01-06,MEM,0
2015-01-06,MFE,0
2015-01-06,MFR,3.1
2015-01-06,MGM,0
2015-01-06,MHK,11.7
2015-01-06,MHT,2.6
2015-01-06,MIA,0.2
2015-01-06,MKE,12.8
2015-01-06,MKG,0
2015-01-06,MLB,0
2015-01-06,MLI,2.7
2015-01-06,MLU,5.9
2015-01-06,MMH,0
2015-01-06,MOB,0
2015-01-06,MOT,0.3
2015-01-06,MQT,0
2015-01-06,MRY,0.5
2015-01-06,MSN,3.6
2015-01-06,MSO,5.5
2015-01-06,MSP,12
2015-01-06,MSY,3.3
2015-01-06,MTJ,0
2015-01-06,MVY,0
2015-01-06,MYR,1.6
2015-01-06,OAJ,5.6
2015-01-06,OAK,0.7
2015-01-06,OGG,-0
2015-01-06,OKC,9.5
2015-01-06,OMA,7.4
2015-01-06,OME,1.7
2015-01-06,ONT,3.6
2015-01-06,ORD,3.8
2015-01-06,ORF,2.3
2015-01-06,ORH,0
2015-01-06,OTH,0
2015-01-06,OTZ,2.9
2015-01-06,PAH,0
2015-01-06,PBG,0
2015-01-06,PBI,0
2015-01-06,PDX,0
2015-01-06,PHF,0
2015-01-06,PHL,4.5
2015-01-06,PHX,0
2015-01-06,PIA,0
2015-01-06,PIB,7.3
2015-01-06,PIH,11.1
2015-01-06,PIT,2.7
2015-01-06,PLN,0
2015-01-06,PNS,3.9
2015-01-06,PPG,0
2015-01-06,PSC,6.7
2015-01-06,PSE,0
2015-01-06,PSG,0
2015-01-06,PSP,0
2015-01-06,PUB,3.4
2015-01-06,PVD,0
2015-01-06,PWM,0
2015-01-06,RAP,15.3
2015-01-06,RDD,3.5
2015-01-06,RDM,6.6
2015-01-06,RDU,0
2015-01-06,RHI,0
2015-01-06,RIC,0
2015-01-06,RKS,0
2015-01-06,RNO,3.4
2015-01-06,ROA,0
2015-01-06,ROC,5.6
2015-01-06,ROW,0
2015-01-06,RST,3.8
2015-01-06,RSW,0
2015-01-06,SAF,0
2015-01-06,SAN,0.4
2015-01-06,SAT,1.8
2015-01-06,SAV,1
2015-01-06,SBA,4.4
2015-01-06,SBN,0
2015-01-06,SBP,0
2015-01-06,SCC,0
2015-01-06,SCE,0
2015-01-06,SDF,0
2015-01-06,SEA,0
2015-01-06,SFO,2.5
2015-01-06,SGF,0
2015-01-06,SGU,0
2015-01-06,SHV,8.2
2015-01-06,SIT,0
2015-01-06,SJC,0
2015-01-06,SJT,0
2015-01-06,SJU,0
2015-01-06,SLC,5.1
2015-01-06,SMF,3.8
2015-01-06,SMX,0
2015-01-06,SNA,0
2015-01-06,SPI,0
2015-01-06,SPS,0
2015-01-06,SRQ,5.4
2015-01-06,STC,0
2015-01-06,STL,2.6
2015-01-06,STT,0
2015-01-06,STX,0
2015-01-06,SUN,0
2015-01-06,SUX,0
2015-01-06,SWF,0
2015-01-06,SYR,0
2015-01-06,TLH,3.4
2015-01-06,TOL,2.2
2015-01-06,TPA,4.4
2015-01-06,TRI,1.1
2015-01-06,TTN,0
2015-01-06,TUL,6.5
2015-01-06,TUS,0
2015-01-06,TVC,0
2015-01-06,TWF,0.6
2015-01-06,TXK,0.2
2015-01-06,TYR,0
2015-01-06,TYS,5.2
2015-01-06,UST,1.9
2015-01-06,VEL,0
2015-01-06,VLD,0.5
2015-01-06,VPS,1
2015-01-06,WRG,0.9
2015-01-06,WYS,6.1
2015-01-06,XNA,5
2015-01-06,YAK,0.7
2015-01-06,YUM,9
2015-01-07,ABE,7.4
2015-01-07,ABI,0
2015-01-07,ABQ,1.9
2015-01-07,ABR,0
2015-01-07,ABY,2.6
2015-01-07,ACK,0
2015-01-07,ACT,7.4
2015-01-07,ACV,9.8
2015-01-07,ACY,0
2015-01-07,ADK,0
2015-01-07,ADQ,0
2015-01-07,AEX,0
2015-01-07,AGS,7.8
2015-01-07,AKN,4.7
2015-01-07,ALB,8.4
2015-01-07,ALO,0
2015-01-07,AMA,5
2015-01-07,ANC,0
2015-01-07,APN,5
2015-01-07,ASE,10.1
2015-01-07,ATL,0
2015-01-07,ATW,4.7
2015-01-07,AUS,0.1
2015-01-07,AVL,0
2015-01-07,AVP,0
2015-01-07,AZO,0
2015-01-07,BDL,6.3
2015-01-07,BET,5.5
2015-01-07,BFL,0
2015-01-07,BGM,2.2
2015-01-07,BGR,0.8
2015-01-07,BHM,0.2
2015-01-07,BIL,0
2015-01-07,BIS,0.4
2015-01-07,BJI,1.1
2015-01-07,BLI,4.3
2015-01-07,BMI,4.8
2015-01-07,BNA,0
2015-01-07,BOI,7.9
2015-01-07,BOS,0
2015-01-07,BPT,0.6
2015-01-07,BQK,0
2015-01-07,BQN,0
2015-01-07,BRD,5.7
2015-01-07,BRO,0.7
2015-01-07,BRW,0.4
2015-01-07,BTM,0
2015-01-07,BTR,2.1
2015-01-07,BTV,1.2
2015-01-07,BUF,2
2015-01-07,BUR,0.6
2015-01-07,BWI,5.8
2015-01-07,BZN,0.4
2015-01-07,CAE,5.9
2015-01-07,CAK,2.4
2015-01-07,CDC,0
2015-01-07,CDV,0
2015-01-07,CEC,0.7
2015-01-07,CHA,2.1
2015-01-07,CHO,0
2015-01-07,CHS,0
2015-01-07,CID,0
2015-01-07,CIU,0
2015-01-07,CLD,4.5
2015-01-07,CLE,4.6
2015-01-07,CLL,2
2015-01-07,CLT,3.4
2015-01-07,CMH,0
2015-01-07,CMI,0
2015-01-07,CMX,3.7
2015-01-07,CNY,0.6
2015-01-07,COD,0
2015-01-07,COS,0
2015-01-07,COU,0
2015-01-07,CPR,2.4
2015-01-07,CRP,4
2015-01-07,CRW,4.7
2015-01-07,CSG,0
2015-01-07,CVG,4.9
2015-01-07,CWA,0.6
2015-01-07,DAB,0
