DOB,DaysAlive,IQ,Pass,Gender
1990-01-21 08:53:20,10850.337962963,134,Yes,Male
1990-01-04 05:46:40,10867.4675925926,56,No,Male
1990-04-24 05:40:00,10757.5138888889,110,Yes,Male
1990-03-23 11:33:20,10789.2268518519,103,No,Male
1990-01-20 21:46:40,10850.8009259259,82,Yes,Male
1990-03-17 00:00:00,10795.7083333333,98,Yes,Male
1990-06-03 17:53:20,10717.0046296296,89,No,Male
1990-03-07 01:06:40,10805.662037037,132,No,Male
1990-05-08 14:06:40,10743.162037037,77,Yes,Male
1990-05-31 17:40:00,10720.0138888889,158,Yes,Male
1990-01-01 16:40:00,10870.0138888889,78,Yes,Male
1990-03-28 02:40:00,10784.5972222222,114,Yes,Male
1990-06-18 02:20:00,10702.6527777778,95,Yes,Male
1990-05-16 11:00:00,10735.2916666667,118,No,Male
1990-01-24 09:06:40,10847.3287037037,134,Yes,Male
1990-02-25 02:13:20,10815.6157407407,94,Yes,Male
1990-01-27 09:20:00,10844.3194444444,76,No,Male
1990-01-22 01:33:20,10849.6435185185,105,Yes,Male
1990-06-05 08:46:40,10715.3842592593,95,Yes,Male
1990-01-14 04:40:00,10857.5138888889,170,No,Male
1990-04-10 08:20:00,10771.4027777778,136,Yes,Male
1990-02-26 22:40:00,10813.7638888889,51,Yes,Male
1990-03-27 04:26:40,10785.5231481481,142,No,Male
1990-03-04 06:26:40,10808.4398148148,134,Yes,Male
1990-03-03 08:13:20,10809.3657407407,80,No,Male
1990-03-21 20:40:00,10790.8472222222,73,No,Male
1990-04-19 20:06:40,10761.912037037,117,No,Male
1990-01-02 03:46:40,10869.5509259259,151,No,Male
1990-03-16 01:46:40,10796.6342592593,121,No,Male
1990-06-03 01:13:20,10717.6990740741,152,No,Male
1990-02-06 02:40:00,10834.5972222222,84,No,Male
1990-02-14 10:40:00,10826.2638888889,81,No,Male
1990-03-05 04:40:00,10807.5138888889,139,No,Male
1990-05-27 08:06:40,10724.412037037,89,Yes,Male
1990-02-23 22:26:40,10816.7731481481,129,Yes,Male
1990-01-12 08:13:20,10859.3657407407,123,Yes,Male
1990-03-02 04:26:40,10810.5231481481,85,No,Male
1990-02-01 06:00:00,10839.4583333333,68,No,Male
1990-02-17 22:00:00,10822.7916666667,119,No,Male
1990-01-08 04:13:20,10863.5324074074,78,No,Male
1990-05-21 02:06:40,10730.662037037,111,No,Male
1990-02-08 10:13:20,10832.2824074074,133,Yes,Male
1990-04-25 20:33:20,10755.8935185185,100,No,Male
1990-02-03 02:26:40,10837.6064814815,126,No,Male
1990-01-25 18:26:40,10845.9398148148,86,No,Male
1990-04-03 20:46:40,10777.8842592593,132,Yes,Male
1990-03-27 21:06:40,10784.8287037037,94,Yes,Male
1990-03-15 20:13:20,10796.8657407407,88,No,Male
1990-05-05 08:20:00,10746.4027777778,51,No,Male
1990-02-25 02:13:20,10815.6157407407,113,No,Male
1990-04-23 13:00:00,10758.2083333333,117,No,Male
1990-05-18 18:33:20,10732.9768518519,125,Yes,Male
1990-05-04 10:06:40,10747.3287037037,62,No,Male
1990-02-06 19:20:00,10833.9027777778,114,No,Male
1990-01-20 21:46:40,10850.8009259259,110,No,Male
1990-02-27 20:53:20,10812.837962963,56,No,Male
1990-04-24 05:40:00,10757.5138888889,108,No,Male
1990-04-30 22:46:40,10750.8009259259,107,Yes,Male
1990-06-10 22:06:40,10709.8287037037,132,No,Male
1990-01-13 00:53:20,10858.6712962963,174,Yes,Male
1990-04-20 18:20:00,10760.9861111111,53,Yes,Male
1990-03-17 11:06:40,10795.2453703704,72,Yes,Male
1990-04-01 18:46:40,10779.9675925926,117,Yes,Male
1990-06-13 22:20:00,10706.8194444444,103,No,Male
1990-02-12 08:40:00,10828.3472222222,98,Yes,Male
1990-03-10 12:26:40,10802.1898148148,85,Yes,Male
1990-02-10 06:40:00,10830.4305555556,63,Yes,Male
1990-03-25 02:26:40,10787.6064814815,98,No,Male
1990-01-12 13:46:40,10859.1342592593,83,Yes,Male
1990-01-14 10:13:20,10857.2824074074,184,Yes,Male
1990-03-26 17:20:00,10785.9861111111,77,Yes,Male
1990-02-02 15:20:00,10838.0694444444,49,No,Male
1990-01-28 07:33:20,10843.3935185185,127,No,Male
1990-03-20 00:13:20,10792.6990740741,110,No,Male
1990-02-13 18:00:00,10826.9583333333,139,No,Male
1990-04-29 02:20:00,10752.6527777778,94,Yes,Male
1990-02-19 01:46:40,10821.6342592593,106,Yes,Male
1990-05-28 00:46:40,10723.7175925926,104,Yes,Male
1990-02-11 21:33:20,10828.8101851852,80,No,Male
1990-01-06 02:13:20,10865.6157407407,90,Yes,Male
1990-01-23 22:00:00,10847.7916666667,45,No,Male
1990-04-24 00:06:40,10757.7453703704,114,No,Male
1990-05-14 09:00:00,10737.375,76,No,Male
1990-06-09 23:53:20,10710.7546296296,89,Yes,Male
1990-03-02 04:26:40,10810.5231481481,50,Yes,Male
1990-05-07 15:53:20,10744.087962963,109,Yes,Male
1990-02-13 18:00:00,10826.9583333333,92,Yes,Male
1990-04-06 15:26:40,10775.1064814815,66,Yes,Male
1990-05-09 17:53:20,10742.0046296296,146,Yes,Male
1990-06-15 13:13:20,10705.1990740741,48,No,Male
1990-04-13 08:33:20,10768.3935185185,102,Yes,Male
1990-03-24 20:53:20,10787.837962963,92,No,Male
1990-04-09 15:40:00,10772.0972222222,84,No,Male
1990-01-22 01:33:20,10849.6435185185,146,No,Male
1990-05-07 10:20:00,10744.3194444444,98,Yes,Male
1990-05-19 22:20:00,10731.8194444444,95,Yes,Male
1990-03-08 10:26:40,10804.2731481481,79,No,Male
1990-04-12 04:46:40,10769.5509259259,56,No,Male
1990-02-21 09:20:00,10819.3194444444,75,Yes,Male
1990-01-10 11:46:40,10861.2175925926,97,Yes,Male
1990-01-02 20:26:40,10868.8564814815,96,No,Male
1990-03-06 19:33:20,10805.8935185185,91,Yes,Male
1990-04-02 05:53:20,10779.5046296296,89,No,Male
1990-01-31 02:13:20,10840.6157407407,126,No,Male
1990-06-14 15:00:00,10706.125,89,Yes,Male
1990-03-14 22:00:00,10797.7916666667,90,No,Male
1990-05-02 13:40:00,10749.1805555556,100,No,Male
1990-06-13 22:20:00,10706.8194444444,112,Yes,Male
1990-01-13 23:06:40,10857.7453703704,85,No,Male
1990-04-08 23:00:00,10772.7916666667,107,Yes,Male
1990-03-13 23:46:40,10798.7175925926,48,Yes,Male
1990-01-31 02:13:20,10840.6157407407,80,Yes,Male
1990-03-31 08:26:40,10781.3564814815,117,Yes,Male
1990-06-16 22:33:20,10703.8101851852,79,Yes,Male
1990-06-05 03:13:20,10715.6157407407,115,Yes,Male
1990-03-14 16:26:40,10798.0231481481,100,Yes,Male
1990-05-30 13:53:20,10721.1712962963,108,No,Male
1990-02-28 08:00:00,10812.375,37,Yes,Male
1990-03-04 12:00:00,10808.2083333333,133,Yes,Male
1990-02-22 13:06:40,10818.162037037,113,Yes,Male
1990-05-24 19:00:00,10726.9583333333,143,Yes,Male
1990-04-30 06:06:40,10751.4953703704,128,No,Male
1990-01-31 13:20:00,10840.1527777778,65,Yes,Male
1990-04-03 20:46:40,10777.8842592593,76,Yes,Male
1990-06-13 16:46:40,10707.0509259259,69,No,Male
1990-04-11 23:13:20,10769.7824074074,110,No,Male
1990-04-24 11:13:20,10757.2824074074,146,Yes,Male
1990-01-24 14:40:00,10847.0972222222,126,Yes,Male
1990-06-18 07:53:20,10702.4212962963,72,No,Male
1990-05-07 15:53:20,10744.087962963,111,No,Male
1990-03-11 21:46:40,10800.8009259259,118,No,Male
1990-01-06 07:46:40,10865.3842592593,100,Yes,Male
1990-05-18 18:33:20,10732.9768518519,96,No,Male
1990-01-27 09:20:00,10844.3194444444,47,Yes,Male
1990-05-28 06:20:00,10723.4861111111,54,No,Male
1990-01-26 16:40:00,10845.0138888889,100,Yes,Male
1990-03-26 17:20:00,10785.9861111111,127,Yes,Male
1990-04-17 12:33:20,10764.2268518519,137,Yes,Male
1990-02-04 17:20:00,10835.9861111111,22,No,Male
1990-04-18 21:53:20,10762.837962963,119,No,Male
1990-04-11 06:33:20,10770.4768518519,86,Yes,Male
1990-01-26 00:00:00,10845.7083333333,104,No,Male
1990-02-03 02:26:40,10837.6064814815,125,Yes,Male
1990-06-07 16:20:00,10713.0694444444,69,No,Male
1990-05-11 14:20:00,10740.1527777778,90,Yes,Male
1990-01-05 04:00:00,10866.5416666667,160,Yes,Male
1990-02-28 13:33:20,10812.1435185185,128,No,Male
1990-05-15 12:46:40,10736.2175925926,37,No,Male
1990-01-12 02:40:00,10859.5972222222,33,No,Male
1990-03-06 14:00:00,10806.125,99,Yes,Male
1990-01-26 22:13:20,10844.7824074074,86,No,Male
1990-04-07 08:06:40,10774.412037037,109,Yes,Male
1990-01-30 20:40:00,10840.8472222222,139,Yes,Male
1990-03-14 22:00:00,10797.7916666667,121,No,Male
1990-04-05 06:06:40,10776.4953703704,62,Yes,Male
1990-04-21 05:26:40,10760.5231481481,79,No,Male
1990-03-01 00:40:00,10811.6805555556,103,Yes,Male
1990-06-13 16:46:40,10707.0509259259,80,No,Male
1990-03-08 21:33:20,10803.8101851852,61,No,Male
1990-03-01 06:13:20,10811.4490740741,108,No,Male
1990-01-26 16:40:00,10845.0138888889,133,No,Male
1990-04-22 09:13:20,10759.3657407407,70,Yes,Male
1990-03-04 23:06:40,10807.7453703704,73,Yes,Male
1990-02-20 16:40:00,10820.0138888889,104,No,Male
1990-04-21 11:00:00,10760.2916666667,89,No,Male
1990-04-08 00:46:40,10773.7175925926,109,Yes,Male
1990-03-16 07:20:00,10796.4027777778,151,No,Male
1990-05-17 20:20:00,10733.9027777778,83,No,Male
1990-03-20 22:26:40,10791.7731481481,69,No,Male
1990-04-24 05:40:00,10757.5138888889,138,No,Male
1990-04-20 23:53:20,10760.7546296296,89,Yes,Male
1990-05-11 08:46:40,10740.3842592593,47,No,Male
1990-01-29 00:13:20,10842.6990740741,88,Yes,Male
1990-05-22 11:26:40,10729.2731481481,83,No,Male
1990-04-23 13:00:00,10758.2083333333,78,Yes,Male
1990-05-06 06:33:20,10745.4768518519,121,Yes,Male
1990-01-25 12:53:20,10846.1712962963,97,Yes,Male
1990-05-20 03:53:20,10731.587962963,102,No,Male
1990-05-11 19:53:20,10739.9212962963,43,No,Male
1990-05-28 11:53:20,10723.2546296296,43,Yes,Male
1990-04-19 14:33:20,10762.1435185185,101,Yes,Male
1990-01-12 13:46:40,10859.1342592593,88,No,Male
1990-04-23 13:00:00,10758.2083333333,93,No,Male
1990-01-11 10:00:00,10860.2916666667,67,No,Male
1990-02-04 17:20:00,10835.9861111111,105,No,Male
1990-06-07 21:53:20,10712.837962963,49,Yes,Male
1990-03-29 06:26:40,10783.4398148148,83,No,Male
1990-03-31 14:00:00,10781.125,104,No,Male
1990-03-21 20:40:00,10790.8472222222,118,Yes,Male
1990-04-22 20:20:00,10758.9027777778,119,Yes,Male
1990-02-18 14:40:00,10822.0972222222,47,Yes,Male
1990-03-27 15:33:20,10785.0601851852,44,Yes,Male
1990-05-30 08:20:00,10721.4027777778,127,No,Male
1990-05-04 21:13:20,10746.8657407407,81,Yes,Male
1990-03-12 20:00:00,10799.875,114,No,Male
1990-04-09 15:40:00,10772.0972222222,62,No,Male
1990-04-26 18:46:40,10754.9675925926,85,Yes,Male
1990-03-28 08:13:20,10784.3657407407,71,No,Male
1990-03-06 08:26:40,10806.3564814815,92,No,Male
1990-03-13 23:46:40,10798.7175925926,107,No,Male
1990-02-06 02:40:00,10834.5972222222,90,Yes,Male
1990-04-18 10:46:40,10763.3009259259,95,No,Male
1990-01-04 16:53:20,10867.0046296296,93,No,Male
1990-02-25 18:53:20,10814.9212962963,74,No,Male
1990-02-22 02:00:00,10818.625,70,No,Male
1990-06-15 07:40:00,10705.4305555556,91,Yes,Male
1990-06-09 12:46:40,10711.2175925926,110,No,Male
1990-02-20 22:13:20,10819.7824074074,137,Yes,Male
1990-03-30 04:40:00,10782.5138888889,93,Yes,Male
1990-04-16 19:53:20,10764.9212962963,74,No,Male
1990-02-21 14:53:20,10819.087962963,81,Yes,Male
1990-03-23 22:40:00,10788.7638888889,104,Yes,Male
1990-02-25 02:13:20,10815.6157407407,101,Yes,Male
1990-04-02 17:00:00,10779.0416666667,120,Yes,Male
1990-01-27 14:53:20,10844.087962963,127,Yes,Male
1990-03-10 18:00:00,10801.9583333333,125,No,Male
1990-05-07 04:46:40,10744.5509259259,70,No,Male
1990-05-07 21:26:40,10743.8564814815,78,No,Male
1990-03-04 06:26:40,10808.4398148148,82,No,Male
1990-06-08 09:00:00,10712.375,104,Yes,Male
1990-06-07 21:53:20,10712.837962963,126,No,Male
1990-03-21 15:06:40,10791.0787037037,88,Yes,Male
1990-02-18 14:40:00,10822.0972222222,78,Yes,Male
1990-05-07 15:53:20,10744.087962963,95,Yes,Male
1990-05-01 15:26:40,10750.1064814815,90,Yes,Male
1990-03-17 00:00:00,10795.7083333333,132,No,Male
1990-06-03 12:20:00,10717.2361111111,148,No,Male
1990-01-18 03:06:40,10853.5787037037,121,Yes,Male
1990-01-09 19:06:40,10861.912037037,118,Yes,Male
1990-01-05 09:33:20,10866.3101851852,51,No,Male
1990-02-05 04:26:40,10835.5231481481,62,Yes,Male
1990-04-09 15:40:00,10772.0972222222,147,No,Male
1990-01-12 13:46:40,10859.1342592593,108,No,Male
1990-03-27 04:26:40,10785.5231481481,134,No,Male
1990-05-04 04:33:20,10747.5601851852,124,Yes,Male
1990-05-05 02:46:40,10746.6342592593,89,Yes,Male
1990-05-07 21:26:40,10743.8564814815,156,Yes,Male
1990-06-06 01:26:40,10714.6898148148,94,No,Male
1990-01-29 11:20:00,10842.2361111111,109,Yes,Male
1990-05-08 08:33:20,10743.3935185185,72,Yes,Male
1990-06-13 22:20:00,10706.8194444444,91,No,Male
1990-02-11 21:33:20,10828.8101851852,73,Yes,Male
1990-03-20 22:26:40,10791.7731481481,107,Yes,Male
1990-05-05 19:26:40,10745.9398148148,99,No,Male
1990-04-28 09:40:00,10753.3472222222,68,Yes,Male
1990-03-30 04:40:00,10782.5138888889,148,No,Male
1990-01-11 21:06:40,10859.8287037037,133,No,Male
1990-03-17 22:13:20,10794.7824074074,135,No,Male
1990-01-26 05:33:20,10845.4768518519,66,No,Male
1990-05-01 04:20:00,10750.5694444444,60,Yes,Male
1990-04-27 17:00:00,10754.0416666667,100,No,Male
1990-04-15 05:00:00,10766.5416666667,58,No,Male
1990-04-13 08:33:20,10768.3935185185,105,No,Male
1990-02-04 11:46:40,10836.2175925926,80,Yes,Male
1990-03-18 20:26:40,10793.8564814815,100,No,Male
1990-01-11 10:00:00,10860.2916666667,77,Yes,Male
1990-03-06 14:00:00,10806.125,93,No,Male
1990-05-03 00:46:40,10748.7175925926,109,No,Male
1990-04-25 03:53:20,10756.587962963,60,Yes,Male
1990-03-06 19:33:20,10805.8935185185,103,Yes,Male
1990-01-09 19:06:40,10861.912037037,90,Yes,Male
1990-04-05 06:06:40,10776.4953703704,124,Yes,Male
1990-06-03 06:46:40,10717.4675925926,119,No,Male
1990-04-26 02:06:40,10755.662037037,112,Yes,Male
1990-06-16 05:53:20,10704.5046296296,127,Yes,Male
1990-02-10 06:40:00,10830.4305555556,106,No,Male
1990-04-13 03:00:00,10768.625,113,No,Male
1990-02-05 04:26:40,10835.5231481481,49,Yes,Male
1990-02-11 04:53:20,10829.5046296296,115,Yes,Male
1990-05-06 17:40:00,10745.0138888889,49,Yes,Male
1990-02-10 06:40:00,10830.4305555556,93,Yes,Male
1990-01-20 10:40:00,10851.2638888889,123,No,Male
1990-05-18 18:33:20,10732.9768518519,121,No,Male
1990-01-17 16:00:00,10854.0416666667,99,No,Male
1990-01-05 04:00:00,10866.5416666667,124,Yes,Male
1990-06-11 14:46:40,10709.1342592593,129,No,Male
1990-03-18 14:53:20,10794.087962963,93,Yes,Male
1990-03-02 10:00:00,10810.2916666667,144,Yes,Male
1990-05-11 08:46:40,10740.3842592593,120,Yes,Male
1990-02-23 16:53:20,10817.0046296296,101,Yes,Male
1990-01-14 10:13:20,10857.2824074074,143,No,Male
1990-05-10 16:06:40,10741.0787037037,103,No,Male
1990-02-05 21:06:40,10834.8287037037,91,Yes,Male
1990-02-23 22:26:40,10816.7731481481,182,Yes,Male
1990-04-12 04:46:40,10769.5509259259,126,Yes,Male
1990-03-15 20:13:20,10796.8657407407,175,No,Male
1990-01-26 00:00:00,10845.7083333333,73,No,Male
1990-03-06 08:26:40,10806.3564814815,76,No,Male
1990-03-27 04:26:40,10785.5231481481,102,No,Male
1990-06-09 12:46:40,10711.2175925926,109,No,Male
1990-06-15 07:40:00,10705.4305555556,94,Yes,Male
1990-05-24 07:53:20,10727.4212962963,129,No,Male
1990-05-03 17:26:40,10748.0231481481,124,Yes,Male
1990-02-12 03:06:40,10828.5787037037,114,Yes,Male
1990-01-18 03:06:40,10853.5787037037,83,No,Male
1990-02-08 04:40:00,10832.5138888889,100,No,Male
1990-06-05 08:46:40,10715.3842592593,118,No,Male
1990-06-03 06:46:40,10717.4675925926,74,Yes,Male
1990-05-14 09:00:00,10737.375,119,No,Male
1990-03-27 21:06:40,10784.8287037037,81,No,Male
1990-03-26 11:46:40,10786.2175925926,141,Yes,Male
1990-02-27 15:20:00,10813.0694444444,118,Yes,Male
1990-04-27 05:53:20,10754.5046296296,111,Yes,Male
1990-01-24 09:06:40,10847.3287037037,148,No,Male
1990-02-10 17:46:40,10829.9675925926,146,Yes,Male
1990-03-03 13:46:40,10809.1342592593,93,No,Male
1990-06-13 00:06:40,10707.7453703704,105,No,Male
1990-04-17 12:33:20,10764.2268518519,117,No,Male
1990-01-29 22:26:40,10841.7731481481,94,No,Male
1990-04-01 13:13:20,10780.1990740741,86,No,Male
1990-03-04 17:33:20,10807.9768518519,73,Yes,Male
1990-03-23 17:06:40,10788.9953703704,144,No,Male
1990-01-07 00:26:40,10864.6898148148,125,Yes,Male
1990-06-02 03:00:00,10718.625,63,No,Male
1990-05-10 16:06:40,10741.0787037037,135,Yes,Male
1990-04-13 14:06:40,10768.162037037,67,No,Male
1990-03-22 18:53:20,10789.9212962963,114,Yes,Male
1990-03-02 21:06:40,10809.8287037037,130,No,Male
1990-04-09 10:06:40,10772.3287037037,126,Yes,Male
1990-04-26 02:06:40,10755.662037037,158,Yes,Male
1990-06-17 04:06:40,10703.5787037037,88,Yes,Male
1990-05-12 12:33:20,10739.2268518519,90,No,Male
1990-03-29 06:26:40,10783.4398148148,105,Yes,Male
1990-04-13 08:33:20,10768.3935185185,54,Yes,Male
1990-02-10 17:46:40,10829.9675925926,92,Yes,Male
1990-05-22 11:26:40,10729.2731481481,137,Yes,Male
1990-02-23 05:46:40,10817.4675925926,65,No,Male
1990-06-04 21:40:00,10715.8472222222,143,No,Male
1990-02-26 17:06:40,10813.9953703704,109,Yes,Male
1990-05-29 10:06:40,10722.3287037037,41,Yes,Male
1990-04-25 15:00:00,10756.125,53,No,Male
1990-01-25 07:20:00,10846.4027777778,146,No,Male
1990-05-24 07:53:20,10727.4212962963,144,Yes,Male
1990-01-31 07:46:40,10840.3842592593,92,No,Male
1990-01-19 18:00:00,10851.9583333333,88,Yes,Male
1990-01-07 11:33:20,10864.2268518519,117,Yes,Male
1990-01-06 07:46:40,10865.3842592593,99,No,Male
1990-05-18 07:26:40,10733.4398148148,108,No,Male
1990-03-20 11:20:00,10792.2361111111,109,No,Male
1990-02-15 14:26:40,10825.1064814815,107,Yes,Male
1990-06-14 15:00:00,10706.125,87,No,Male
1990-04-14 23:26:40,10766.7731481481,133,Yes,Male
1990-03-22 13:20:00,10790.1527777778,40,No,Male
1990-03-25 19:06:40,10786.912037037,140,No,Male
1990-03-12 20:00:00,10799.875,133,No,Male
1990-03-13 07:06:40,10799.412037037,148,Yes,Male
1990-05-30 02:46:40,10721.6342592593,35,Yes,Male
1990-03-19 18:40:00,10792.9305555556,103,No,Male
1990-06-14 03:53:20,10706.587962963,122,No,Male
1990-03-19 13:06:40,10793.162037037,85,Yes,Male
1990-01-08 15:20:00,10863.0694444444,100,Yes,Male
1990-01-26 00:00:00,10845.7083333333,122,No,Male
1990-02-09 02:53:20,10831.587962963,117,Yes,Male
1990-01-02 03:46:40,10869.5509259259,71,No,Male
1990-04-02 22:33:20,10778.8101851852,167,No,Male
1990-01-06 18:53:20,10864.9212962963,45,Yes,Male
1990-02-05 10:00:00,10835.2916666667,-7,No,Male
1990-04-14 06:46:40,10767.4675925926,101,Yes,Male
1990-05-30 08:20:00,10721.4027777778,144,No,Male
1990-01-31 13:20:00,10840.1527777778,127,No,Male
1990-03-21 04:00:00,10791.5416666667,138,No,Male
1990-06-14 20:33:20,10705.8935185185,61,Yes,Male
1990-02-15 08:53:20,10825.337962963,105,Yes,Male
1990-02-12 03:06:40,10828.5787037037,101,No,Male
1990-03-16 18:26:40,10795.9398148148,123,Yes,Male
1990-05-03 06:20:00,10748.4861111111,96,No,Male
1990-05-22 05:53:20,10729.5046296296,112,Yes,Male
1990-04-10 19:26:40,10770.9398148148,91,No,Male
1990-06-14 15:00:00,10706.125,97,Yes,Male
1990-02-12 03:06:40,10828.5787037037,121,No,Male
1990-02-23 16:53:20,10817.0046296296,77,No,Male
1990-03-02 21:06:40,10809.8287037037,104,Yes,Male
1990-01-02 03:46:40,10869.5509259259,127,No,Male
1990-03-02 04:26:40,10810.5231481481,144,No,Male
1990-02-09 19:33:20,10830.8935185185,87,No,Male
1990-04-11 06:33:20,10770.4768518519,119,No,Male
1990-01-20 10:40:00,10851.2638888889,113,Yes,Male
1990-05-10 16:06:40,10741.0787037037,104,Yes,Male
1990-05-11 03:13:20,10740.6157407407,157,Yes,Male
1990-06-16 00:20:00,10704.7361111111,55,No,Male
1990-06-01 15:53:20,10719.087962963,127,No,Male
1990-01-29 22:26:40,10841.7731481481,105,No,Male
1990-03-19 07:33:20,10793.3935185185,108,Yes,Male
1990-01-29 16:53:20,10842.0046296296,126,Yes,Male
1990-01-26 22:13:20,10844.7824074074,131,No,Male
1990-01-18 03:06:40,10853.5787037037,97,No,Male
1990-01-20 21:46:40,10850.8009259259,69,Yes,Male
1990-05-01 15:26:40,10750.1064814815,151,Yes,Male
1990-05-18 18:33:20,10732.9768518519,80,No,Male
1990-01-19 12:26:40,10852.1898148148,103,Yes,Male
1990-02-05 10:00:00,10835.2916666667,129,Yes,Male
1990-02-10 06:40:00,10830.4305555556,114,Yes,Male
1990-05-05 13:53:20,10746.1712962963,91,No,Male
1990-04-28 15:13:20,10753.1157407407,159,Yes,Male
1990-03-02 04:26:40,10810.5231481481,135,No,Male
1990-05-02 13:40:00,10749.1805555556,126,No,Male
1990-01-26 16:40:00,10845.0138888889,109,No,Male
1990-06-06 01:26:40,10714.6898148148,106,No,Male
1990-01-05 15:06:40,10866.0787037037,90,No,Male
1990-04-10 13:53:20,10771.1712962963,84,No,Male
1990-01-02 14:53:20,10869.087962963,70,Yes,Male
1990-06-12 18:33:20,10707.9768518519,73,No,Male
1990-01-24 20:13:20,10846.8657407407,135,No,Male
1990-02-27 09:46:40,10813.3009259259,59,No,Male
1990-02-28 13:33:20,10812.1435185185,76,Yes,Male
1990-04-22 20:20:00,10758.9027777778,98,No,Male
1990-01-12 19:20:00,10858.9027777778,118,Yes,Male
1990-06-03 17:53:20,10717.0046296296,148,Yes,Male
1990-01-23 10:53:20,10848.2546296296,80,Yes,Male
1990-02-10 12:13:20,10830.1990740741,76,Yes,Male
1990-03-07 17:46:40,10804.9675925926,171,Yes,Male
1990-04-08 23:00:00,10772.7916666667,128,No,Male
1990-03-28 13:46:40,10784.1342592593,69,Yes,Male
1990-01-17 10:26:40,10854.2731481481,129,No,Male
1990-04-21 05:26:40,10760.5231481481,137,No,Male
1990-04-28 04:06:40,10753.5787037037,104,Yes,Male
1990-04-08 17:26:40,10773.0231481481,137,No,Male
1990-01-01 16:40:00,10870.0138888889,108,No,Male
1990-02-23 11:20:00,10817.2361111111,114,No,Male
1990-05-18 13:00:00,10733.2083333333,123,No,Male
1990-01-15 02:53:20,10856.587962963,43,No,Male
1990-05-31 01:00:00,10720.7083333333,82,No,Male
1990-05-16 11:00:00,10735.2916666667,128,Yes,Male
1990-04-10 08:20:00,10771.4027777778,105,Yes,Male
1990-01-18 03:06:40,10853.5787037037,125,No,Male
1990-06-11 03:40:00,10709.5972222222,127,No,Male
1990-01-13 06:26:40,10858.4398148148,157,Yes,Male
1990-01-17 16:00:00,10854.0416666667,54,Yes,Male
1990-05-28 17:26:40,10723.0231481481,113,Yes,Male
1990-06-05 03:13:20,10715.6157407407,86,Yes,Male
1990-03-30 15:46:40,10782.0509259259,29,No,Male
1990-06-12 07:26:40,10708.4398148148,94,Yes,Male
1990-05-20 20:33:20,10730.8935185185,94,No,Male
1990-01-04 05:46:40,10867.4675925926,116,No,Male
1990-02-11 21:33:20,10828.8101851852,49,Yes,Male
1990-03-04 06:26:40,10808.4398148148,91,No,Male
1990-05-11 08:46:40,10740.3842592593,83,No,Male
1990-04-25 20:33:20,10755.8935185185,108,Yes,Male
1990-01-17 04:53:20,10854.5046296296,134,Yes,Male
1990-02-26 11:33:20,10814.2268518519,118,Yes,Male
1990-05-20 09:26:40,10731.3564814815,91,No,Male
1990-05-10 05:00:00,10741.5416666667,134,No,Male
1990-01-31 18:53:20,10839.9212962963,116,Yes,Male
1990-02-10 12:13:20,10830.1990740741,84,No,Male
1990-04-24 00:06:40,10757.7453703704,114,Yes,Male
1990-05-23 04:06:40,10728.5787037037,129,No,Male
1990-03-20 00:13:20,10792.6990740741,64,No,Male
1990-03-08 10:26:40,10804.2731481481,82,Yes,Male
1990-04-19 09:00:00,10762.375,95,No,Male
1990-01-10 22:53:20,10860.7546296296,131,Yes,Male
1990-04-07 02:33:20,10774.6435185185,81,Yes,Male
1990-01-05 04:00:00,10866.5416666667,101,No,Male
1990-02-03 02:26:40,10837.6064814815,88,Yes,Male
1990-03-03 13:46:40,10809.1342592593,127,Yes,Male
1990-03-31 14:00:00,10781.125,78,Yes,Male
1990-01-16 06:40:00,10855.4305555556,144,No,Male
1990-04-28 15:13:20,10753.1157407407,94,Yes,Male
1990-03-14 10:53:20,10798.2546296296,99,No,Male
1990-05-30 02:46:40,10721.6342592593,45,Yes,Male
1990-02-04 00:40:00,10836.6805555556,119,No,Male
1990-02-18 14:40:00,10822.0972222222,124,No,Male
1990-06-15 07:40:00,10705.4305555556,84,No,Male
1990-01-07 22:40:00,10863.7638888889,86,No,Male
1990-01-29 16:53:20,10842.0046296296,58,Yes,Male
1990-02-09 19:33:20,10830.8935185185,138,Yes,Male
1990-02-13 18:00:00,10826.9583333333,113,No,Male
1990-05-28 23:00:00,10722.7916666667,97,Yes,Male
1990-01-16 12:13:20,10855.1990740741,65,Yes,Male
1990-04-14 17:53:20,10767.0046296296,85,No,Male
1990-03-16 18:26:40,10795.9398148148,124,Yes,Male
1990-01-17 16:00:00,10854.0416666667,123,Yes,Male
1990-05-20 15:00:00,10731.125,23,No,Male
1990-02-18 20:13:20,10821.8657407407,97,No,Male
1990-05-19 05:40:00,10732.5138888889,93,No,Male
1990-02-27 20:53:20,10812.837962963,202,No,Male
1990-06-16 00:20:00,10704.7361111111,54,Yes,Male
1990-05-21 02:06:40,10730.662037037,100,No,Male
1990-02-12 08:40:00,10828.3472222222,111,No,Male
1990-01-16 23:20:00,10854.7361111111,108,No,Male
1990-05-17 09:13:20,10734.3657407407,87,No,Male
1990-05-28 23:00:00,10722.7916666667,123,Yes,Male
1990-03-06 14:00:00,10806.125,107,Yes,Male
1990-02-28 08:00:00,10812.375,101,Yes,Male
1990-03-09 08:40:00,10803.3472222222,110,No,Male
1990-05-10 16:06:40,10741.0787037037,114,Yes,Male
