"FedID","UnivName","State","Tier","AssistProf","AssocProf","FullProf"
2519,"Univ.of Missouri-St. Louis","MO","I",41200,46000,57600
2520,"Washington University","MO","I",45100,53400,78200
2521,"Webster University","MO","II",32500,43500,50500
2523,"Westminster College","MO","III",29800,39000,45100
2524,"William Jewell College","MO","III",30600,34200,42200
2525,"William Woods University","MO","III",29000,30300,37000
2526,"Carroll College","MT","III",28500,34300,39400
2527,"College of Great Falls","MT","III",25800,30500,36100
2530,"Eastern Montana College","MT","II",29200,35800,40900
2531,"Montana Coll.Min.Sci.& Tech.","MT","II",33600,39500,48100
2532,"Montana State University","MT","I",34600,39700,49700
2533,"Northern Montana College","MT","II",30900,34200,40300
2536,"University of Montana","MT","I",32300,36500,44600
2537,"Western Montana Coll.of UM","MT","II",28900,33000,38800
2539,"Chadron State College","NE","II",32900,40400,49100
2540,"College of Saint Mary","NE","III",29300,32100,NA
2541,"Concordia Teachers College","NE","III",28200,31600,35200
2542,"Creighton University","NE","II",35100,46200,64900
2543,"Dana College","NE","III",27600,30000,33800
2544,"Doane College","NE","III",32600,39200,43600
2548,"Hastings College","NE","III",30500,35900,42600
2551,"Univ. of Nebraska at Kearney","NE","II",36500,43300,50900
2553,"Midland Lutheran College","NE","III",27800,NA,37200
2554,"Univ.of Nebraska at Omaha","NE","II",41700,44600,52800
2555,"Nebraska Wesleyan University","NE","III",32700,38100,45400
2559,"Peru State College","NE","III",30800,40200,48300
2563,"Union College","NE","III",27200,29300,29000
2565,"Univ.of Nebraska-Lincoln","NE","I",41000,47700,66100
2566,"Wayne State College","NE","II",32400,41100,48100
2568,"University of Nevada - Reno","NV","I",39000,48000,64700
2569,"Univ. of Nevada-Las Vegas","NV","II",39200,47600,59600
2572,"Colby-Sawyer College","NH","III",27700,38000,39700
2573,"Dartmouth College","NH","I",42900,53600,78500
2575,"Franklin Pierce College","NH","III",32300,38200,47000
2579,"New England College","NH","III",25100,32900,42300
2580,"New Hampshire College","NH","II",35600,42500,56700
2584,"Notre Dame College","NH","III",26100,29900,33500
2586,"Rivier College","NH","II",33100,36300,44900
2587,"Saint Anselm College","NH","III",33800,40300,51200
2589,"University of New Hampshire","NH","I",37500,45400,58700
2590,"Keene State College","NH","III",33700,41700,49400
2591,"Plymouth State College","NH","III",35400,40500,51800
2597,"Bloomfield College","NJ","III",35400,43400,47600
2599,"Centenary College","NJ","III",25200,30500,NA
2600,"College of Saint Elizabeth","NJ","III",32200,38800,42600
2603,"Drew University","NJ","II",38600,46300,60300
2608,"Georgian Court College","NJ","III",37300,42500,49000
2610,"Felician College","NJ","III",31100,35100,NA
2613,"Jersey City State College","NJ","III",40500,52500,64900
2616,"Monmouth College","NJ","II",40800,50900,61600
2617,"Montclair State College","NJ","II",41700,52100,64700
2621,"New Jersey Inst. of Tech.","NJ","II",50100,60600,77100
2622,"Kean College of New Jersey","NJ","II",42300,51600,64000
2625,"William Paterson College","NJ","III",40900,51900,65300
2627,"Princeton University","NJ","I",43700,56400,96300
2628,"Rider College","NJ","II",51100,55200,63600
2631,"Rutgers State Univ.-Newark","NJ","II",52600,64000,89300
2632,"Seton Hall University","NJ","II",41400,55700,73600
2638,"Saint Peter's College","NJ","III",31700,39100,47700
2639,"Stevens Institute of Tech.","NJ","II",41500,49400,64700
2642,"Trenton State College","NJ","III",42200,52400,64400
2651,"Eastern New Mexico Univ.","NM","II",32100,37700,49700
2653,"New Mexico Highlands Univ.","NM","II",30500,36200,43500
2654,"New Mexico Inst. Min.&Tech.","NM","I",40500,42100,53800
2657,"New Mexico St. Univ- Main","NM","I",36000,43300,52400
2667,"Dowling College","NY","III",48400,59600,66100
2668,"Alfred University","NY","II",36700,42700,52000
2671,"Bard College","NY","III",36500,46000,65700
2681,"Canisius College","NY","II",37000,48000,54200
2685,"Cazenovia College","NY","III",29500,35400,44300
2699,"Clarkson University","NY","I",47500,51500,70300
2701,"Colgate University","NY","III",40600,50500,66900
2703,"College of Mount St. Vincent","NY","III",33600,38800,NA
2704,"College of New Rochelle","NY","II",39100,44900,53900
2705,"College of Saint Rose","NY","II",32900,40800,45600
2707,"Columbia University","NY","I",45200,55400,88200
2708,"Barnard College","NY","III",39500,51600,73300
2709,"Concordia College","NY","III",27500,28900,35200
2710,"Cooper Union for Adv.Sci&Art","NY","III",43300,51400,68400
2711,"Cornell Univ.-Endowed Colls.","NY","I",48200,56200,78700
2711,"Cornell Univ.-Statutory Clls","NY","I",43100,51100,65100
2712,"D'Youville College","NY","III",32700,38500,40400
2713,"Dominican College","NY","III",35400,40000,NA
2718,"Elmira College","NY","III",30600,34200,49700
2722,"Fordham University","NY","I",44400,57300,74400
2728,"Hamilton College","NY","III",37700,47800,63100
2729,"Hartwick College","NY","III",34000,42300,50500
2731,"Hobart-William Smith Colls.","NY","III",35200,46200,60500
2732,"Hofstra University","NY","I",47000,55000,75700
2734,"Houghton College","NY","III",26500,32300,37000
2735,"Hilbert College","NY","III",26100,NA,31800
2737,"Iona College","NY","II",39300,46200,59400
2739,"Ithaca College","NY","III",36600,48400,60600
2744,"Keuka College","NY","III",28300,34600,40300
2748,"Le Moyne College","NY","III",36500,45500,54200
2758,"Manhattan College","NY","II",38800,50000,59500
2765,"Marist College","NY","III",37300,48500,58000
2768,"Marymount Coll. Tarrytown","NY","III",29700,34900,42600
2769,"Marymount Manhattan College","NY","III",33200,40700,NA
2772,"Mercy College","NY","III",34100,39900,52400
2775,"Molloy College","NY","III",35300,43500,54100
2777,"Medaille College","NY","III",27600,37100,43500
2778,"Mount Saint Mary College","NY","III",34900,40700,51400
2779,"Nazareth Coll. of Rochester","NY","III",34300,42800,51300
2785,"New York University","NY","I",50700,59100,88700
2788,"Niagara University","NY","II",37600,43000,50300
2791,"Pace University","NY","II",43600,51300,68500
2803,"Rensselaer Polytechnic Inst.","NY","I",47500,54800,75000
2806,"Rochester Institute of Tech.","NY","II",41700,47600,56800
2810,"Russell Sage College","NY","II",35100,40900,48700
2813,"Sarah Lawrence College","NY","III",39800,47800,62300
2814,"Skidmore College","NY","III",39700,49200,64200
2816,"Siena College","NY","III",35700,42900,51500
2817,"St.Bonaventure University","NY","II",37700,39800,49200
2820,"St. Francis College","NY","III",35000,46600,54300
2821,"St. John Fisher College","NY","III",37600,42700,51300
2825,"Saint Joseph's College","NY","III",34900,39800,49500
2829,"St. Lawrence University","NY","III",36600,47300,62700
2832,"St. Thomas Aquinas College","NY","III",37400,40800,51000
2835,"SUNY at Albany","NY","I",40700,52600,73200
2836,"SUNY at Binghamton","NY","I",40700,51100,70500
2838,"SUNY at Stony Brook","NY","I",41400,53400,75500
2841,"SUNY College at Brockport","NY","II",39700,50100,60300
2842,"SUNY College at Buffalo","NY","II",35900,43300,53600
2843,"SUNY College at Cortland","NY","II",34100,41100,53000
2844,"SUNY College at Fredonia","NY","II",35000,43800,56200
2845,"SUNY College at Geneseo","NY","II",34800,41100,54100
2846,"SUNY College at New Paltz","NY","II",37300,45800,58400
2847,"SUNY College at Oneonta","NY","II",36200,42800,53900
2848,"SUNY College at Oswego","NY","II",33900,42700,53700
2849,"SUNY College at Plattsburgh","NY","II",34300,43500,53800
2850,"SUNY College at Potsdam","NY","II",33700,41300,53100
2882,"Syracuse University","NY","I",39400,47500,64800
2883,"Syracuse Univ.-Utica College","NY","III",33900,39400,48700
2889,"Union College","NY","II",39900,50800,63800
2894,"University of Rochester","NY","I",43400,52000,74700
2895,"Vassar College","NY","III",40800,51700,67400
2899,"Wagner College","NY","III",32600,36600,45700
2901,"Wells College","NY","III",31800,37300,46400
2905,"North Carolina A&T St. Univ.","NC","II",40900,44800,52400
2906,"Appalachian State University","NC","II",36600,41300,49100
2907,"Univ. of N.C. at Asheville","NC","III",35000,43600,53300
2908,"Barton College","NC","III",29900,31200,34800
2909,"Barber-Scotia College","NC","III",28700,31200,35200
2910,"Belmont Abbey College","NC","III",28100,31600,34800
2911,"Bennett College","NC","III",30000,37700,35100
2914,"Catawba College","NC","III",28800,32600,39500
2918,"Davidson College","NC","III",35600,46000,62600
2920,"Duke University","NC","I",45900,58400,85400
2923,"East Carolina University","NC","II",37700,43000,55400
2926,"Elizabeth City State Univ.","NC","III",33800,41500,47200
2927,"Elon College","NC","III",33100,38800,45900
2928,"Fayetteville State Univ.","NC","II",37500,43700,52500
2929,"Gardner-Webb University","NC","III",29400,30500,34800
2930,"Greensboro College","NC","III",30900,33100,37700
2931,"Guilford College","NC","III",33800,41400,49200
2933,"High Point University","NC","III",33000,39700,47500
2936,"Johnson C. Smith University","NC","III",30300,35700,40800
2941,"Lenoir-Rhyne College","NC","III",29500,32300,37700
2942,"Livingstone College","NC","III",26300,25700,NA
2944,"Mars Hill College","NC","III",25900,30800,35600
2945,"Meredith College","NC","III",32800,37300,44000
2946,"Methodist College","NC","III",29500,30900,34800
2948,"Montreat-Anderson College","NC","III",27400,30400,NA
2950,"North Carolina Central Univ.","NC","II",37300,44700,55100
2951,"North Carolina Wesleyan Coll","NC","III",29900,31700,38400
2954,"Pembroke State University","NC","II",34100,40300,53800
2955,"Pfeiffer College","NC","III",26900,32200,39500
2957,"Queens College","NC","III",31900,36000,42700
2960,"Salem College","NC","III",28300,34900,37800
2962,"Shaw University","NC","III",29300,32100,NA
2972,"North Carolina State Univ.","NC","I",41700,47500,66500
2974,"Univ. of N.C. at Chapel Hill","NC","I",41000,51200,70100
2975,"Univ. of N.C. at Charlotte","NC","II",38500,44800,56800
2976,"Univ. of N.C. at Greensboro","NC","I",37700,44300,61000
2978,"Wake Forest University","NC","II",43300,52600,68500
2979,"Warren Wilson College","NC","III",NA,NA,NA
2981,"Western Carolina University","NC","II",36400,43900,51500
2984,"Univ. of N.C. at Wilmington","NC","II",36600,41900,53300
2985,"Wingate College","NC","III",30100,30800,38000
2986,"Winston-Salem State Univ.","NC","III",36500,42100,48000
2989,"Dickinson State University","ND","III",30200,34200,40200
2993,"Mayville State University","ND","III",31300,NA,41500
2994,"Minot State University","ND","II",33100,38300,45700
3005,"Univ. of North Dakota-Main","ND","I",34500,39100,46000
3008,"Valley City State University","ND","III",31300,36800,40300
3011,"Art Academy of Cincinnati","OH","III",NA,28600,NA
3012,"Ashland University","OH","III",32900,41800,48400
3014,"Baldwin-Wallace College","OH","III",36000,43100,53000
3016,"Bluffton College","OH","III",27200,30900,36800
3018,"Bowling Green State Univ.","OH","I",39400,48100,62000
3023,"Capital University","OH","II",33400,40500,56300
3024,"Case Western Reserve Univ.","OH","I",47000,51800,75400
3025,"Cedarville College","OH","III",30000,36400,41900
3032,"Cleveland State University","OH","II",39000,45900,61100
3033,"College of Mount St. Joseph","OH","III",33900,41200,47700
3036,"Franciscan Univ.Steubenville","OH","III",30000,36200,44500
3037,"College of Wooster","OH","III",34600,41100,56100
3038,"Mount Union College","OH","III",32500,39400,47600
3041,"Defiance College The","OH","III",27700,33300,37300
3042,"Denison University","OH","III",34600,41400,55800
3045,"University of Findlay","OH","III",30100,37000,41700
3046,"Franklin University","OH","III",NA,NA,NA
3048,"Heidelberg College","OH","III",29800,33400,39900
3049,"Hiram College","OH","III",30200,36700,46800
3050,"John Carroll University","OH","II",38900,47300,58700
3051,"Kent State Univ.-Kent Campus","OH","I",38900,47300,65400
3065,"Kenyon College","OH","III",38100,43900,60800
3069,"Lourdes College","OH","III",28300,33000,NA
3072,"Malone College","OH","III",30600,35200,41000
3073,"Marietta College","OH","III",29800,36600,44500
3084,"Muskingum College","OH","III",29000,36500,44600
3085,"Notre Dame College of Ohio","OH","III",26900,29400,NA
3086,"Oberlin College","OH","III",38500,45400,58800
3089,"Ohio Northern University","OH","III",37100,43100,51100
3092,"Ohio State Univ.-Lima","OH","III",33500,46000,NA
3093,"Ohio State Univ.-Mansfield","OH","III",35000,39600,NA
3094,"Ohio State Univ.-Marion","OH","III",33700,42400,50800
3095,"Ohio State Univ.-Newark","OH","III",35300,41700,NA
3100,"Ohio University-Athens","OH","I",39300,48600,63200
3109,"Ohio Wesleyan University","OH","III",35400,39500,54100
3110,"Otterbein College","OH","III",32900,37200,45900
3121,"Tiffin University","OH","III",33400,37900,48500
3123,"Univ. of Akron- Main Campus","OH","I",38700,44800,57700
3125,"Univ.of Cinti.-Main Campus","OH","I",39300,48300,66600
3127,"University of Dayton","OH","II",39200,47900,59000
3131,"University of Toledo","OH","I",37900,45700,60800
3133,"Urbana University","OH","III",24100,26600,33500
3134,"Ursuline College","OH","III",29700,35000,41300
3135,"Walsh University","OH","III",27800,34400,40700
3142,"Wilmington College","OH","III",30300,35700,40700
3143,"Wittenberg University","OH","III",34100,41300,54600
3144,"Xavier University","OH","II",37800,47300,57100
3145,"Youngstown State University","OH","II",36200,45000,59100
3150,"Cameron University","OK","III",32900,36000,42600
3151,"Bartlesville Wesleyan Coll.","OK","III",NA,NA,NA
3152,"University of Central Okla.","OK","II",38400,44200,50300
3154,"East Central University","OK","III",35200,40700,45300
3157,"Langston University","OK","III",31300,37500,45900
3161,"Northeastern State Univ.","OK","III",34800,37400,45500
3163,"Northwestern Okla.State Univ","OK","III",32100,39700,43500
3164,"Oklahoma Baptist University","OK","III",28200,33500,37900
3165,"Okla. Christian U. of S&Arts","OK","III",31700,37200,43200
3167,"Univ. of Sci.& Arts of Okla.","OK","III",33600,36900,42700
3170,"Oklahoma State Univ.-Main","OK","I",37300,40900,53200
3174,"Oklahoma Panhandle St.Univ.","OK","III",31100,36000,42700
3175,"Phillips University","OK","III",27300,31500,36500
3179,"Southeastern Okla. St. Univ.","OK","II",34800,40700,46400
3181,"Sthwtrn Okl.St.U.-Weatherfrd","OK","II",38200,42900,46400
3184,"University of Oklahoma","OK","I",36800,44500,60000
3185,"University of Tulsa","OK","II",40400,50000,68600
3191,"Concordia College","OR","III",30700,32900,40100
3193,"Eastern Oregon State College","OR","III",30900,36300,47000
3194,"George Fox College","OR","III",30200,37300,41800
3197,"Lewis & Clark College","OR","II",36200,44200,60100
3198,"Linfield College","OR","III",31900,37700,48100
3208,"Northwest Christian College","OR","III",NA,NA,NA
3209,"Western Oregon State College","OR","II",31500,35400,43900
3210,"Oregon State University","OR","I",40000,47300,59700
3211,"Oregon Institute of Tech.","OR","III",39100,44100,50000
3212,"Pacific University","OR","II",34100,38100,44100
3216,"Portland State University","OR","I",38200,43700,54400
3217,"Reed College","OR","III",37800,44200,59600
3219,"Southern Oregon State Coll.","OR","II",31500,37100,46000
3223,"University of Oregon","OR","I",37500,44600,59700
3224,"University of Portland","OR","II",38700,43700,58700
3225,"Warner Pacific College","OR","III",21600,27900,NA
3227,"Willamette University","OR","III",34500,39000,59600
3229,"Albright College","PA","III",35900,39600,48800
3230,"Allegheny College","PA","III",33200,41400,57600
3233,"Alvernia College","PA","III",29500,31500,40200
3235,"Beaver College","PA","II",35300,40500,49600
3237,"Bryn Mawr College","PA","II",37900,46600,62000
3238,"Bucknell University","PA","II",41500,49700,65800
3241,"Cabrini College","PA","III",35400,NA,47100
3242,"Carnegie-Mellon University","PA","I",49900,56600,82900
3243,"Cedar Crest College","PA","III",31800,39200,47500
3244,"Chatham College","PA","III",32300,39700,49200
3245,"Chestnut Hill College","PA","III",27700,32200,NA
3247,"College Misericordia","PA","III",34600,42500,49300
3252,"Del. Valley Coll/Sci.&Agr.","PA","III",34700,41100,50400
3253,"Dickinson College","PA","III",38000,46800,62200
3256,"Drexel University","PA","I",45900,49600,67400
3258,"Duquesne University","PA","II",39300,46900,60200
3259,"Eastern College","PA","II",32900,34200,44200
3262,"Elizabethtown College","PA","III",37100,45600,55200
3265,"Franklin and Marshall Coll.","PA","III",38700,48100,67500
3266,"Gannon University","PA","II",34100,37700,45300
3267,"Geneva College","PA","III",31200,36600,41600
3268,"Gettysburg College","PA","III",40000,47500,62700
3270,"Gwynedd-Mercy College","PA","III",26900,31600,35600
3274,"Haverford College","PA","III",39200,49800,65300
3275,"Holy Family College","PA","III",33500,39500,48000
3276,"Immaculata College","PA","III",31000,40600,45100
3277,"Indiana University of Penn.","PA","II",42500,54100,67500
3278,"Thomas Jefferson University","PA","II",42800,50500,NA
3279,"Juniata College","PA","III",31600,39100,48800
3282,"King's College","PA","III",35400,42700,49800
3284,"Lafayette College","PA","III",41900,51700,68600
3287,"La Salle University","PA","II",42600,48200,58500
3288,"Lebanon Valley College","PA","III",36200,40100,47200
3289,"Lehigh University","PA","I",44800,54300,75700
3290,"Lincoln University","PA","III",34800,40000,51600
3293,"Lycoming College","PA","III",35200,43600,50200
3296,"Marywood College","PA","II",35600,42900,51400
3297,"Mercyhurst College","PA","III",31200,39000,44400
3298,"Messiah College","PA","III",35100,40000,48100
3301,"Moravian College","PA","III",34300,40600,49000
3303,"Carlow College","PA","III",31400,38300,49700
3304,"Muhlenberg College","PA","III",35900,43200,58900
3313,"Widener University","PA","II",43900,55600,67000
3315,"Bloomsburg Univ. of Penn.","PA","II",42800,53800,66900
3316,"California Univ. of Penn.","PA","II",43600,54100,67400
3317,"Cheyney University of Penn.","PA","II",37900,55400,69200
3320,"East Stroudsburg University","PA","II",41500,53100,67600
3321,"Edinboro University of Penn.","PA","II",42400,54500,67600
3322,"Kutztown Univ. of Penn.","PA","II",41800,54400,66900
3323,"Lock Haven University","PA","III",41700,54400,67600
3324,"Mansfield Univ. of Penn.","PA","III",42800,53200,66500
3325,"Millersville Univ. of Penn.","PA","II",42900,55200,66000
3326,"Shippensburg University","PA","II",42500,54500,67300
3327,"Slippery Rock Univ. of Penn.","PA","II",43100,53200,67500
3328,"West Chester Univ. of Penn.","PA","II",43100,54000,66700
3354,"Phila.Coll.of Textiles&Sci.","PA","III",36200,42500,53800
3357,"Point Park College","PA","III",29000,33100,41100
3359,"Robert Morris College","PA","III",40600,45400,57500
3362,"Seton Hill College","PA","III",32900,38000,48900
3366,"Saint Francis College","PA","III",32300,39200,47200
3367,"St. Joseph's University","PA","II",42700,48400,59400
3368,"Saint Vincent College","PA","III",31700,39900,43600
3369,"Susquehanna University","PA","III",35900,42000,53400
3370,"Swarthmore College","PA","III",41700,51900,70400
3371,"Temple University","PA","I",45400,57900,73600
3376,"Thiel College","PA","III",28700,34200,40800
3378,"University of Pennsylvania","PA","I",53200,62200,88100
3379,"Univ. of Pittsburgh-Main","PA","I",42100,51600,73600
3380,"Univ. of Pittsburgh-Bradford","PA","III",34000,41800,48900
3381,"Univ. of Pittsburgh-Grnsburg","PA","III",31400,40100,47800
3382,"Univ. of Pittsburgh-Johnstwn","PA","III",32200,43000,55400
3384,"University of Scranton","PA","II",43700,47900,56500
3385,"Ursinus College","PA","III",35400,41900,52800
3388,"Villanova University","PA","II",43800,53500,72600
3389,"Washington & Jefferson Coll.","PA","III",37300,48000,54900
3391,"Waynesburg College","PA","III",29700,33200,40700
3392,"Westminster College","PA","III",33700,41000,49700
3394,"Wilkes University","PA","II",33800,43000,49900
3396,"Wilson College","PA","III",26900,31400,32200
3399,"York College of Pennsylvania","PA","III",41400,51200,61500
3401,"Brown University","RI","I",43300,51500,75200
3402,"Bryant College","RI","III",50200,58200,63200
3406,"Providence College","RI","II",41800,52600,63300
3407,"Rhode Island College","RI","II",38100,44200,51800
3409,"Rhode Island School Design","RI","III",35100,42700,55800
3411,"Salve Regina University","RI","II",32700,39700,49500
3414,"University of Rhode Island","RI","I",41600,47300,63000
3419,"Charleston Southern Univ.","SC","III",29900,35600,42900
3420,"Benedict College","SC","III",24100,26000,32000
3422,"Central Wesleyan College","SC","III",21400,24700,29300
3423,"Citadel Military Coll.of SC","SC","II",33200,40500,46900
3425,"Clemson University","SC","I",37500,44100,60200
3427,"Coker College","SC","III",31800,35900,42500
3428,"College of Charleston","SC","II",32000,41000,47500
3430,"Columbia College","SC","III",33000,35500,41500
3431,"Converse College","SC","III",31700,38400,46700
3432,"Erskine College","SC","III",29700,NA,42000
3434,"Furman University","SC","III",34300,41400,55100
3435,"Lander University","SC","III",34300,38100,45300
3436,"Limestone College","SC","III",25000,28200,27700
3439,"Morris College","SC","III",25200,27800,NA
3440,"Newberry College","SC","III",24300,29000,35100
3445,"Presbyterian College","SC","III",31600,37600,50300
3446,"South Carolina State College","SC","III",30700,37900,45800
3448,"Univ. South Carolina-Main","SC","I",38500,43600,58500
3449,"Univ. South Carolina-Aiken","SC","III",31700,39200,46100
3451,"Coastal Carolina University","SC","III",31400,37700,43700
3455,"Voorhees College","SC","III",25400,NA,NA
3456,"Winthrop University","SC","II",32700,37800,46400
3457,"Wofford College","SC","III",36700,41300,53700
3458,"Augustana College","SD","III",32200,38200,43400
3459,"Black Hills State University","SD","III",30300,34100,41000
3461,"Dakota Wesleyan University","SD","III",24600,29000,NA
3463,"Dakota State University","SD","III",34900,35700,46900
3466,"Northern State University","SD","II",29700,33300,41700
3469,"Sioux Falls College","SD","III",28900,30800,37600
3470,"South Dakota Sch.Min.& Tech.","SD","II",36200,41400,47300
3471,"South Dakota State Univ.","SD","II",32600,36800,44000
3478,"Austin Peay State University","TN","II",31400,36200,48200
3479,"Belmont University","TN","II",31500,37200,48400
3480,"Bethel College","TN","III",25500,NA,28700
3481,"Carson-Newman College","TN","III",28600,33400,39300
3482,"Christian Brothers Univ.","TN","III",31200,34700,41400
3484,"Covenant College","GA","III",31200,37100,42900
3486,"David Lipscomb University","TN","III",30800,37400,45300
3487,"East Tennessee State Univ.","TN","II",35800,44900,51900
3490,"Fisk University","TN","III",26900,36900,38300
3492,"Freed-Hardeman University","TN","III",27100,32600,38200
3498,"Lambuth University","TN","III",28300,28800,31600
3500,"Lee College","TN","III",28400,32000,35000
3505,"Maryville College","TN","III",28900,35100,42900
3509,"Memphis State University","TN","I",37600,42500,55800
3510,"Middle Tenn. State Univ.","TN","II",33600,41800,54200
3511,"Milligan College","TN","III",29100,33400,39800
3518,"Southern C.Seventh-Day Advts","TN","III",24900,26100,27000
3519,"Rhodes College","TN","III",35300,44600,57500
3522,"Tennessee State University","TN","II",33000,41800,47700
3523,"Tennessee Technological Univ","TN","II",34600,42400,54700
3527,"Tusculum College","TN","III",29000,32700,35300
3528,"Union University","TN","III",31800,36100,39600
3529,"Univ. of Tenn.at Chattanooga","TN","II",36500,42000,49400
3530,"Univ.of Tennessee-Knoxville","TN","I",40200,45400,60000
3531,"Univ.of Tennessee-Martin","TN","II",33700,40900,47300
3534,"University of the South","TN","III",34700,42700,57800
3535,"Vanderbilt University","TN","I",43200,52200,80700
3537,"Abilene Christian University","TX","II",33900,37500,42400
3541,"Angelo State University","TX","III",36900,42500,48500
3543,"Austin College","TX","III",32000,39400,50800
3564,"East Texas Baptist Univ.","TX","III",32500,31800,37700
3565,"East Texas State University","TX","II",35100,37800,49400
3571,"Hardin-Simmons University","TX","II",29500,31100,37800
3576,"Houston Baptist University","TX","II",31400,36300,40800
3581,"Lamar University-Beaumont","TX","II",33400,38200,48200
3584,"LeTourneau University","TX","III",31900,34300,40400
3592,"Midwestern State University","TX","II",36200,41800,49100
3594,"University of North Texas","TX","I",38200,44300,55100
3598,"Our Lady of the Lake Univ.","TX","II",34600,40500,49900
3599,"Univ. of Texas-Pan Amer.Univ","TX","II",34300,42600,50300
3604,"Rice University","TX","I",48100,54800,80900
3606,"Sam Houston State University","TX","II",34100,40300,49700
3610,"Schreiner College","TX","III",25700,30000,35400
3613,"Southern Methodist Univ.","TX","I",46300,50500,73300
3615,"Southwest Texas State Univ.","TX","II",32800,41000,49500
3620,"Southwestern University","TX","III",37300,47000,62700
3621,"St. Edward's University","TX","III",33100,38500,46900
3623,"St. Mary's University","TX","II",38300,47400,65200
3624,"Stephen F.Austin State Univ.","TX","II",33800,37900,47300
3625,"Sul Ross State University","TX","III",31000,36800,44000
3630,"Prairie View A&M University","TX","II",34700,42100,48500
3631,"Tarleton State University","TX","II",34700,39900,44600
3636,"Texas Christian University","TX","I",42300,47700,65400
3639,"Texas A&M Univ.-Kingsville","TX","II",34800,39300,46700
3641,"Texas Lutheran College","TX","III",31300,37000,45800
3642,"Texas Southern University","TX","I",36600,45500,55100
3644,"Texas Tech University","TX","I",36300,42900,61000
3645,"Texas Wesleyan University","TX","III",29800,53600,45600
3646,"Texas Woman's University","TX","I",34200,40100,49900
3647,"Trinity University","TX","II",38900,47700,69600
3651,"University of Dallas","TX","II",36400,43200,47400
3652,"University of Houston","TX","I",39800,46200,68100
3656,"Univ. of Texas at Arlington","TX","I",39500,43800,58100
3658,"Univ. of Texas at Austin","TX","I",43200,47600,73200
3661,"Univ. of Texas at El Paso","TX","II",36500,41700,52200
3663,"Wayland Baptist Univ.","TX","III",25200,27800,43300
3665,"West Texas A&M University","TX","II",32600,35800,46700
3670,"Brigham Young University","UT","I",43100,50400,66100
3675,"University of Utah","UT","I",38300,43200,61500
3677,"Utah State University","UT","I",36400,40300,51800
3678,"Southern Utah University","UT","III",29000,34900,42100
3680,"Weber State University","UT","III",34100,38800,48300
3681,"Westminster Coll. Slt.Lke.Cy","UT","III",32500,36700,44500
3682,"Bennington College","VT","III",NA,NA,NA
3683,"Castleton State College","VT","III",30200,35500,43200
3687,"Green Mountain College","VT","III",30900,35500,41600
3688,"Johnson State College","VT","III",30300,34900,42300
3689,"Lyndon State College","VT","III",29300,36600,43300
3691,"Middlebury College","VT","III",39800,46900,67800
3692,"Norwich University","VT","II",29700,35600,42300
3694,"Saint Michael's College","VT","III",34400,41400,50100
3695,"Trinity College of Vermont","VT","III",29900,34000,36400
3696,"University of Vermont","VT","I",37000,45000,60600
3702,"Averett College","VA","III",28100,31900,37200
3704,"Bridgewater College","VA","III",33200,39000,45000
3705,"College of William and Mary","VA","I",38200,49900,67900
3706,"Christopher Newport Univ.","VA","III",36300,44200,50900
3708,"Eastern Mennonite Coll.&Sem.","VA","III",28600,33500,38700
3709,"Emory and Henry College","VA","III",29600,35800,44000
3711,"Ferrum College","VA","III",29900,34200,41500
3713,"Hampden-Sydney College","VA","III",33800,39700,52900
3714,"Hampton University","VA","II",32300,37700,49400
3715,"Hollins College","VA","III",30600,39800,49800
3719,"Longwood College","VA","III",33600,42000,48700
3720,"Lynchburg College","VA","II",31700,39200,46500
3721,"James Madison University","VA","II",36600,44700,52100
3723,"Mary Baldwin College","VA","III",31100,37000,45700
3724,"Marymount University","VA","II",36900,41800,52400
3728,"Old Dominion University","VA","I",37000,45100,59500
3732,"Radford University","VA","II",35400,39300,49900
3733,"Randolph-Macon College","VA","III",31300,39500,52200
3734,"Randolph-Macon Woman's Coll.","VA","III",33700,41100,49500
3735,"Virginia Commonwealth Univ.","VA","I",40400,49200,61000
3736,"Roanoke College","VA","III",33800,40800,49400
3737,"Shenandoah University","VA","III",33000,38700,46300
3739,"Saint Paul's College","VA","III",27500,30900,31900
3742,"Sweet Briar College","VA","III",37200,43300,53900
3744,"University of Richmond","VA","II",41800,55000,71100
3746,"Mary Washington College","VA","III",32500,39700,47500
3747,"U. Va. Clinch Valley College","VA","III",31300,35200,44500
3749,"George Mason University","VA","I",44500,52400,75300
3752,"Virginia Intermont College","VA","III",27900,31800,33200
3753,"Virginia Military Institute","VA","III",36400,44600,53200
3754,"Virginia Poly.Inst.&St.Univ.","VA","I",40400,46700,65500
3764,"Virginia State University","VA","II",37500,41600,45300
3765,"Norfolk State University","VA","II",35500,42900,49200
3766,"Virginia Union University","VA","III",26400,35100,40100
3767,"Virginia Wesleyan College","VA","III",35600,43200,52700
3768,"Washington & Lee University","VA","III",39700,48700,68500
3771,"Central Washington Univ.","WA","II",29200,35500,48300
3775,"Eastern Washington Univ.","WA","II",35200,40600,48000
3777,"Heritage College","WA","III",31900,35900,NA
3778,"Gonzaga University","WA","II",34500,42800,61600
3785,"Pacific Lutheran University","WA","II",35100,40900,49400
3788,"Seattle Pacific University","WA","II",33500,38800,45700
3790,"Seattle University","WA","II",40800,47600,56500
3794,"Saint Martin's College","WA","III",30300,34700,37800
