STATION,STATION_NAME,DATE,HPCP
COOP:427064,PROVO BYU UT US,19830218 22:00,0.01
COOP:427064,PROVO BYU UT US,19830218 23:00,0.01
COOP:427064,PROVO BYU UT US,19830219 03:00,0.01
COOP:427064,PROVO BYU UT US,19830219 05:00,0.01
COOP:427064,PROVO BYU UT US,19830219 06:00,0.03
COOP:427064,PROVO BYU UT US,19830226 15:00,0.05
COOP:427064,PROVO BYU UT US,19830226 16:00,0.02
COOP:427064,PROVO BYU UT US,19830226 17:00,0.10
COOP:427064,PROVO BYU UT US,19830226 18:00,0.06
COOP:427064,PROVO BYU UT US,19830226 19:00,999.99
COOP:427064,PROVO BYU UT US,19830226 20:00,0.31
COOP:427064,PROVO BYU UT US,19830227 12:00,0.01
COOP:427064,PROVO BYU UT US,19830227 13:00,0.01
COOP:427064,PROVO BYU UT US,19830227 14:00,0.07
COOP:427064,PROVO BYU UT US,19830227 15:00,0.01
COOP:427064,PROVO BYU UT US,19830227 16:00,0.29
COOP:427064,PROVO BYU UT US,19830227 17:00,0.30
COOP:427064,PROVO BYU UT US,19830227 18:00,0.07
COOP:427064,PROVO BYU UT US,19830227 19:00,0.08
COOP:427064,PROVO BYU UT US,19830227 20:00,0.06
COOP:427064,PROVO BYU UT US,19830227 21:00,0.16
COOP:427064,PROVO BYU UT US,19830227 22:00,0.07
COOP:427064,PROVO BYU UT US,19830227 23:00,0.02
COOP:427064,PROVO BYU UT US,19830228 00:00,0.01
COOP:427064,PROVO BYU UT US,19830228 01:00,0.10
COOP:427064,PROVO BYU UT US,19830228 02:00,0.05
COOP:427064,PROVO BYU UT US,19830228 03:00,0.05
COOP:427064,PROVO BYU UT US,19830228 04:00,0.05
COOP:427064,PROVO BYU UT US,19830228 05:00,0.01
COOP:427064,PROVO BYU UT US,19830228 07:00,0.01
COOP:427064,PROVO BYU UT US,19830228 18:00,0.01
COOP:427064,PROVO BYU UT US,19830228 19:00,0.02
COOP:427064,PROVO BYU UT US,19830228 20:00,0.01
COOP:427064,PROVO BYU UT US,19830228 23:00,0.01
COOP:427064,PROVO BYU UT US,19830301 00:00,0.02
COOP:427064,PROVO BYU UT US,19830301 01:00,0.00
COOP:427064,PROVO BYU UT US,19830401 01:00,0.00
COOP:427064,PROVO BYU UT US,19830402 17:00,0.01
COOP:427064,PROVO BYU UT US,19830402 18:00,0.05
COOP:427064,PROVO BYU UT US,19830403 10:00,0.01
COOP:427064,PROVO BYU UT US,19830403 11:00,0.02
COOP:427064,PROVO BYU UT US,19830403 12:00,0.02
COOP:427064,PROVO BYU UT US,19830411 10:00,0.02
COOP:427064,PROVO BYU UT US,19830411 13:00,0.01
COOP:427064,PROVO BYU UT US,19830411 15:00,0.03
COOP:427064,PROVO BYU UT US,19830412 06:00,0.01
COOP:427064,PROVO BYU UT US,19830412 09:00,0.01
COOP:427064,PROVO BYU UT US,19830412 15:00,0.01
COOP:427064,PROVO BYU UT US,19830418 17:00,0.08
COOP:427064,PROVO BYU UT US,19830418 18:00,0.07
COOP:427064,PROVO BYU UT US,19830418 19:00,0.04
COOP:427064,PROVO BYU UT US,19830418 20:00,0.02
COOP:427064,PROVO BYU UT US,19830420 17:00,0.14
COOP:427064,PROVO BYU UT US,19830420 18:00,0.09
COOP:427064,PROVO BYU UT US,19830420 19:00,0.04
COOP:427064,PROVO BYU UT US,19830420 20:00,0.05
COOP:427064,PROVO BYU UT US,19830421 10:00,0.01
COOP:427064,PROVO BYU UT US,19830421 22:00,0.02
COOP:427064,PROVO BYU UT US,19830421 23:00,0.01
COOP:427064,PROVO BYU UT US,19830422 03:00,0.01
COOP:427064,PROVO BYU UT US,19830424 08:00,999.99
COOP:427064,PROVO BYU UT US,19830425 12:00,0.26
COOP:427064,PROVO BYU UT US,19830425 13:00,0.02
COOP:427064,PROVO BYU UT US,19830425 14:00,0.04
COOP:427064,PROVO BYU UT US,19830425 15:00,0.01
COOP:427064,PROVO BYU UT US,19830427 19:00,0.05
COOP:427064,PROVO BYU UT US,19830427 20:00,0.24
COOP:427064,PROVO BYU UT US,19830428 00:00,0.01
COOP:427064,PROVO BYU UT US,19830428 01:00,0.01
COOP:427064,PROVO BYU UT US,19830428 02:00,0.01
COOP:427064,PROVO BYU UT US,19830429 03:00,0.01
COOP:427064,PROVO BYU UT US,19830429 06:00,0.01
COOP:427064,PROVO BYU UT US,19830429 08:00,0.01
COOP:427064,PROVO BYU UT US,19830429 09:00,0.03
COOP:427064,PROVO BYU UT US,19830429 11:00,0.02
COOP:427064,PROVO BYU UT US,19830429 12:00,0.01
COOP:427064,PROVO BYU UT US,19830429 16:00,0.01
COOP:427064,PROVO BYU UT US,19830430 14:00,0.05
COOP:427064,PROVO BYU UT US,19830430 15:00,0.02
COOP:427064,PROVO BYU UT US,19830430 16:00,0.02
COOP:427064,PROVO BYU UT US,19830430 17:00,0.06
COOP:427064,PROVO BYU UT US,19830430 19:00,0.04
COOP:427064,PROVO BYU UT US,19830430 20:00,0.04
COOP:427064,PROVO BYU UT US,19830430 22:00,0.01
COOP:427064,PROVO BYU UT US,19830430 23:00,0.01
COOP:427064,PROVO BYU UT US,19830501 01:00,0.12
COOP:427064,PROVO BYU UT US,19830501 02:00,0.05
COOP:427064,PROVO BYU UT US,19830501 03:00,0.20
COOP:427064,PROVO BYU UT US,19830501 04:00,0.12
COOP:427064,PROVO BYU UT US,19830501 05:00,0.04
COOP:427064,PROVO BYU UT US,19830501 06:00,0.02
COOP:427064,PROVO BYU UT US,19830501 07:00,0.04
COOP:427064,PROVO BYU UT US,19830501 08:00,0.02
COOP:427064,PROVO BYU UT US,19830501 09:00,0.01
COOP:427064,PROVO BYU UT US,19830501 17:00,0.05
COOP:427064,PROVO BYU UT US,19830501 18:00,0.23
COOP:427064,PROVO BYU UT US,19830501 19:00,0.04
COOP:427064,PROVO BYU UT US,19830501 20:00,0.01
COOP:427064,PROVO BYU UT US,19830502 01:00,0.01
COOP:427064,PROVO BYU UT US,19830502 02:00,0.02
COOP:427064,PROVO BYU UT US,19830502 04:00,0.03
COOP:427064,PROVO BYU UT US,19830503 00:00,0.01
COOP:427064,PROVO BYU UT US,19830503 05:00,0.01
COOP:427064,PROVO BYU UT US,19830503 07:00,0.03
COOP:427064,PROVO BYU UT US,19830503 13:00,0.03
COOP:427064,PROVO BYU UT US,19830504 20:00,0.03
COOP:427064,PROVO BYU UT US,19830504 21:00,0.04
COOP:427064,PROVO BYU UT US,19830504 22:00,0.03
COOP:427064,PROVO BYU UT US,19830505 01:00,0.08
COOP:427064,PROVO BYU UT US,19830506 01:00,0.03
COOP:427064,PROVO BYU UT US,19830506 02:00,0.01
COOP:427064,PROVO BYU UT US,19830506 15:00,0.03
COOP:427064,PROVO BYU UT US,19830511 00:00,999.99
COOP:427064,PROVO BYU UT US,19830511 17:00,0.97
COOP:427064,PROVO BYU UT US,19830511 23:00,0.01
COOP:427064,PROVO BYU UT US,19830512 02:00,0.01
COOP:427064,PROVO BYU UT US,19830512 03:00,0.01
COOP:427064,PROVO BYU UT US,19830515 15:00,999.99
COOP:427064,PROVO BYU UT US,19830516 13:00,0.47
COOP:427064,PROVO BYU UT US,19830516 22:00,0.02
COOP:427064,PROVO BYU UT US,19830516 23:00,0.10
COOP:427064,PROVO BYU UT US,19830517 00:00,0.06
COOP:427064,PROVO BYU UT US,19830517 01:00,0.04
COOP:427064,PROVO BYU UT US,19830517 02:00,0.03
COOP:427064,PROVO BYU UT US,19830517 03:00,0.03
COOP:427064,PROVO BYU UT US,19830518 14:00,0.03
COOP:427064,PROVO BYU UT US,19830518 15:00,0.01
COOP:427064,PROVO BYU UT US,19830518 16:00,0.01
COOP:427064,PROVO BYU UT US,19830518 20:00,999.99
COOP:427064,PROVO BYU UT US,19830519 14:00,0.27
COOP:427064,PROVO BYU UT US,19830521 17:00,0.19
COOP:427064,PROVO BYU UT US,19830531 12:00,999.99
COOP:427064,PROVO BYU UT US,19830531 23:00,0.45
COOP:427064,PROVO BYU UT US,19830601 01:00,999.99
COOP:427064,PROVO BYU UT US,19830601 12:00,0.09
COOP:427064,PROVO BYU UT US,19830601 19:00,0.01
COOP:427064,PROVO BYU UT US,19830601 22:00,0.01
COOP:427064,PROVO BYU UT US,19830602 00:00,0.01
COOP:427064,PROVO BYU UT US,19830602 01:00,0.01
COOP:427064,PROVO BYU UT US,19830602 04:00,0.01
COOP:427064,PROVO BYU UT US,19830602 05:00,0.01
COOP:427064,PROVO BYU UT US,19830604 01:00,0.02
COOP:427064,PROVO BYU UT US,19830604 03:00,0.01
COOP:427064,PROVO BYU UT US,19830604 20:00,0.03
COOP:427064,PROVO BYU UT US,19830604 21:00,0.02
COOP:427064,PROVO BYU UT US,19830604 23:00,0.01
COOP:427064,PROVO BYU UT US,19830611 15:00,0.05
COOP:427064,PROVO BYU UT US,19830611 16:00,0.07
COOP:427064,PROVO BYU UT US,19830611 17:00,0.11
COOP:427064,PROVO BYU UT US,19830611 22:00,0.02
COOP:427064,PROVO BYU UT US,19830612 00:00,0.01
COOP:427064,PROVO BYU UT US,19830612 01:00,0.01
COOP:427064,PROVO BYU UT US,19830701 01:00,0.00
COOP:427064,PROVO BYU UT US,19830705 19:00,0.12
COOP:427064,PROVO BYU UT US,19830707 16:00,0.17
COOP:427064,PROVO BYU UT US,19830707 17:00,0.14
COOP:427064,PROVO BYU UT US,19830708 19:00,0.07
COOP:427064,PROVO BYU UT US,19830709 17:00,0.13
COOP:427064,PROVO BYU UT US,19830709 18:00,0.19
COOP:427064,PROVO BYU UT US,19830715 10:00,0.03
COOP:427064,PROVO BYU UT US,19830715 11:00,0.01
COOP:427064,PROVO BYU UT US,19830715 12:00,0.03
COOP:427064,PROVO BYU UT US,19830721 15:00,0.04
COOP:427064,PROVO BYU UT US,19830721 16:00,0.02
COOP:427064,PROVO BYU UT US,19830722 01:00,0.03
COOP:427064,PROVO BYU UT US,19830722 02:00,0.01
COOP:427064,PROVO BYU UT US,19830722 03:00,0.03
COOP:427064,PROVO BYU UT US,19830722 04:00,0.01
COOP:427064,PROVO BYU UT US,19830723 03:00,0.01
COOP:427064,PROVO BYU UT US,19830723 04:00,0.22
COOP:427064,PROVO BYU UT US,19830723 05:00,0.07
COOP:427064,PROVO BYU UT US,19830725 01:00,0.03
COOP:427064,PROVO BYU UT US,19830725 02:00,0.03
COOP:427064,PROVO BYU UT US,19830725 03:00,0.03
COOP:427064,PROVO BYU UT US,19830725 06:00,0.01
COOP:427064,PROVO BYU UT US,19830725 07:00,0.01
COOP:427064,PROVO BYU UT US,19830725 08:00,0.03
COOP:427064,PROVO BYU UT US,19830725 16:00,0.01
COOP:427064,PROVO BYU UT US,19830727 16:00,0.04
COOP:427064,PROVO BYU UT US,19830731 07:00,0.04
COOP:427064,PROVO BYU UT US,19830731 08:00,0.02
COOP:427064,PROVO BYU UT US,19830731 09:00,0.03
COOP:427064,PROVO BYU UT US,19830731 13:00,0.17
COOP:427064,PROVO BYU UT US,19830731 14:00,0.20
COOP:427064,PROVO BYU UT US,19830731 21:00,0.01
COOP:427064,PROVO BYU UT US,19830731 22:00,0.01
COOP:427064,PROVO BYU UT US,19830801 01:00,0.00
COOP:427064,PROVO BYU UT US,19830802 21:00,0.05
COOP:427064,PROVO BYU UT US,19830809 01:00,0.31
COOP:427064,PROVO BYU UT US,19830809 02:00,0.08
COOP:427064,PROVO BYU UT US,19830810 23:00,0.06
COOP:427064,PROVO BYU UT US,19830811 00:00,0.31
COOP:427064,PROVO BYU UT US,19830812 00:00,0.02
COOP:427064,PROVO BYU UT US,19830812 03:00,0.09
COOP:427064,PROVO BYU UT US,19830812 04:00,0.01
COOP:427064,PROVO BYU UT US,19830812 05:00,0.02
COOP:427064,PROVO BYU UT US,19830812 06:00,0.01
COOP:427064,PROVO BYU UT US,19830814 17:00,0.03
COOP:427064,PROVO BYU UT US,19830814 18:00,0.03
COOP:427064,PROVO BYU UT US,19830815 17:00,0.11
COOP:427064,PROVO BYU UT US,19830815 22:00,0.23
COOP:427064,PROVO BYU UT US,19830816 17:00,0.83
COOP:427064,PROVO BYU UT US,19830816 18:00,0.08
COOP:427064,PROVO BYU UT US,19830816 19:00,0.13
COOP:427064,PROVO BYU UT US,19830817 07:00,0.03
COOP:427064,PROVO BYU UT US,19830817 18:00,0.04
COOP:427064,PROVO BYU UT US,19830817 19:00,0.01
COOP:427064,PROVO BYU UT US,19830817 20:00,0.07
COOP:427064,PROVO BYU UT US,19830817 21:00,0.02
COOP:427064,PROVO BYU UT US,19830817 22:00,0.37
COOP:427064,PROVO BYU UT US,19830817 23:00,0.02
COOP:427064,PROVO BYU UT US,19830818 09:00,0.02
COOP:427064,PROVO BYU UT US,19830818 10:00,0.03
COOP:427064,PROVO BYU UT US,19830818 11:00,0.01
COOP:427064,PROVO BYU UT US,19830818 17:00,0.06
COOP:427064,PROVO BYU UT US,19830818 18:00,0.05
COOP:427064,PROVO BYU UT US,19830818 19:00,0.03
COOP:427064,PROVO BYU UT US,19830818 20:00,0.02
COOP:427064,PROVO BYU UT US,19830819 17:00,0.09
COOP:427064,PROVO BYU UT US,19830819 18:00,0.03
COOP:427064,PROVO BYU UT US,19830821 17:00,0.12
COOP:427064,PROVO BYU UT US,19830821 18:00,0.02
COOP:427064,PROVO BYU UT US,19830821 19:00,0.01
COOP:427064,PROVO BYU UT US,19830822 07:00,0.03
COOP:427064,PROVO BYU UT US,19830822 18:00,0.12
COOP:427064,PROVO BYU UT US,19830822 20:00,0.02
COOP:427064,PROVO BYU UT US,19830822 21:00,0.51
COOP:427064,PROVO BYU UT US,19830828 16:00,0.06
COOP:427064,PROVO BYU UT US,19830828 17:00,0.01
COOP:427064,PROVO BYU UT US,19830828 18:00,0.02
COOP:427064,PROVO BYU UT US,19830901 01:00,0.00
COOP:427064,PROVO BYU UT US,19830902 00:00,0.01
COOP:427064,PROVO BYU UT US,19830902 01:00,0.01
COOP:427064,PROVO BYU UT US,19830902 10:00,0.07
COOP:427064,PROVO BYU UT US,19830902 11:00,0.01
COOP:427064,PROVO BYU UT US,19830902 13:00,0.01
COOP:427064,PROVO BYU UT US,19830903 17:00,0.64
COOP:427064,PROVO BYU UT US,19830903 18:00,0.07
COOP:427064,PROVO BYU UT US,19830903 19:00,0.14
COOP:427064,PROVO BYU UT US,19830903 20:00,0.12
COOP:427064,PROVO BYU UT US,19830903 21:00,0.12
COOP:427064,PROVO BYU UT US,19830903 22:00,0.02
COOP:427064,PROVO BYU UT US,19830904 00:00,0.01
COOP:427064,PROVO BYU UT US,19830904 02:00,0.01
COOP:427064,PROVO BYU UT US,19830907 15:00,0.02
COOP:427064,PROVO BYU UT US,19830907 18:00,0.01
COOP:427064,PROVO BYU UT US,19830907 20:00,0.02
COOP:427064,PROVO BYU UT US,19830907 21:00,0.04
COOP:427064,PROVO BYU UT US,19830913 18:00,999.99
COOP:427064,PROVO BYU UT US,19830914 17:00,0.02
COOP:427064,PROVO BYU UT US,19830923 00:00,0.05
COOP:427064,PROVO BYU UT US,19830923 01:00,0.01
COOP:427064,PROVO BYU UT US,19830923 03:00,0.01
COOP:427064,PROVO BYU UT US,19830923 06:00,0.01
COOP:427064,PROVO BYU UT US,19830923 11:00,0.01
COOP:427064,PROVO BYU UT US,19830923 12:00,0.02
COOP:427064,PROVO BYU UT US,19830923 23:00,0.02
COOP:427064,PROVO BYU UT US,19830924 00:00,0.01
COOP:427064,PROVO BYU UT US,19830924 01:00,0.03
COOP:427064,PROVO BYU UT US,19830924 02:00,0.01
COOP:427064,PROVO BYU UT US,19830924 06:00,0.01
COOP:427064,PROVO BYU UT US,19830924 07:00,0.04
COOP:427064,PROVO BYU UT US,19830924 10:00,0.01
COOP:427064,PROVO BYU UT US,19830924 11:00,0.01
COOP:427064,PROVO BYU UT US,19830926 17:00,0.02
COOP:427064,PROVO BYU UT US,19830926 18:00,0.10
COOP:427064,PROVO BYU UT US,19830926 19:00,0.03
COOP:427064,PROVO BYU UT US,19830926 20:00,0.02
COOP:427064,PROVO BYU UT US,19830926 21:00,0.03
COOP:427064,PROVO BYU UT US,19830926 23:00,0.03
COOP:427064,PROVO BYU UT US,19830927 01:00,0.01
COOP:427064,PROVO BYU UT US,19830927 02:00,0.01
COOP:427064,PROVO BYU UT US,19830927 03:00,0.01
COOP:427064,PROVO BYU UT US,19830927 06:00,0.04
COOP:427064,PROVO BYU UT US,19830929 05:00,0.13
COOP:427064,PROVO BYU UT US,19830929 06:00,0.04
COOP:427064,PROVO BYU UT US,19830929 07:00,0.01
COOP:427064,PROVO BYU UT US,19830929 14:00,0.02
COOP:427064,PROVO BYU UT US,19830929 17:00,0.04
COOP:427064,PROVO BYU UT US,19830930 02:00,0.03
COOP:427064,PROVO BYU UT US,19830930 03:00,0.15
COOP:427064,PROVO BYU UT US,19830930 05:00,0.03
COOP:427064,PROVO BYU UT US,19830930 07:00,0.07
COOP:427064,PROVO BYU UT US,19830930 08:00,0.01
COOP:427064,PROVO BYU UT US,19830930 09:00,0.01
COOP:427064,PROVO BYU UT US,19831001 01:00,0.00
COOP:427064,PROVO BYU UT US,19831001 12:00,0.02
COOP:427064,PROVO BYU UT US,19831001 13:00,0.02
COOP:427064,PROVO BYU UT US,19831001 14:00,0.01
COOP:427064,PROVO BYU UT US,19831001 16:00,0.01
COOP:427064,PROVO BYU UT US,19831002 15:00,0.04
COOP:427064,PROVO BYU UT US,19831002 17:00,0.08
COOP:427064,PROVO BYU UT US,19831002 19:00,0.09
COOP:427064,PROVO BYU UT US,19831002 23:00,0.01
COOP:427064,PROVO BYU UT US,19831003 01:00,0.05
COOP:427064,PROVO BYU UT US,19831003 02:00,0.03
COOP:427064,PROVO BYU UT US,19831003 03:00,0.05
COOP:427064,PROVO BYU UT US,19831003 04:00,0.01
COOP:427064,PROVO BYU UT US,19831003 06:00,0.03
COOP:427064,PROVO BYU UT US,19831010 05:00,0.07
COOP:427064,PROVO BYU UT US,19831010 06:00,0.03
COOP:427064,PROVO BYU UT US,19831010 07:00,0.09
COOP:427064,PROVO BYU UT US,19831010 17:00,0.03
COOP:427064,PROVO BYU UT US,19831010 20:00,0.01
COOP:427064,PROVO BYU UT US,19831011 00:00,0.01
COOP:427064,PROVO BYU UT US,19831011 03:00,0.01
COOP:427064,PROVO BYU UT US,19831011 04:00,0.03
COOP:427064,PROVO BYU UT US,19831011 05:00,0.01
COOP:427064,PROVO BYU UT US,19831011 07:00,0.03
COOP:427064,PROVO BYU UT US,19831013 19:00,0.07
COOP:427064,PROVO BYU UT US,19831013 20:00,0.02
COOP:427064,PROVO BYU UT US,19831013 23:00,0.01
COOP:427064,PROVO BYU UT US,19831014 00:00,0.06
COOP:427064,PROVO BYU UT US,19831014 01:00,0.02
COOP:427064,PROVO BYU UT US,19831014 02:00,0.01
COOP:427064,PROVO BYU UT US,19831014 03:00,0.01
COOP:427064,PROVO BYU UT US,19831014 04:00,0.01
COOP:427064,PROVO BYU UT US,19831014 05:00,0.12
COOP:427064,PROVO BYU UT US,19831014 07:00,0.02
COOP:427064,PROVO BYU UT US,19831014 13:00,0.01
COOP:427064,PROVO BYU UT US,19831014 14:00,0.02
COOP:427064,PROVO BYU UT US,19831014 15:00,0.05
COOP:427064,PROVO BYU UT US,19831014 16:00,0.05
COOP:427064,PROVO BYU UT US,19831023 23:00,0.02
COOP:427064,PROVO BYU UT US,19831024 00:00,0.09
COOP:427064,PROVO BYU UT US,19831024 01:00,0.04
COOP:427064,PROVO BYU UT US,19831024 02:00,0.03
COOP:427064,PROVO BYU UT US,19831024 04:00,0.01
COOP:427064,PROVO BYU UT US,19831024 05:00,0.01
COOP:427064,PROVO BYU UT US,19831024 07:00,0.01
COOP:427064,PROVO BYU UT US,19831024 08:00,0.03
COOP:427064,PROVO BYU UT US,19831101 01:00,0.00
COOP:427064,PROVO BYU UT US,19831102 09:00,0.07
COOP:427064,PROVO BYU UT US,19831102 10:00,0.01
COOP:427064,PROVO BYU UT US,19831107 14:00,0.01
COOP:427064,PROVO BYU UT US,19831107 15:00,0.02
COOP:427064,PROVO BYU UT US,19831107 16:00,0.09
COOP:427064,PROVO BYU UT US,19831107 17:00,0.06
COOP:427064,PROVO BYU UT US,19831107 19:00,0.06
COOP:427064,PROVO BYU UT US,19831107 20:00,0.07
COOP:427064,PROVO BYU UT US,19831107 21:00,0.10
COOP:427064,PROVO BYU UT US,19831107 22:00,0.10
COOP:427064,PROVO BYU UT US,19831107 23:00,0.03
COOP:427064,PROVO BYU UT US,19831108 00:00,0.01
COOP:427064,PROVO BYU UT US,19831108 01:00,0.01
COOP:427064,PROVO BYU UT US,19831108 02:00,0.02
COOP:427064,PROVO BYU UT US,19831111 11:00,0.01
COOP:427064,PROVO BYU UT US,19831111 14:00,0.01
COOP:427064,PROVO BYU UT US,19831111 16:00,0.01
COOP:427064,PROVO BYU UT US,19831111 19:00,0.02
COOP:427064,PROVO BYU UT US,19831112 01:00,0.01
COOP:427064,PROVO BYU UT US,19831112 02:00,0.01
COOP:427064,PROVO BYU UT US,19831112 03:00,0.01
COOP:427064,PROVO BYU UT US,19831113 01:00,0.01
COOP:427064,PROVO BYU UT US,19831113 04:00,0.01
COOP:427064,PROVO BYU UT US,19831113 06:00,0.01
COOP:427064,PROVO BYU UT US,19831113 07:00,0.01
COOP:427064,PROVO BYU UT US,19831113 19:00,0.07
COOP:427064,PROVO BYU UT US,19831113 20:00,0.04
COOP:427064,PROVO BYU UT US,19831113 21:00,0.10
COOP:427064,PROVO BYU UT US,19831113 22:00,0.04
COOP:427064,PROVO BYU UT US,19831113 23:00,0.04
COOP:427064,PROVO BYU UT US,19831117 17:00,0.04
COOP:427064,PROVO BYU UT US,19831117 18:00,0.04
COOP:427064,PROVO BYU UT US,19831117 19:00,0.07
COOP:427064,PROVO BYU UT US,19831117 20:00,0.03
COOP:427064,PROVO BYU UT US,19831117 21:00,0.01
COOP:427064,PROVO BYU UT US,19831119 07:00,0.04
COOP:427064,PROVO BYU UT US,19831119 19:00,0.01
COOP:427064,PROVO BYU UT US,19831119 20:00,0.01
COOP:427064,PROVO BYU UT US,19831119 21:00,0.04
COOP:427064,PROVO BYU UT US,19831119 22:00,0.08
COOP:427064,PROVO BYU UT US,19831119 23:00,0.11
COOP:427064,PROVO BYU UT US,19831120 00:00,0.16
COOP:427064,PROVO BYU UT US,19831120 01:00,0.09
COOP:427064,PROVO BYU UT US,19831120 03:00,0.04
COOP:427064,PROVO BYU UT US,19831120 06:00,0.02
COOP:427064,PROVO BYU UT US,19831120 07:00,0.03
COOP:427064,PROVO BYU UT US,19831120 08:00,0.01
COOP:427064,PROVO BYU UT US,19831120 09:00,0.03
COOP:427064,PROVO BYU UT US,19831120 10:00,0.01
COOP:427064,PROVO BYU UT US,19831120 11:00,0.05
COOP:427064,PROVO BYU UT US,19831120 12:00,0.06
COOP:427064,PROVO BYU UT US,19831120 13:00,0.01
COOP:427064,PROVO BYU UT US,19831120 14:00,0.04
COOP:427064,PROVO BYU UT US,19831120 15:00,0.08
COOP:427064,PROVO BYU UT US,19831120 16:00,0.08
COOP:427064,PROVO BYU UT US,19831120 17:00,0.07
COOP:427064,PROVO BYU UT US,19831120 18:00,0.02
COOP:427064,PROVO BYU UT US,19831120 20:00,0.02
COOP:427064,PROVO BYU UT US,19831120 22:00,0.03
COOP:427064,PROVO BYU UT US,19831120 23:00,0.01
COOP:427064,PROVO BYU UT US,19831121 00:00,0.01
COOP:427064,PROVO BYU UT US,19831121 01:00,0.01
COOP:427064,PROVO BYU UT US,19831121 02:00,0.01
COOP:427064,PROVO BYU UT US,19831121 03:00,0.01
COOP:427064,PROVO BYU UT US,19831121 07:00,0.03
COOP:427064,PROVO BYU UT US,19831121 08:00,0.01
COOP:427064,PROVO BYU UT US,19831121 09:00,0.01
COOP:427064,PROVO BYU UT US,19831121 10:00,0.02
COOP:427064,PROVO BYU UT US,19831121 11:00,0.05
COOP:427064,PROVO BYU UT US,19831121 12:00,0.04
COOP:427064,PROVO BYU UT US,19831121 13:00,0.02
COOP:427064,PROVO BYU UT US,19831121 14:00,0.05
COOP:427064,PROVO BYU UT US,19831121 15:00,0.04
COOP:427064,PROVO BYU UT US,19831121 17:00,0.05
COOP:427064,PROVO BYU UT US,19831121 19:00,0.01
COOP:427064,PROVO BYU UT US,19831123 00:00,0.01
COOP:427064,PROVO BYU UT US,19831123 03:00,0.01
COOP:427064,PROVO BYU UT US,19831124 11:00,0.02
COOP:427064,PROVO BYU UT US,19831124 17:00,0.01
COOP:427064,PROVO BYU UT US,19831124 23:00,0.03
COOP:427064,PROVO BYU UT US,19831125 00:00,0.03
COOP:427064,PROVO BYU UT US,19831125 01:00,0.07
COOP:427064,PROVO BYU UT US,19831125 02:00,0.09
COOP:427064,PROVO BYU UT US,19831125 03:00,0.18
COOP:427064,PROVO BYU UT US,19831125 04:00,0.08
COOP:427064,PROVO BYU UT US,19831125 05:00,0.10
COOP:427064,PROVO BYU UT US,19831125 06:00,0.04
COOP:427064,PROVO BYU UT US,19831125 07:00,999.99
COOP:427064,PROVO BYU UT US,19831125 14:00,0.32
COOP:427064,PROVO BYU UT US,19831128 06:00,999.99
COOP:427064,PROVO BYU UT US,19831128 11:00,0.08
COOP:427064,PROVO BYU UT US,19831128 12:00,999.99
COOP:427064,PROVO BYU UT US,19831129 17:00,0.16
COOP:427064,PROVO BYU UT US,19831201 01:00,0.00
COOP:427064,PROVO BYU UT US,19831201 12:00,0.01
COOP:427064,PROVO BYU UT US,19831201 13:00,0.08
COOP:427064,PROVO BYU UT US,19831201 14:00,0.04
COOP:427064,PROVO BYU UT US,19831201 15:00,0.05
COOP:427064,PROVO BYU UT US,19831201 16:00,0.02
COOP:427064,PROVO BYU UT US,19831201 17:00,0.03
COOP:427064,PROVO BYU UT US,19831201 18:00,0.02
COOP:427064,PROVO BYU UT US,19831201 19:00,0.05
COOP:427064,PROVO BYU UT US,19831201 20:00,0.01
COOP:427064,PROVO BYU UT US,19831201 21:00,0.02
COOP:427064,PROVO BYU UT US,19831201 22:00,0.01
COOP:427064,PROVO BYU UT US,19831201 23:00,0.01
COOP:427064,PROVO BYU UT US,19831202 01:00,0.01
COOP:427064,PROVO BYU UT US,19831202 03:00,0.01
COOP:427064,PROVO BYU UT US,19831202 04:00,0.01
COOP:427064,PROVO BYU UT US,19831202 07:00,0.04
COOP:427064,PROVO BYU UT US,19831202 08:00,0.05
COOP:427064,PROVO BYU UT US,19831202 09:00,0.03
COOP:427064,PROVO BYU UT US,19831202 10:00,0.01
COOP:427064,PROVO BYU UT US,19831203 00:00,0.01
COOP:427064,PROVO BYU UT US,19831203 03:00,0.01
COOP:427064,PROVO BYU UT US,19831203 09:00,0.01
COOP:427064,PROVO BYU UT US,19831203 11:00,0.01
COOP:427064,PROVO BYU UT US,19831203 13:00,0.01
COOP:427064,PROVO BYU UT US,19831203 14:00,0.01
COOP:427064,PROVO BYU UT US,19831203 17:00,999.99
COOP:427064,PROVO BYU UT US,19831204 08:00,0.30
COOP:427064,PROVO BYU UT US,19831204 23:00,0.01
COOP:427064,PROVO BYU UT US,19831207 07:00,0.03
COOP:427064,PROVO BYU UT US,19831210 05:00,0.03
COOP:427064,PROVO BYU UT US,19831210 07:00,0.01
COOP:427064,PROVO BYU UT US,19831210 13:00,0.01
COOP:427064,PROVO BYU UT US,19831210 14:00,0.02
COOP:427064,PROVO BYU UT US,19831212 10:00,0.01
COOP:427064,PROVO BYU UT US,19831212 11:00,0.03
COOP:427064,PROVO BYU UT US,19831212 12:00,0.02
COOP:427064,PROVO BYU UT US,19831212 13:00,0.01
COOP:427064,PROVO BYU UT US,19831212 14:00,0.01
COOP:427064,PROVO BYU UT US,19831212 15:00,0.02
