site_code year month day hour minute second value value_std_dev nvalue latitude longitude altitude elevation intake_height qcflag
MLO 1980 2 20 0 0 0 338.33 0.08 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 21 0 0 0 338.38 0.16 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 22 0 0 0 337.88 0.1 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 23 0 0 0 337.97 0.07 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 24 0 0 0 338.01 0.13 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 25 0 0 0 338.32 0.07 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 26 0 0 0 339.66 0.14 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 27 0 0 0 338.84 0.06 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 28 0 0 0 338.5 0.16 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 2 29 0 0 0 338.81 0.18 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 1 0 0 0 340.26 0.13 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 2 0 0 0 340.25 0.15 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 3 4 0 0 0 339.02 0.12 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 3 6 0 0 0 339.73 0.08 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 3 8 0 0 0 339.02 0.12 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 9 0 0 0 339.33 0.4 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 10 0 0 0 339.23 0.09 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 11 0 0 0 339.87 0.06 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 3 13 0 0 0 340.22 0.07 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 14 0 0 0 340.24 0.16 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 15 0 0 0 340.1 0.11 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 16 0 0 0 339.88 0.16 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 17 0 0 0 339.49 0.18 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 18 0 0 0 339.3 0.12 9 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 19 0 0 0 338.73 0.16 3 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 20 0 0 0 339.43 0.18 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 21 0 0 0 340.21 0.28 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 22 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 3 23 0 0 0 340.43 0.12 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 24 0 0 0 340.91 0.08 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 25 0 0 0 340.58 0.09 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 26 0 0 0 341.19 0.16 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 27 0 0 0 340.63 0.22 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 3 29 0 0 0 341.3 0.2 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 30 0 0 0 341.1 0.11 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 3 31 0 0 0 340.44 0.14 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 1 0 0 0 340.49 0.15 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 2 0 0 0 340.44 0.17 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 4 4 0 0 0 340.71 0.15 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 4 6 0 0 0 340.29 0.26 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 7 0 0 0 341.22 0.47 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 8 0 0 0 340.97 0.33 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 9 0 0 0 340.42 0.08 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 10 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 4 11 0 0 0 340.51 0.2 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 12 0 0 0 341.15 0.32 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 13 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 4 14 0 0 0 340.64 0.33 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 15 0 0 0 341.83 0.1 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 16 0 0 0 340.9 0.11 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 4 18 0 0 0 340.75 0.14 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 19 0 0 0 340.77 0.11 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 20 0 0 0 341.31 0.16 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 21 0 0 0 340.76 0.11 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 22 0 0 0 341.23 0.47 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 23 0 0 0 341.47 0.2 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 24 0 0 0 341.03 0.17 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 25 0 0 0 341.01 0.12 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 26 0 0 0 341.25 0.15 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 27 0 0 0 341.32 0.09 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 28 0 0 0 341.24 0.08 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 29 0 0 0 341.16 0.13 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 4 30 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 5 1 0 0 0 341.33 0.1 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 2 0 0 0 341.42 0.17 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 3 0 0 0 341.65 0.15 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 4 0 0 0 341.73 0.2 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 5 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 5 7 0 0 0 341.96 0.15 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 8 0 0 0 341.41 0.15 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 5 10 0 0 0 340.47 0.09 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 11 0 0 0 340.98 0.08 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 12 0 0 0 341.87 0.24 9 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 13 0 0 0 342.37 0.16 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 14 0 0 0 341.27 0.07 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 15 0 0 0 341.42 0.15 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 16 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 5 17 0 0 0 342.38 0.35 9 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 18 0 0 0 341.64 0.16 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 19 0 0 0 341.76 0.28 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 20 0 0 0 341.5 0.08 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 21 0 0 0 341.91 0.09 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 22 0 0 0 341.26 0.11 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 5 24 0 0 0 340.6 0.19 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 25 0 0 0 340.61 0.12 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 26 0 0 0 340.98 0.32 9 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 27 0 0 0 340.76 0.31 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 5 29 0 0 0 341.95 0.12 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 30 0 0 0 341.96 0.23 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 5 31 0 0 0 341.66 0.15 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 1 0 0 0 341.9 0.13 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 2 0 0 0 341.75 0.11 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 3 0 0 0 341.61 0.15 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 6 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 6 6 0 0 0 341.32 0.19 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 7 0 0 0 341.62 0.17 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 6 9 0 0 0 341.6 0.14 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 10 0 0 0 342.09 0.1 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 11 0 0 0 341.49 0.11 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 12 0 0 0 341.65 0.18 2 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 13 0 0 0 341.49 0.11 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 14 0 0 0 341.33 0.16 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 15 0 0 0 342.34 0.23 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 16 0 0 0 341.98 0.17 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 6 18 0 0 0 341.77 0.2 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 19 0 0 0 341.25 0.45 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 20 0 0 0 340.96 0.14 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 21 0 0 0 340.72 0.08 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 22 0 0 0 340.64 0.13 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 6 24 0 0 0 341.24 0.18 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 25 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 6 26 0 0 0 340.52 0.08 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 27 0 0 0 340.63 0.16 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 6 29 0 0 0 340.05 0.02 3 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 6 30 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 1 0 0 0 340.55 0.09 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 2 0 0 0 340.56 0.22 9 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 3 0 0 0 340.44 0.06 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 10 0 0 0 339.86 0.23 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 11 0 0 0 338.98 0.13 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 13 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 14 0 0 0 340.08 0.26 9 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 15 0 0 0 340.14 0.04 3 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 16 0 0 0 340.06 0.3 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 17 0 0 0 337.69 0.26 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 18 0 0 0 338.73 0.25 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 19 0 0 0 339.16 0.4 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 20 0 0 0 338.99 0.14 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 21 0 0 0 337.59 0.12 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 22 0 0 0 338.82 0.07 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 7 24 0 0 0 339.52 0.08 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 25 0 0 0 339.37 0.12 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 26 0 0 0 338.34 0.19 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 27 0 0 0 339.23 0.07 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 28 0 0 0 339.05 0.08 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 29 0 0 0 338.88 0.08 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 30 0 0 0 338.4 0.15 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 7 31 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 1 0 0 0 338.61 0.12 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 2 0 0 0 338.68 0.19 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 3 0 0 0 337.36 0.18 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 4 0 0 0 336.81 0.12 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 7 0 0 0 336.18 0.19 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 10 0 0 0 338.61 0.08 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 11 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 13 0 0 0 338.36 0.16 3 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 14 0 0 0 337.39 0.22 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 15 0 0 0 337.7 0.1 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 16 0 0 0 338.27 0.19 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 18 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 19 0 0 0 337.97 0.11 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 20 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 21 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 22 0 0 0 338.74 0.1 9 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 23 0 0 0 338.38 0.09 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 24 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 25 0 0 0 337.75 0.23 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 26 0 0 0 338.19 0.14 6 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 8 29 0 0 0 338.09 0.1 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 30 0 0 0 334.79 0.09 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 8 31 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 2 0 0 0 336.38 0.45 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 5 0 0 0 337.15 0.15 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 6 0 0 0 337.17 0.18 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 7 0 0 0 336.22 0.16 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 8 0 0 0 335.62 0.08 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 10 0 0 0 336.86 0.17 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 11 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 12 0 0 0 335.59 0.31 12 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 13 0 0 0 336.93 0.04 3 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 14 0 0 0 337.44 0.07 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 15 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 16 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 17 0 0 0 336.14 0.11 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 18 0 0 0 336.19 0.12 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 19 0 0 0 335.17 0.17 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 20 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 21 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 22 0 0 0 335.18 0.19 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 23 0 0 0 334.68 0.18 3 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 24 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 25 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 26 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 27 0 0 0 336.23 0.17 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 28 0 0 0 336.25 0.14 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 9 29 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 9 30 0 0 0 336.07 0.08 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 10 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 10 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 10 4 0 0 0 335.66 0.15 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 5 0 0 0 335.7 0.1 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 6 0 0 0 336.16 0.06 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 7 0 0 0 335.88 0.1 8 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 8 0 0 0 335.74 0.06 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 9 0 0 0 335.42 0.15 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 10 0 0 0 335.61 0.09 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 11 0 0 0 335.51 0.12 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 12 0 0 0 336.02 0.15 9 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 13 0 0 0 336.43 0.22 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 14 0 0 0 335.88 0.15 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 15 0 0 0 335.98 0.12 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 16 0 0 0 336.16 0.35 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 17 0 0 0 336.36 0.16 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 18 0 0 0 335.94 0.21 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 19 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 10 20 0 0 0 336.22 0.12 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 21 0 0 0 336.35 0.09 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 22 0 0 0 336.49 0.13 5 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 23 0 0 0 337.01 0.43 10 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 24 0 0 0 336.41 0.11 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 25 0 0 0 336.56 0.11 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 26 0 0 0 336.69 0.17 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 10 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 10 29 0 0 0 336.28 0.12 4 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 30 0 0 0 336.53 0.17 13 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 10 31 0 0 0 337.18 0.12 15 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 11 1 0 0 0 336.76 0.1 11 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 11 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1980 11 3 0 0 0 336.88 0.07 7 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 11 4 0 0 0 336.73 0.06 14 19.536 -155.576 3437.0 3397.0 40.0 ...
MLO 1980 11 5 0 0 0 337.35 0.1 9 19.536 -155.576 3437.0 3397.0 40.0 ...
