SampleID	Taxa	Threshold-Status	No_of_Reads	Percentage_Abundance	Avg._Score
EP739912_K10_MV1D	Facklamia_tabacinasalis	BT	18	0.0269070361899637	90.2444444444445
EP739912_K10_MV1D	Streptococcus_anginosus	AT	18	0.0269070361899637	99.4555555555556
EP739912_K10_MV1D	Anaerococcus_lactolyticus_cluster	AT	16	0.0239173655021899	99.05625
EP739912_K10_MV1D	Propionibacterium_avidum_propionicum	AT	16	0.0239173655021899	99.54375
EP739912_K10_MV1D	Peptococcus_niger	AT	15	0.0224225301583031	99.2266666666667
EP739912_K10_MV1D	Enterobacteriaceae_cluster31	AT	15	0.0224225301583031	99.0266666666667
EP739912_K10_MV1D	Propionimicrobium_lymphophilum	BT	15	0.0224225301583031	90.1866666666667
EP739912_K10_MV1D	Lactobacillus_gasseri_cluster	BT	15	0.0224225301583031	91.3866666666667
EP739912_K10_MV1D	Clostridiales_OTU22	BT	14	0.0209276948144162	96.75
EP739912_K10_MV1D	Lactobacillus_iners	AT	13	0.0194328594705293	99.2769230769231
EP739912_K10_MV1D	Bifidobacterium_dentium	AT	13	0.0194328594705293	99.0230769230769
EP739912_K10_MV1D	Atopobium_minutum	AT	11	0.0164431887827556	99.7454545454545
EP739912_K10_MV1D	Anaerococcus_OTU147	BT	11	0.0164431887827556	95.1454545454546
EP739912_K10_MV1D	Peptoniphilus_harei	BT	11	0.0164431887827556	96.6818181818182
EP739912_K10_MV1D	Bacteroides_coagulans	AT	10	0.0149483534388687	99.64
EP739912_K10_MV1D	Actinomyces_neuii	AT	10	0.0149483534388687	99.58
EP739912_K10_MV1D	Atopobium_vaginae	BT	10	0.0149483534388687	91.07
EP739912_K10_MV1D	Prevotella_cluster2	BT	9	0.0134535180949818	86.8111111111111
EP739912_K10_MV1D	Bacteroides_uniformis	BT	9	0.0134535180949818	94.6777777777778
EP739912_K10_MV1D	Corynebacterium_thomssenii_sundsvallense	AT	8	0.011958682751095	99.85
EP739912_K10_MV1D	No_Hit	BT	8	0.011958682751095	0
EP739912_K10_MV1D	Sutterella_sanguinis	BT	7	0.0104638474072081	91.9714285714286
EP739912_K10_MV1D	Streptococcus_cluster29	AT	7	0.0104638474072081	99.4
EP739912_K10_MV1D	Facklamia_miroungae	BT	7	0.0104638474072081	94.9714285714286
EP739912_K10_MV1D	Atopobium_OTU7	BT	6	0.00896901206332123	86.7333333333333
EP739912_K10_MV1D	Anaerococcus_OTU145	BT	6	0.00896901206332123	93.6666666666667
EP739912_K10_MV1D	Clostridium_vincentii	BT	5	0.00747417671943435	82.54
EP739912_K10_MV1D	Dialister_propionicifaciens	BT	5	0.00747417671943435	91.08
EP739912_K10_MV1D	Prevotella_disiens	BT	5	0.00747417671943435	90
EP739912_K10_MV1D	Gardnerella_vaginalis	AT	5	0.00747417671943435	98.3
EP739912_K10_MV1D	Corynebacterium_cluster45	BT	5	0.00747417671943435	95.5
EP739912_K10_MV1D	Porphyromonas_bennonis	BT	5	0.00747417671943435	96.78
EP739912_K10_MV1D	Actinomyces_europaeus	AT	4	0.00597934137554748	98.65
EP739912_K10_MV1D	Arcanobacterium_haemolyticum_phocae	BT	4	0.00597934137554748	94.7
EP739912_K10_MV1D	Anaerococcus_octavius	AT	4	0.00597934137554748	98.65
EP739912_K10_MV1D	Finegoldia_magna	BT	4	0.00597934137554748	93.15
EP739912_K10_MV1D	Peptoniphilus_OTU42	BT	3	0.00448450603166061	94.2333333333333
EP739912_K10_MV1D	Anaerococcus_octavius	BT	3	0.00448450603166061	94.4333333333333
EP739912_K10_MV1D	Dialister_micraerophilus	BT	3	0.00448450603166061	89.2
EP739912_K10_MV1D	Aerococcus_viridans	BT	3	0.00448450603166061	77.2666666666667
EP739912_K10_MV1D	Agromyces_atrinae	BT	3	0.00448450603166061	91.1333333333333
EP739912_K10_MV1D	Clostridium_halophilum	BT	3	0.00448450603166061	85.9333333333333
EP739912_K10_MV1D	Lactobacillus_jensenii	AT	3	0.00448450603166061	98.6666666666667
EP739912_K10_MV1D	Varibaculum_cambriense	BT	3	0.00448450603166061	93.0666666666667
EP739912_K10_MV1D	Alloscardovia_omnicolens	AT	2	0.00298967068777374	99.25
EP739912_K10_MV1D	Bacillus_cereus	AT	2	0.00298967068777374	99.4
EP739912_K10_MV1D	Actinomycetales_OTU158	BT	2	0.00298967068777374	88.85
EP739912_K10_MV1D	"Lachnospiraceae"_BVAB1	AT	2	0.00298967068777374	99.2
EP739912_K10_MV1D	Ureaplasma_cluster23	AT	2	0.00298967068777374	99.2
EP739912_K10_MV1D	Lactobacillus_iners	BT	2	0.00298967068777374	91.1
EP739912_K10_MV1D	Faecalibacterium_prausnitzii	BT	2	0.00298967068777374	85.3
EP739912_K10_MV1D	Atopobium_vaginae	AT	2	0.00298967068777374	99.8
EP739912_K10_MV1D	Megasphaera_micronuciformis	BT	2	0.00298967068777374	92.3
EP739912_K10_MV1D	Corynebacterium_imitans_lipophiloflavum	BT	2	0.00298967068777374	96.1
EP739912_K10_MV1D	Prevotella_OTU48	BT	2	0.00298967068777374	96.6
EP739912_K10_MV1D	Eubacterium_rectale	AT	2	0.00298967068777374	99.7
EP739912_K10_MV1D	Peptoniphilus_indolicus	BT	2	0.00298967068777374	90.7
EP739912_K10_MV1D	Atopobium_parvulum	BT	2	0.00298967068777374	88.65
EP739912_K10_MV1D	Prevotella_OTU54	BT	2	0.00298967068777374	92.8
EP739912_K10_MV1D	Brevibacterium_ravenspurgense	AT	2	0.00298967068777374	99.6
EP739912_K10_MV1D	Aerococcus_christensenii	AT	1	0.00149483534388687	99.2
EP739912_K10_MV1D	Corynebacterium_thomssenii_sundsvallense	BT	1	0.00149483534388687	96.6
EP739912_K10_MV1D	Anaerococcus_OTU5	BT	1	0.00149483534388687	94.8
EP739912_K10_MV1D	Pseudomonas_gessardii	BT	1	0.00149483534388687	94
EP739912_K10_MV1D	"Lachnospiraceae"_Lachnospira_pectinoschiza	BT	1	0.00149483534388687	80.4
EP739912_K10_MV1D	Campylobacter_ureolyticus	BT	1	0.00149483534388687	90.1
EP739912_K10_MV1D	Facklamia_ignava	BT	1	0.00149483534388687	92
EP739912_K10_MV1D	Corynebacterium_glucuronolyticum	AT	1	0.00149483534388687	97.6
EP739912_K10_MV1D	Ruminococcus_gnavus	BT	1	0.00149483534388687	92.1
EP739912_K10_MV1D	Bosea_cluster53	BT	1	0.00149483534388687	92.6
EP739912_K10_MV1D	Mogibacterium_vescum	BT	1	0.00149483534388687	86
EP739912_K10_MV1D	Gemella_OTU86	AT	1	0.00149483534388687	99.8
EP739912_K10_MV1D	Lactobacillus_crispatus_cluster	BT	1	0.00149483534388687	86.5
EP739912_K10_MV1D	Mobiluncus_mulieris	BT	1	0.00149483534388687	96.9
EP739912_K10_MV1D	Ureaplasma_cluster23	BT	1	0.00149483534388687	90.2
EP739912_K10_MV1D	Megasphaera_cluster52	BT	1	0.00149483534388687	92.7
EP739912_K10_MV1D	Corynebacterium_aurimucosum_nigricans	AT	1	0.00149483534388687	98.1
EP739912_K10_MV1D	Mycoplasma_hominis	AT	1	0.00149483534388687	99.4
EP547297_K10_MV1D	Gardnerella_vaginalis	AT	16457	40.7008952861453	99.3145105426211
EP547297_K10_MV1D	Atopobium_vaginae	AT	3129	7.73853687490726	98.192905081495
EP547297_K10_MV1D	Prevotella_amnii	AT	2536	6.2719493495573	99.1383280757105
EP547297_K10_MV1D	Prevotella_cluster2	AT	2338	5.78226245239155	99.3962360992297
EP547297_K10_MV1D	Sneathia_amnii	AT	2299	5.68580897264678	99.5420617659846
EP547297_K10_MV1D	Sneathia_sanguinegens	AT	1952	4.82762031953307	99.2344774590169
EP547297_K10_MV1D	Gardnerella_vaginalis	BT	1608	3.97685116486126	92.8284825870647
EP547297_K10_MV1D	Megasphaera_cluster52	AT	1539	3.80620270069743	99.5159194282004
EP547297_K10_MV1D	Lactobacillus_iners	AT	781	1.93154276104269	99.3932138284254
EP547297_K10_MV1D	Atopobium_vaginae	BT	770	1.90433793342237	92.7403896103896
EP547297_K10_MV1D	Prevotella_cluster2	BT	691	1.70895780778553	92.5234442836469
EP547297_K10_MV1D	Prevotella_amnii	BT	614	1.51852401444329	93.0205211726386
EP547297_K10_MV1D	Clostridiales_BVAB2	AT	604	1.49379235297027	99.5831125827816
EP547297_K10_MV1D	Megasphaera_cluster52	BT	552	1.36518771331058	90.2389492753623
EP547297_K10_MV1D	Coriobacteriaceae_OTU27	AT	525	1.29841222733343	99.4878095238097
EP547297_K10_MV1D	Prevotella_OTU48	AT	417	1.03131028342484	99.3956834532375
EP547297_K10_MV1D	Sneathia_amnii	BT	404	0.999159123509917	91.724504950495
EP547297_K10_MV1D	Dialister_cluster51	AT	340	0.840876490082604	99.0685294117648
EP547297_K10_MV1D	Sneathia_sanguinegens	BT	313	0.774101004105456	91.3447284345047
EP547297_K10_MV1D	"Prevotellaceae"_OTU61	AT	244	0.603452539941633	99.3467213114753
EP547297_K10_MV1D	Dialister_micraerophilus	AT	230	0.568828213879408	99.4404347826086
EP547297_K10_MV1D	Parvimonas_OTU142	AT	221	0.546569718553692	99.6950226244343
EP547297_K10_MV1D	Dialister_cluster51	BT	214	0.52925755552258	91.1757009345795
EP547297_K10_MV1D	Clostridiales_BVAB2	BT	202	0.499579561754959	94.2049504950495
EP547297_K10_MV1D	Lactobacillus_iners	BT	201	0.497106395607657	88.5422885572139
EP547297_K10_MV1D	Prevotella_OTU48	BT	188	0.464955235692734	93.3973404255319
EP547297_K10_MV1D	Aerococcus_christensenii	AT	165	0.408072414304793	99.6642424242424
EP547297_K10_MV1D	Coriobacteriaceae_OTU27	BT	139	0.343770094474947	94.8661870503597
EP547297_K10_MV1D	"Prevotellaceae"_OTU61	BT	123	0.304199436118118	93.5878048780488
EP547297_K10_MV1D	Dialister_micraerophilus	BT	105	0.259682445466686	90.7257142857143
EP547297_K10_MV1D	Aerococcus_christensenii	BT	95	0.234950783993669	90.9505263157895
EP547297_K10_MV1D	Parvimonas_OTU142	BT	84	0.207745956373349	91.3833333333334
EP547297_K10_MV1D	Mycoplasma_hominis	AT	55	0.136024138101598	99.7618181818182
EP547297_K10_MV1D	"Porphyromonadaceae"_OTU134	BT	27	0.066775485977148	77.2925925925926
EP547297_K10_MV1D	Arcanobacterium_haemolyticum_phocae	BT	27	0.066775485977148	90.262962962963
EP547297_K10_MV1D	Gemella_OTU86	AT	23	0.0568828213879408	99.7130434782609
EP547297_K10_MV1D	Mycoplasma_hominis	BT	20	0.0494633229460355	88.08
EP547297_K10_MV1D	Clostridiales_BVAB3	AT	20	0.0494633229460355	99.535
EP547297_K10_MV1D	Clostridiales_BVAB3	BT	17	0.0420438245041302	93.0705882352941
EP547297_K10_MV1D	Gemella_OTU86	BT	17	0.0420438245041302	92.9529411764706
EP547297_K10_MV1D	Campylobacter_ureolyticus	AT	12	0.0296779937676213	99.7166666666667
EP547297_K10_MV1D	Lactobacillus_crispatus_cluster	AT	12	0.0296779937676213	99.4166666666667
EP547297_K10_MV1D	Bulleidia_OTU94	AT	10	0.0247316614730178	99.54
EP547297_K10_MV1D	Ureaplasma_cluster23	AT	10	0.0247316614730178	99.5
EP547297_K10_MV1D	Peptoniphilus_indolicus	BT	8	0.0197853291784142	90.8875
EP547297_K10_MV1D	"Lachnospiraceae"_BVAB1	AT	6	0.0148389968838107	99.3
EP547297_K10_MV1D	Clostridiales_OTU22	AT	5	0.0123658307365089	97.94
EP547297_K10_MV1D	Mycoplasma_spermatophilum	AT	5	0.0123658307365089	99.44
EP547297_K10_MV1D	Clostridiales_OTU22	BT	5	0.0123658307365089	92.38
EP547297_K10_MV1D	Actinomyces_hongkongensis	AT	5	0.0123658307365089	99.56
EP547297_K10_MV1D	Ureaplasma_cluster23	BT	5	0.0123658307365089	86.64
EP547297_K10_MV1D	Peptoniphilus_indolicus	AT	4	0.0098926645892071	99.225
EP547297_K10_MV1D	Mobiluncus_curtisii	AT	4	0.0098926645892071	98.225
EP547297_K10_MV1D	Actinomyces_hongkongensis	BT	4	0.0098926645892071	91.25
EP547297_K10_MV1D	Mobiluncus_mulieris	BT	3	0.00741949844190533	91.2333333333333
EP547297_K10_MV1D	Porphyromonas_endodontalis	BT	3	0.00741949844190533	83.6333333333333
EP547297_K10_MV1D	Bulleidia_OTU94	BT	3	0.00741949844190533	91.7333333333333
EP547297_K10_MV1D	Peptoniphilus_lacrimalis	AT	3	0.00741949844190533	98.5666666666667
EP547297_K10_MV1D	Peptoniphilus_lacrimalis	BT	3	0.00741949844190533	92.6333333333333
EP547297_K10_MV1D	Porphyromonas_catoniae	BT	2	0.00494633229460355	76.5
EP547297_K10_MV1D	Sneathia_OTU65	BT	2	0.00494633229460355	81.8
EP547297_K10_MV1D	Prevotella_disiens	BT	2	0.00494633229460355	87.3
EP547297_K10_MV1D	Neisseria_gonorrhoeae	BT	1	0.00247316614730178	83.1
EP547297_K10_MV1D	Lactobacillus_gasseri_cluster	AT	1	0.00247316614730178	100
EP547297_K10_MV1D	Prevotella_bivia	AT	1	0.00247316614730178	99.8
EP547297_K10_MV1D	Staphylococcus_cluster47	AT	1	0.00247316614730178	99.6
EP547297_K10_MV1D	Porphyromonas_bennonis	AT	1	0.00247316614730178	99.6
EP547297_K10_MV1D	Actinomycetales_OTU158	AT	1	0.00247316614730178	100
EP547297_K10_MV1D	Mobiluncus_mulieris	AT	1	0.00247316614730178	99.2
EP547297_K10_MV1D	Bacteroides_coagulans	BT	1	0.00247316614730178	93.3
EP547297_K10_MV1D	Prevotella_disiens	AT	1	0.00247316614730178	99.4
EP547297_K10_MV1D	Bifidobacterium_psychroaerophilum	BT	1	0.00247316614730178	82.2
EP547297_K10_MV1D	Mycoplasma_spermatophilum	BT	1	0.00247316614730178	88.4
EP547297_K10_MV1D	Prevotella_corporis	AT	1	0.00247316614730178	99.2
EP547297_K10_MV1D	Corynebacterium_aurimucosum_nigricans	BT	1	0.00247316614730178	93.8
EP547297_K10_MV1D	Clostridium_thermocellum	BT	1	0.00247316614730178	75.2
EP547297_K10_MV1D	Bacteroides_coagulans	AT	1	0.00247316614730178	99.8
EP547297_K10_MV1D	Dialister_propionicifaciens	BT	1	0.00247316614730178	95.5
EP547297_K10_MV1D	Prevotella_salivae	BT	1	0.00247316614730178	84.1
EP547297_K10_MV1D	Corynebacterium_aurimucosum_nigricans	AT	1	0.00247316614730178	97.6
EP547297_K10_MV1D	Peptostreptococcus_anaerobius	AT	1	0.00247316614730178	100
EP547297_K10_MV1D	Prevotella_maculosa	BT	1	0.00247316614730178	77.2
EP547297_K10_MV1D	Prevotella_dentasini	BT	1	0.00247316614730178	78.3
EP547297_K10_MV1D	Taylorella_equigenitalis	BT	1	0.00247316614730178	87.7
EP547297_K10_MV1D	Lactobacillus_jensenii	AT	1	0.00247316614730178	98.8
EP547297_K10_MV1D	Peptostreptococcus_anaerobius	BT	1	0.00247316614730178	87.8
EP547297_K10_MV1D	Prevotella_corporis	BT	1	0.00247316614730178	96.5
EP547297_K10_MV1D	Sutterella_parvirubra	BT	1	0.00247316614730178	79.3
EP547297_K10_MV1D	Finegoldia_magna	AT	1	0.00247316614730178	99.6
EP547297_K10_MV1D	Clostridium_perfringens	BT	1	0.00247316614730178	83
EP547297_K10_MV1D	"Lachnospiraceae"_Lachnospira_pectinoschiza	BT	1	0.00247316614730178	81
EP547297_K10_MV1D	Prevotella_bivia	BT	1	0.00247316614730178	92.9
EP547297_K10_MV1D	Bifidobacterium_asteroides_coryneforme_indicum	BT	1	0.00247316614730178	77.1
EP547297_K10_MV1D	Varibaculum_cambriense	BT	1	0.00247316614730178	95
EP804124_K10_MV1D	Gardnerella_vaginalis	AT	15945	40.1041273673885	99.3124866729338
EP804124_K10_MV1D	Lactobacillus_iners	AT	7663	19.273623582082	99.316481795641
EP804124_K10_MV1D	Atopobium_vaginae	AT	7379	18.559319902412	99.6230112481374
EP804124_K10_MV1D	Gardnerella_vaginalis	BT	1600	4.02424608264795	93.6101875000001
EP804124_K10_MV1D	Megasphaera_cluster52	AT	1393	3.50360924570537	99.5061737257721
EP804124_K10_MV1D	Atopobium_vaginae	BT	1243	3.12633617545713	93.2262268704745
EP804124_K10_MV1D	Lactobacillus_iners	BT	721	1.81342589099323	88.8522884882108
EP804124_K10_MV1D	Megasphaera_cluster52	BT	541	1.36069820669534	90.82292051756
EP804124_K10_MV1D	Clostridiales_BVAB2	AT	506	1.27266782363742	99.6302371541503
EP804124_K10_MV1D	Prevotella_OTU48	AT	505	1.27015266983576	99.4657425742575
EP804124_K10_MV1D	Prevotella_amnii	AT	302	0.759576448099801	99.3367549668873
EP804124_K10_MV1D	Coriobacteriaceae_OTU27	AT	253	0.636333911818708	99.6762845849801
EP804124_K10_MV1D	Prevotella_cluster2	AT	251	0.631303604215398	98.9398406374502
EP804124_K10_MV1D	Aerococcus_christensenii	AT	185	0.46530345330617	99.6854054054053
EP804124_K10_MV1D	Dialister_cluster51	AT	139	0.349606378430041	98.9107913669065
EP804124_K10_MV1D	Prevotella_OTU48	BT	136	0.342060917025076	90.6926470588236
EP804124_K10_MV1D	Clostridiales_BVAB2	BT	131	0.329485148016801	94.1893129770992
EP804124_K10_MV1D	Prevotella_amnii	BT	109	0.274151764380392	91.4146788990826
EP804124_K10_MV1D	Aerococcus_christensenii	BT	107	0.269121456777082	92.1635514018691
EP804124_K10_MV1D	Prevotella_cluster2	BT	95	0.238939611157222	90.3210526315789
EP804124_K10_MV1D	Parvimonas_OTU142	AT	81	0.203727457934053	99.4037037037038
EP804124_K10_MV1D	Dialister_cluster51	BT	78	0.196181996529088	91.1051282051282
EP804124_K10_MV1D	Coriobacteriaceae_OTU27	BT	63	0.158454689504263	94.5809523809523
EP804124_K10_MV1D	Dialister_micraerophilus	AT	58	0.145878920495988	99.4879310344828
EP804124_K10_MV1D	"Lachnospiraceae"_BVAB1	AT	56	0.140848612892678	99.2285714285714
EP804124_K10_MV1D	Parvimonas_OTU142	BT	47	0.118212228677784	91.7489361702128
EP804124_K10_MV1D	Dialister_micraerophilus	BT	26	0.0653939988430293	91.5038461538462
EP804124_K10_MV1D	Sneathia_amnii	AT	20	0.0503030760330994	99.52
EP804124_K10_MV1D	Prevotella_bivia	AT	12	0.0301818456198597	99.35
EP804124_K10_MV1D	Ureaplasma_cluster23	AT	12	0.0301818456198597	99.6666666666666
EP804124_K10_MV1D	Clostridiales_BVAB3	AT	12	0.0301818456198597	99.4833333333333
EP804124_K10_MV1D	Lactobacillus_crispatus_cluster	AT	10	0.0251515380165497	99.14
EP804124_K10_MV1D	Finegoldia_magna	AT	8	0.0201212304132398	99.025
EP804124_K10_MV1D	Peptoniphilus_indolicus	AT	7	0.0176060766115848	99.2714285714286
EP804124_K10_MV1D	Clostridiales_BVAB3	BT	6	0.0150909228099298	91.3833333333333
EP804124_K10_MV1D	Peptoniphilus_indolicus	BT	5	0.0125757690082749	90.32
EP804124_K10_MV1D	Campylobacter_ureolyticus	AT	5	0.0125757690082749	99.8
EP804124_K10_MV1D	Ureaplasma_cluster23	BT	5	0.0125757690082749	90.48
EP804124_K10_MV1D	Prevotella_disiens	AT	4	0.0100606152066199	99.2
EP804124_K10_MV1D	Dialister_propionicifaciens	BT	4	0.0100606152066199	89.375
EP804124_K10_MV1D	Actinomycetales_OTU158	AT	3	0.00754546140496491	98.9333333333333
EP804124_K10_MV1D	Actinomycetales_OTU158	BT	2	0.00503030760330994	94.75
EP804124_K10_MV1D	Atopobium_OTU7	AT	2	0.00503030760330994	99.45
EP804124_K10_MV1D	Gemella_OTU86	AT	2	0.00503030760330994	99.8
EP804124_K10_MV1D	Prevotella_corporis	AT	2	0.00503030760330994	99.9
EP804124_K10_MV1D	Sneathia_amnii	BT	2	0.00503030760330994	90.2
EP804124_K10_MV1D	Prevotella_bivia	BT	2	0.00503030760330994	92.75
EP804124_K10_MV1D	Fusobacterium_cluster48	AT	1	0.00251515380165497	99.1
EP804124_K10_MV1D	Fusobacterium_gonidiaformans_equinum	AT	1	0.00251515380165497	99.6
EP804124_K10_MV1D	Parvimonas_OTU144	AT	1	0.00251515380165497	98.5
EP804124_K10_MV1D	Actinobaculum_schaalii	AT	1	0.00251515380165497	99.6
EP804124_K10_MV1D	Lactobacillus_crispatus_cluster	BT	1	0.00251515380165497	86.1
EP804124_K10_MV1D	TM7_OTU-H1	AT	1	0.00251515380165497	100
EP804124_K10_MV1D	"Porphyromonadaceae"_OTU134	BT	1	0.00251515380165497	86.7
EP804124_K10_MV1D	Facklamia_miroungae	BT	1	0.00251515380165497	95.2
EP804124_K10_MV1D	Streptococcus_salivarius_thermophilus_vestibularis	AT	1	0.00251515380165497	100
EP804124_K10_MV1D	No_Hit	BT	1	0.00251515380165497	0
EP804124_K10_MV1D	Dialister_propionicifaciens	AT	1	0.00251515380165497	98.8
EP804124_K10_MV1D	Corynebacterium_cluster45	AT	1	0.00251515380165497	100
EP804124_K10_MV1D	Actinomyces_neuii	BT	1	0.00251515380165497	89.5
EP804124_K10_MV1D	Gemella_OTU86	BT	1	0.00251515380165497	95.8
EP804124_K10_MV1D	Prevotella_corporis	BT	1	0.00251515380165497	89
EP804124_K10_MV1D	Sutterella_parvirubra	BT	1	0.00251515380165497	81.9
EP804124_K10_MV1D	Sneathia_sanguinegens	BT	1	0.00251515380165497	90.8
EP804124_K10_MV1D	Clostridium_histolyticum	BT	1	0.00251515380165497	80.6
EP804124_K10_MV1D	Prevotella_disiens	BT	1	0.00251515380165497	87.4
EP804124_K10_MV1D	Campylobacter_ureolyticus	BT	1	0.00251515380165497	83.4
EP804124_K10_MV1D	Bifidobacterium_asteroides_coryneforme_indicum	BT	1	0.00251515380165497	84.2
EP081859_K10_MV1D	"Lachnospiraceae"_BVAB1	AT	33279	73.5171316853337	99.2245740557073
EP081859_K10_MV1D	Lactobacillus_iners	AT	3779	8.34824485828529	99.3152421275469
EP081859_K10_MV1D	Gardnerella_vaginalis	AT	3772	8.33278105463141	99.0594909862138
EP081859_K10_MV1D	Megasphaera_cluster52	AT	1106	2.44328097731239	99.4367088607597
EP081859_K10_MV1D	TM7_OTU-H1	AT	825	1.82251971634966	99.8385454545459
EP081859_K10_MV1D	Coriobacteriaceae_OTU27	AT	683	1.50882541365675	99.7915080527089
EP081859_K10_MV1D	Atopobium_vaginae	AT	320	0.706916738462898	98.796875
EP081859_K10_MV1D	Aerococcus_christensenii	AT	234	0.516932865000994	99.7008547008545
EP081859_K10_MV1D	Dialister_cluster51	AT	193	0.426359157885435	98.9383419689119
EP081859_K10_MV1D	Sneathia_amnii	AT	183	0.40426800980847	99.7032786885245
EP081859_K10_MV1D	Parvimonas_OTU142	AT	165	0.364503943269932	99.5933333333333
EP081859_K10_MV1D	"Prevotellaceae"_OTU61	AT	83	0.183356529038814	99.0795180722891
EP081859_K10_MV1D	Prevotella_cluster2	AT	70	0.154638036538759	99.2
EP081859_K10_MV1D	Sneathia_sanguinegens	AT	69	0.152428921731062	98.7724637681159
EP081859_K10_MV1D	Dialister_micraerophilus	AT	62	0.136965118077186	99.5709677419355
EP081859_K10_MV1D	Clostridiales_BVAB2	AT	56	0.123710429231007	99.6214285714286
EP081859_K10_MV1D	Lactobacillus_jensenii	AT	55	0.121501314423311	98.7545454545455
EP081859_K10_MV1D	"Lachnospiraceae"_BVAB1	BT	38	0.0839463626924691	92.3368421052632
EP081859_K10_MV1D	Propionibacterium_acnes	AT	37	0.0817372478847726	99.7702702702703
EP081859_K10_MV1D	Lactobacillus_iners	BT	28	0.0618552146155036	88.3892857142857
EP081859_K10_MV1D	Gardnerella_vaginalis	BT	25	0.0552278701924139	92.608
EP081859_K10_MV1D	Ureaplasma_cluster23	AT	23	0.0508096405770208	98.1
EP081859_K10_MV1D	Prevotella_amnii	AT	15	0.0331367221154483	99.0933333333333
EP081859_K10_MV1D	Staphylococcus_cluster47	AT	10	0.0220911480769656	99.56
EP081859_K10_MV1D	Bulleidia_OTU94	AT	9	0.019882033269269	99.7555555555555
EP081859_K10_MV1D	Gemella_OTU86	AT	9	0.019882033269269	99.4666666666667
EP081859_K10_MV1D	No_Hit	BT	8	0.0176729184615724	0
EP081859_K10_MV1D	Lactobacillus_gasseri_cluster	AT	7	0.0154638036538759	99.2857142857143
EP081859_K10_MV1D	Actinomycetales_OTU158	AT	7	0.0154638036538759	99.9142857142857
EP081859_K10_MV1D	Megasphaera_cluster52	BT	7	0.0154638036538759	85.2714285714286
EP081859_K10_MV1D	Bacteroides_vulgatus_dorei	AT	7	0.0154638036538759	99.5142857142857
EP081859_K10_MV1D	TM7_OTU-H1	BT	6	0.0132546888461793	93.25
EP081859_K10_MV1D	"Porphyromonadaceae"_OTU134	BT	6	0.0132546888461793	80.3166666666667
EP081859_K10_MV1D	Clostridiales_BVAB3	AT	6	0.0132546888461793	99.7333333333333
EP081859_K10_MV1D	Bacteroides_cellulosilyticus_intestinalis_oleiciplenus	AT	6	0.0132546888461793	99.7666666666667
EP081859_K10_MV1D	Coriobacteriaceae_OTU27	BT	5	0.0110455740384828	94.2
EP081859_K10_MV1D	Prevotella_oris	BT	5	0.0110455740384828	86.88
EP081859_K10_MV1D	Peptoniphilus_indolicus	BT	4	0.00883645923078622	95.15
EP081859_K10_MV1D	Atopobium_vaginae	BT	4	0.00883645923078622	94.6
EP081859_K10_MV1D	Lactobacillus_crispatus_cluster	AT	4	0.00883645923078622	99.15
EP081859_K10_MV1D	Streptococcus_salivarius_thermophilus_vestibularis	AT	4	0.00883645923078622	99.75
EP081859_K10_MV1D	Fusobacterium_cluster48	AT	3	0.00662734442308967	99.3666666666667
EP081859_K10_MV1D	Clostridium_vincentii	BT	3	0.00662734442308967	82.6333333333333
EP081859_K10_MV1D	Streptococcus_cluster29	AT	3	0.00662734442308967	98.7333333333333
EP081859_K10_MV1D	Eggerthella_sinensis	BT	3	0.00662734442308967	83.1
EP081859_K10_MV1D	Bifidobacterium_adolescentis	AT	3	0.00662734442308967	97.8333333333333
EP081859_K10_MV1D	Prevotella_OTU54	BT	3	0.00662734442308967	92.7333333333333
EP081859_K10_MV1D	Prevotella_bivia	AT	2	0.00441822961539311	99.2
EP081859_K10_MV1D	Prevotella_baroniae	BT	2	0.00441822961539311	86.5
EP081859_K10_MV1D	Porphyromonas_catoniae	BT	2	0.00441822961539311	76.8
EP081859_K10_MV1D	Clostridium_hathewayi	AT	2	0.00441822961539311	97.2
EP081859_K10_MV1D	Gemella_morbillorum_sanguinis_haemolysans	AT	2	0.00441822961539311	99.9
EP081859_K10_MV1D	Prevotella_bryantii	BT	2	0.00441822961539311	85.5
EP081859_K10_MV1D	Sneathia_sanguinegens	BT	2	0.00441822961539311	92.4
EP081859_K10_MV1D	Mycoplasma_hominis	AT	2	0.00441822961539311	99.8
EP081859_K10_MV1D	Dialister_cluster51	BT	1	0.00220911480769656	88.3
EP081859_K10_MV1D	Caulobacter_leidyi	BT	1	0.00220911480769656	79
EP081859_K10_MV1D	Bacteroides_graminisolvens	BT	1	0.00220911480769656	85.2
EP081859_K10_MV1D	Bosea_cluster53	BT	1	0.00220911480769656	87.5
EP081859_K10_MV1D	Prevotella_cluster2	BT	1	0.00220911480769656	86.5
EP081859_K10_MV1D	Mogibacterium_vescum	BT	1	0.00220911480769656	89.2
EP081859_K10_MV1D	Microbacterium_cluster35	BT	1	0.00220911480769656	93.8
EP081859_K10_MV1D	Dialister_invisus	AT	1	0.00220911480769656	98.8
EP081859_K10_MV1D	Actinomyces_hongkongensis	AT	1	0.00220911480769656	99.4
EP081859_K10_MV1D	Prevotella_corporis	AT	1	0.00220911480769656	97.2
EP081859_K10_MV1D	Clostridium_innocuum	BT	1	0.00220911480769656	86.8
EP081859_K10_MV1D	Caulobacteraceae_cluster34	BT	1	0.00220911480769656	79.4
