Sample.ID,Rep,Well,Dilution,Substrate,Hour,Absorbance,SampleType
Soil_1,2,B1,0.001,Pyruvic Acid Methyl Ester,24,0.002,Water
Soil_1,2,B2,0.001,D-Xylose,24,0.011,Water
Soil_1,2,B3,0.001,D-Galacturonic Acid,24,0.047,Water
Soil_1,2,B4,0.001,L-Asparganine,24,0.001,Water
Soil_1,2,C1,0.001,Tween 40,24,0.123,Water
Soil_1,2,C2,0.001,i-Erythitol,24,0.007,Water
Soil_1,2,C3,0.001,2-Hydroxy Benzoic Acid,24,0,Water
Soil_1,2,C4,0.001,L-Phenylalanine,24,0,Water
Soil_1,2,D1,0.001,Tween 80 ,24,0.476,Water
Soil_1,2,D2,0.001,D-Mannitol,24,0.023,Water
Soil_1,2,D3,0.001,4-Hydroxy Benzoic Acid,24,0.018,Water
Soil_1,2,D4,0.001,L-Serine,24,0.003,Water
Soil_1,2,E1,0.001,α-Cyclodextrin,24,0.138,Water
Soil_1,2,E2,0.001,N-Acetyl-D-Glucosamine,24,0.094,Water
Soil_1,2,E3,0.001,γ-Hydroxybutyric Acid,24,0.035,Water
Soil_1,2,E4,0.001,L-Threonine,24,0.001,Water
Soil_1,2,F1,0.001,Glycogen,24,0.184,Water
Soil_1,2,F2,0.001,D-Glucosaminic Acid,24,0.076,Water
Soil_1,2,F3,0.001,Itaconic Acid,24,0.029,Water
Soil_1,2,F4,0.001,Glycyl-L-Glutamic Acid,24,0.001,Water
Soil_1,2,G1,0.001,D-Cellobiose,24,0.109,Water
Soil_1,2,G2,0.001,Glucose-1-Phosphate,24,0.052,Water
Soil_1,2,G3,0.001,α-Ketobutyric Acid,24,0.038,Water
Soil_1,2,G4,0.001,Phenylethylamine,24,0.003,Water
Soil_1,2,H1,0.001,α-D-Lactose,24,0.009,Water
Soil_1,2,H2,0.001,D.L -α-Glycerol Phosphate,24,0.01,Water
Soil_1,2,H3,0.001,D-Mallic Acid,24,0.002,Water
Soil_1,2,H4,0.001,Putrescine,24,0.025,Water
Soil_1,2,A1,0.01,Water,24,0,Water
Soil_1,2,A2,0.01,β-Methyl-D- Glucoside,24,0,Water
Soil_1,2,A3,0.01,D-Galactonic Acid γ-Lactone,24,0,Water
Soil_1,2,A4,0.01,L-Arginine,24,0,Water
Soil_1,2,B1,0.01,Pyruvic Acid Methyl Ester,24,0.053,Water
Soil_1,2,B2,0.01,D-Xylose,24,0.021,Water
Soil_1,2,B3,0.01,D-Galacturonic Acid,24,0.076,Water
Soil_1,2,B4,0.01,L-Asparganine,24,0.001,Water
Soil_1,2,C1,0.01,Tween 40,24,0.205,Water
Soil_1,2,C2,0.01,i-Erythitol,24,0.044,Water
Soil_1,2,C3,0.01,2-Hydroxy Benzoic Acid,24,0,Water
Soil_1,2,C4,0.01,L-Phenylalanine,24,0.154,Water
Soil_1,2,D1,0.01,Tween 80 ,24,0.114,Water
Soil_1,2,D2,0.01,D-Mannitol,24,0.03,Water
Soil_1,2,D3,0.01,4-Hydroxy Benzoic Acid,24,0.1,Water
Soil_1,2,D4,0.01,L-Serine,24,0.138,Water
Soil_1,2,E1,0.01,α-Cyclodextrin,24,0.184,Water
Soil_1,2,E2,0.01,N-Acetyl-D-Glucosamine,24,0.146,Water
Soil_1,2,E3,0.01,γ-Hydroxybutyric Acid,24,0.216,Water
Soil_1,2,E4,0.01,L-Threonine,24,0.209,Water
Soil_1,2,F1,0.01,Glycogen,24,0.315,Water
Soil_1,2,F2,0.01,D-Glucosaminic Acid,24,0.187,Water
Soil_1,2,F3,0.01,Itaconic Acid,24,0.185,Water
Soil_1,2,F4,0.01,Glycyl-L-Glutamic Acid,24,0.227,Water
Soil_1,2,G1,0.01,D-Cellobiose,24,0.155,Water
Soil_1,2,G2,0.01,Glucose-1-Phosphate,24,0.031,Water
Soil_1,2,G3,0.01,α-Ketobutyric Acid,24,0.041,Water
Soil_1,2,G4,0.01,Phenylethylamine,24,0.038,Water
Soil_1,2,H1,0.01,α-D-Lactose,24,0.003,Water
Soil_1,2,H2,0.01,D.L -α-Glycerol Phosphate,24,0.02,Water
Soil_1,2,H3,0.01,D-Mallic Acid,24,0.005,Water
Soil_1,2,H4,0.01,Putrescine,24,0.006,Water
Soil_1,2,A1,0.1,Water,24,0,Water
Soil_1,2,A2,0.1,β-Methyl-D- Glucoside,24,0.01,Water
Soil_1,2,A3,0.1,D-Galactonic Acid γ-Lactone,24,0.07,Water
Soil_1,2,A4,0.1,L-Arginine,24,0.003,Water
Soil_1,2,B1,0.1,Pyruvic Acid Methyl Ester,24,0,Water
Soil_1,2,B2,0.1,D-Xylose,24,0,Water
Soil_1,2,B3,0.1,D-Galacturonic Acid,24,0.016,Water
Soil_1,2,B4,0.1,L-Asparganine,24,0.037,Water
Soil_1,2,C1,0.1,Tween 40,24,0,Water
Soil_1,2,C2,0.1,i-Erythitol,24,0.001,Water
Soil_1,2,C3,0.1,2-Hydroxy Benzoic Acid,24,0.099,Water
Soil_1,2,C4,0.1,L-Phenylalanine,24,0.153,Water
Soil_1,2,D1,0.1,Tween 80 ,24,0.138,Water
Soil_1,2,D2,0.1,D-Mannitol,24,0.032,Water
Soil_1,2,D3,0.1,4-Hydroxy Benzoic Acid,24,0.179,Water
Soil_1,2,D4,0.1,L-Serine,24,0.185,Water
Soil_1,2,E1,0.1,α-Cyclodextrin,24,0,Water
Soil_1,2,E2,0.1,N-Acetyl-D-Glucosamine,24,0.179,Water
Soil_1,2,E3,0.1,γ-Hydroxybutyric Acid,24,0.233,Water
Soil_1,2,E4,0.1,L-Threonine,24,0.066,Water
Soil_1,2,F1,0.1,Glycogen,24,0.026,Water
Soil_1,2,F2,0.1,D-Glucosaminic Acid,24,0,Water
Soil_1,2,F3,0.1,Itaconic Acid,24,0.059,Water
Soil_1,2,F4,0.1,Glycyl-L-Glutamic Acid,24,0.277,Water
Soil_1,2,G1,0.1,D-Cellobiose,24,0.002,Water
Soil_1,2,G2,0.1,Glucose-1-Phosphate,24,0.086,Water
Soil_1,2,G3,0.1,α-Ketobutyric Acid,24,0.004,Water
Soil_1,2,G4,0.1,Phenylethylamine,24,0.031,Water
Soil_1,2,H1,0.1,α-D-Lactose,24,0,Water
Soil_1,2,H2,0.1,D.L -α-Glycerol Phosphate,24,0.005,Water
Soil_1,2,H3,0.1,D-Mallic Acid,24,0,Water
Soil_1,2,H4,0.1,Putrescine,24,0,Water
Soil_1,3,A1,0.001,Water,24,0,Water
Soil_1,3,A2,0.001,β-Methyl-D- Glucoside,24,0.181,Water
Soil_1,3,A3,0.001,D-Galactonic Acid γ-Lactone,24,1.242,Water
Soil_1,3,A4,0.001,L-Arginine,24,1.936,Water
Soil_1,3,B1,0.001,Pyruvic Acid Methyl Ester,24,1.201,Water
Soil_1,3,B2,0.001,D-Xylose,24,0.112,Water
Soil_1,3,B3,0.001,D-Galacturonic Acid,24,0.433,Water
Soil_1,3,B4,0.001,L-Asparganine,24,2.65,Water
Soil_1,3,C1,0.001,Tween 40,24,0.84,Water
Soil_1,3,C2,0.001,i-Erythitol,24,0.073,Water
Soil_1,3,C3,0.001,2-Hydroxy Benzoic Acid,24,0.086,Water
Soil_1,3,C4,0.001,L-Phenylalanine,24,0.057,Water
Soil_1,3,D1,0.001,Tween 80 ,24,1.015,Water
Soil_1,3,D2,0.001,D-Mannitol,24,0.808,Water
Soil_1,3,D3,0.001,4-Hydroxy Benzoic Acid,24,0.43,Water
Soil_1,3,D4,0.001,L-Serine,24,1.356,Water
Soil_1,3,E1,0.001,α-Cyclodextrin,24,0.088,Water
Soil_1,3,E2,0.001,N-Acetyl-D-Glucosamine,24,0.656,Water
Soil_1,3,E3,0.001,γ-Hydroxybutyric Acid,24,0.487,Water
Soil_1,3,E4,0.001,L-Threonine,24,0.03,Water
Soil_1,3,F1,0.001,Glycogen,24,0.166,Water
Soil_1,3,F2,0.001,D-Glucosaminic Acid,24,0.407,Water
Soil_1,3,F3,0.001,Itaconic Acid,24,0.518,Water
Soil_1,3,F4,0.001,Glycyl-L-Glutamic Acid,24,0.05,Water
Soil_1,3,G1,0.001,D-Cellobiose,24,0.21,Water
Soil_1,3,G2,0.001,Glucose-1-Phosphate,24,0.063,Water
Soil_1,3,G3,0.001,α-Ketobutyric Acid,24,0.055,Water
Soil_1,3,G4,0.001,Phenylethylamine,24,0.15,Water
Soil_1,3,H1,0.001,α-D-Lactose,24,0.012,Water
Soil_1,3,H2,0.001,D.L -α-Glycerol Phosphate,24,0.164,Water
Soil_1,3,H3,0.001,D-Mallic Acid,24,0.051,Water
Soil_1,3,H4,0.001,Putrescine,24,0.766,Water
Soil_1,3,A1,0.01,Water,24,0,Water
Soil_1,3,A2,0.01,β-Methyl-D- Glucoside,24,0.441,Water
Soil_1,3,A3,0.01,D-Galactonic Acid γ-Lactone,24,0.93,Water
Soil_1,3,A4,0.01,L-Arginine,24,1.855,Water
Soil_1,3,B1,0.01,Pyruvic Acid Methyl Ester,24,1.335,Water
Soil_1,3,B2,0.01,D-Xylose,24,0.769,Water
Soil_1,3,B3,0.01,D-Galacturonic Acid,24,0.991,Water
Soil_1,3,B4,0.01,L-Asparganine,24,2.144,Water
Soil_1,3,C1,0.01,Tween 40,24,1.317,Water
Soil_1,3,C2,0.01,i-Erythitol,24,0,Water
Soil_1,3,C3,0.01,2-Hydroxy Benzoic Acid,24,0,Water
Soil_1,3,C4,0.01,L-Phenylalanine,24,0.13,Water
Soil_1,3,D1,0.01,Tween 80 ,24,0.383,Water
Soil_1,3,D2,0.01,D-Mannitol,24,1.304,Water
Soil_1,3,D3,0.01,4-Hydroxy Benzoic Acid,24,1.046,Water
Soil_1,3,D4,0.01,L-Serine,24,1.833,Water
Soil_1,3,E1,0.01,α-Cyclodextrin,24,0,Water
Soil_1,3,E2,0.01,N-Acetyl-D-Glucosamine,24,1.047,Water
Soil_1,3,E3,0.01,γ-Hydroxybutyric Acid,24,1.117,Water
Soil_1,3,E4,0.01,L-Threonine,24,0,Water
Soil_1,3,F1,0.01,Glycogen,24,0.405,Water
Soil_1,3,F2,0.01,D-Glucosaminic Acid,24,0.333,Water
Soil_1,3,F3,0.01,Itaconic Acid,24,0.672,Water
Soil_1,3,F4,0.01,Glycyl-L-Glutamic Acid,24,0.63,Water
Soil_1,3,G1,0.01,D-Cellobiose,24,0.311,Water
Soil_1,3,G2,0.01,Glucose-1-Phosphate,24,0.163,Water
Soil_1,3,G3,0.01,α-Ketobutyric Acid,24,0.06,Water
Soil_1,3,G4,0.01,Phenylethylamine,24,0,Water
Soil_1,3,H1,0.01,α-D-Lactose,24,0.175,Water
Soil_1,3,H2,0.01,D.L -α-Glycerol Phosphate,24,0.247,Water
Soil_1,3,H3,0.01,D-Mallic Acid,24,0,Water
Soil_1,3,H4,0.01,Putrescine,24,0.776,Water
Soil_1,3,A1,0.1,Water,24,0,Water
Soil_1,3,A2,0.1,β-Methyl-D- Glucoside,24,0.556,Water
Soil_1,3,A3,0.1,D-Galactonic Acid γ-Lactone,24,0.637,Water
Soil_1,3,A4,0.1,L-Arginine,24,1.12,Water
Soil_1,3,B1,0.1,Pyruvic Acid Methyl Ester,24,0.652,Water
Soil_1,3,B2,0.1,D-Xylose,24,0.666,Water
Soil_1,3,B3,0.1,D-Galacturonic Acid,24,0.946,Water
Soil_1,3,B4,0.1,L-Asparganine,24,1.457,Water
Soil_1,3,C1,0.1,Tween 40,24,0.34,Water
Soil_1,3,C2,0.1,i-Erythitol,24,0.587,Water
Soil_1,3,C3,0.1,2-Hydroxy Benzoic Acid,24,0.484,Water
Soil_1,3,C4,0.1,L-Phenylalanine,24,0.672,Water
Soil_1,3,D1,0.1,Tween 80 ,24,0.755,Water
Soil_1,3,D2,0.1,D-Mannitol,24,1.132,Water
Soil_1,3,D3,0.1,4-Hydroxy Benzoic Acid,24,0.666,Water
Soil_1,3,D4,0.1,L-Serine,24,1.24,Water
Soil_1,3,E1,0.1,α-Cyclodextrin,24,0.316,Water
Soil_1,3,E2,0.1,N-Acetyl-D-Glucosamine,24,0.823,Water
Soil_1,3,E3,0.1,γ-Hydroxybutyric Acid,24,0,Water
Soil_1,3,E4,0.1,L-Threonine,24,0.685,Water
Soil_1,3,F1,0.1,Glycogen,24,0.582,Water
Soil_1,3,F2,0.1,D-Glucosaminic Acid,24,0.462,Water
Soil_1,3,F3,0.1,Itaconic Acid,24,0.546,Water
Soil_1,3,F4,0.1,Glycyl-L-Glutamic Acid,24,0.559,Water
Soil_1,3,G1,0.1,D-Cellobiose,24,0.472,Water
Soil_1,3,G2,0.1,Glucose-1-Phosphate,24,0.761,Water
Soil_1,3,G3,0.1,α-Ketobutyric Acid,24,0.6,Water
Soil_1,3,G4,0.1,Phenylethylamine,24,0,Water
Soil_1,3,H1,0.1,α-D-Lactose,24,0.33,Water
Soil_1,3,H2,0.1,D.L -α-Glycerol Phosphate,24,0.334,Water
Soil_1,3,H3,0.1,D-Mallic Acid,24,0.339,Water
Soil_1,3,H4,0.1,Putrescine,24,0.636,Water
Soil_2,1,A1,0.001,Water,24,0,Water
Soil_2,1,A2,0.001,β-Methyl-D- Glucoside,24,1.807,Water
Soil_2,1,A3,0.001,D-Galactonic Acid γ-Lactone,24,1.517,Water
Soil_2,1,A4,0.001,L-Arginine,24,2.419,Water
Soil_2,1,B1,0.001,Pyruvic Acid Methyl Ester,24,1.463,Water
Soil_2,1,B2,0.001,D-Xylose,24,1.597,Water
Soil_2,1,B3,0.001,D-Galacturonic Acid,24,1.649,Water
Soil_2,1,B4,0.001,L-Asparganine,24,0.472,Water
Soil_2,1,C1,0.001,Tween 40,24,1.006,Water
Soil_2,1,C2,0.001,i-Erythitol,24,0.079,Water
Soil_2,1,C3,0.001,2-Hydroxy Benzoic Acid,24,0.634,Water
Soil_2,1,C4,0.001,L-Phenylalanine,24,0.331,Water
Soil_2,1,D1,0.001,Tween 80 ,24,1.194,Water
Soil_2,1,D2,0.001,D-Mannitol,24,0.955,Water
Soil_2,1,D3,0.001,4-Hydroxy Benzoic Acid,24,0.763,Water
Soil_2,1,D4,0.001,L-Serine,24,1.759,Water
Soil_2,1,E1,0.001,α-Cyclodextrin,24,0.164,Water
Soil_2,1,E2,0.001,N-Acetyl-D-Glucosamine,24,0.512,Water
Soil_2,1,E3,0.001,γ-Hydroxybutyric Acid,24,0.899,Water
Soil_2,1,E4,0.001,L-Threonine,24,0.223,Water
Soil_2,1,F1,0.001,Glycogen,24,0.176,Water
Soil_2,1,F2,0.001,D-Glucosaminic Acid,24,0.149,Water
Soil_2,1,F3,0.001,Itaconic Acid,24,0.257,Water
Soil_2,1,F4,0.001,Glycyl-L-Glutamic Acid,24,0.296,Water
Soil_2,1,G1,0.001,D-Cellobiose,24,0.037,Water
Soil_2,1,G2,0.001,Glucose-1-Phosphate,24,0,Water
Soil_2,1,G3,0.001,α-Ketobutyric Acid,24,0.1,Water
Soil_2,1,G4,0.001,Phenylethylamine,24,0.435,Water
Soil_2,1,H1,0.001,α-D-Lactose,24,0.176,Water
Soil_2,1,H2,0.001,D.L -α-Glycerol Phosphate,24,0.089,Water
Soil_2,1,H3,0.001,D-Mallic Acid,24,1.559,Water
Soil_2,1,H4,0.001,Putrescine,24,1.388,Water
Soil_2,1,A1,0.01,Water,24,0,Water
Soil_2,1,A2,0.01,β-Methyl-D- Glucoside,24,0.889,Water
Soil_2,1,A3,0.01,D-Galactonic Acid γ-Lactone,24,0.748,Water
Soil_2,1,A4,0.01,L-Arginine,24,1.137,Water
Soil_2,1,B1,0.01,Pyruvic Acid Methyl Ester,24,0.802,Water
Soil_2,1,B2,0.01,D-Xylose,24,0.712,Water
Soil_2,1,B3,0.01,D-Galacturonic Acid,24,0,Water
Soil_2,1,B4,0.01,L-Asparganine,24,1.245,Water
Soil_2,1,C1,0.01,Tween 40,24,0.594,Water
Soil_2,1,C2,0.01,i-Erythitol,24,0,Water
Soil_2,1,C3,0.01,2-Hydroxy Benzoic Acid,24,0.446,Water
Soil_2,1,C4,0.01,L-Phenylalanine,24,0.254,Water
Soil_2,1,D1,0.01,Tween 80 ,24,0.674,Water
Soil_2,1,D2,0.01,D-Mannitol,24,0,Water
Soil_2,1,D3,0.01,4-Hydroxy Benzoic Acid,24,0.782,Water
Soil_2,1,D4,0.01,L-Serine,24,1.907,Water
Soil_2,1,E1,0.01,α-Cyclodextrin,24,0.121,Water
Soil_2,1,E2,0.01,N-Acetyl-D-Glucosamine,24,0.822,Water
Soil_2,1,E3,0.01,γ-Hydroxybutyric Acid,24,0,Water
Soil_2,1,E4,0.01,L-Threonine,24,0.183,Water
Soil_2,1,F1,0.01,Glycogen,24,0.758,Water
Soil_2,1,F2,0.01,D-Glucosaminic Acid,24,0.016,Water
Soil_2,1,F3,0.01,Itaconic Acid,24,0.168,Water
Soil_2,1,F4,0.01,Glycyl-L-Glutamic Acid,24,0.098,Water
Soil_2,1,G1,0.01,D-Cellobiose,24,0.778,Water
Soil_2,1,G2,0.01,Glucose-1-Phosphate,24,0.066,Water
Soil_2,1,G3,0.01,α-Ketobutyric Acid,24,0.098,Water
Soil_2,1,G4,0.01,Phenylethylamine,24,0.77,Water
Soil_2,1,H1,0.01,α-D-Lactose,24,0,Water
Soil_2,1,H2,0.01,D.L -α-Glycerol Phosphate,24,0.141,Water
Soil_2,1,H3,0.01,D-Mallic Acid,24,0.912,Water
Soil_2,1,H4,0.01,Putrescine,24,0.541,Water
Soil_2,1,A1,0.1,Water,24,0,Water
Soil_2,1,A2,0.1,β-Methyl-D- Glucoside,24,0,Water
Soil_2,1,A3,0.1,D-Galactonic Acid γ-Lactone,24,0.008,Water
Soil_2,1,A4,0.1,L-Arginine,24,0.051,Water
Soil_2,1,B1,0.1,Pyruvic Acid Methyl Ester,24,0.218,Water
Soil_2,1,B2,0.1,D-Xylose,24,0.323,Water
Soil_2,1,B3,0.1,D-Galacturonic Acid,24,0.382,Water
Soil_2,1,B4,0.1,L-Asparganine,24,0.344,Water
Soil_2,1,C1,0.1,Tween 40,24,0.121,Water
Soil_2,1,C2,0.1,i-Erythitol,24,0.356,Water
Soil_2,1,C3,0.1,2-Hydroxy Benzoic Acid,24,0.343,Water
Soil_2,1,C4,0.1,L-Phenylalanine,24,0.452,Water
Soil_2,1,D1,0.1,Tween 80 ,24,0.228,Water
Soil_2,1,D2,0.1,D-Mannitol,24,0.403,Water
Soil_2,1,D3,0.1,4-Hydroxy Benzoic Acid,24,0.564,Water
Soil_2,1,D4,0.1,L-Serine,24,0.353,Water
Soil_2,1,E1,0.1,α-Cyclodextrin,24,0.243,Water
Soil_2,1,E2,0.1,N-Acetyl-D-Glucosamine,24,0.404,Water
Soil_2,1,E3,0.1,γ-Hydroxybutyric Acid,24,0.537,Water
Soil_2,1,E4,0.1,L-Threonine,24,0.344,Water
Soil_2,1,F1,0.1,Glycogen,24,0.241,Water
Soil_2,1,F2,0.1,D-Glucosaminic Acid,24,0.474,Water
Soil_2,1,F3,0.1,Itaconic Acid,24,0.405,Water
Soil_2,1,F4,0.1,Glycyl-L-Glutamic Acid,24,0.292,Water
Soil_2,1,G1,0.1,D-Cellobiose,24,0.124,Water
Soil_2,1,G2,0.1,Glucose-1-Phosphate,24,0.437,Water
Soil_2,1,G3,0.1,α-Ketobutyric Acid,24,0.334,Water
Soil_2,1,G4,0.1,Phenylethylamine,24,0.446,Water
Soil_2,1,H1,0.1,α-D-Lactose,24,0.052,Water
Soil_2,1,H2,0.1,D.L -α-Glycerol Phosphate,24,0.237,Water
Soil_2,1,H3,0.1,D-Mallic Acid,24,0.218,Water
Soil_2,1,H4,0.1,Putrescine,24,0.277,Water
Soil_2,2,A1,0.001,Water,24,0,Water
Soil_2,2,A2,0.001,β-Methyl-D- Glucoside,24,0,Water
Soil_2,2,A3,0.001,D-Galactonic Acid γ-Lactone,24,0.733,Water
Soil_2,2,A4,0.001,L-Arginine,24,1.273,Water
Soil_2,2,B1,0.001,Pyruvic Acid Methyl Ester,24,0.932,Water
Soil_2,2,B2,0.001,D-Xylose,24,0.127,Water
Soil_2,2,B3,0.001,D-Galacturonic Acid,24,0.164,Water
Soil_2,2,B4,0.001,L-Asparganine,24,1.501,Water
Soil_2,2,C1,0.001,Tween 40,24,0.677,Water
Soil_2,2,C2,0.001,i-Erythitol,24,0,Water
Soil_2,2,C3,0.001,2-Hydroxy Benzoic Acid,24,0.153,Water
Soil_2,2,C4,0.001,L-Phenylalanine,24,0,Water
Soil_2,2,D1,0.001,Tween 80 ,24,0.631,Water
Soil_2,2,D2,0.001,D-Mannitol,24,0.559,Water
Soil_2,2,D3,0.001,4-Hydroxy Benzoic Acid,24,0.37,Water
Soil_2,2,D4,0.001,L-Serine,24,0.688,Water
Soil_2,2,E1,0.001,α-Cyclodextrin,24,0.326,Water
Soil_2,2,E2,0.001,N-Acetyl-D-Glucosamine,24,0.269,Water
Soil_2,2,E3,0.001,γ-Hydroxybutyric Acid,24,0.259,Water
Soil_2,2,E4,0.001,L-Threonine,24,0,Water
Soil_2,2,F1,0.001,Glycogen,24,0.56,Water
Soil_2,2,F2,0.001,D-Glucosaminic Acid,24,0,Water
Soil_2,2,F3,0.001,Itaconic Acid,24,0,Water
Soil_2,2,F4,0.001,Glycyl-L-Glutamic Acid,24,0.241,Water
Soil_2,2,G1,0.001,D-Cellobiose,24,0.126,Water
Soil_2,2,G2,0.001,Glucose-1-Phosphate,24,0,Water
Soil_2,2,G3,0.001,α-Ketobutyric Acid,24,0,Water
Soil_2,2,G4,0.001,Phenylethylamine,24,0.784,Water
Soil_2,2,H1,0.001,α-D-Lactose,24,0,Water
Soil_2,2,H2,0.001,D.L -α-Glycerol Phosphate,24,0.584,Water
Soil_2,2,H3,0.001,D-Mallic Acid,24,0.57,Water
Soil_2,2,H4,0.001,Putrescine,24,0.899,Water
Soil_2,2,A1,0.01,Water,24,0,Water
Soil_2,2,A2,0.01,β-Methyl-D- Glucoside,24,0,Water
Soil_2,2,A3,0.01,D-Galactonic Acid γ-Lactone,24,0.529,Water
Soil_2,2,A4,0.01,L-Arginine,24,0.887,Water
Soil_2,2,B1,0.01,Pyruvic Acid Methyl Ester,24,0.574,Water
Soil_2,2,B2,0.01,D-Xylose,24,0.903,Water
Soil_2,2,B3,0.01,D-Galacturonic Acid,24,1.13,Water
Soil_2,2,B4,0.01,L-Asparganine,24,0.893,Water
Soil_2,2,C1,0.01,Tween 40,24,0.04,Water
Soil_2,2,C2,0.01,i-Erythitol,24,0.114,Water
Soil_2,2,C3,0.01,2-Hydroxy Benzoic Acid,24,0.28,Water
Soil_2,2,C4,0.01,L-Phenylalanine,24,0,Water
Soil_2,2,D1,0.01,Tween 80 ,24,0.588,Water
Soil_2,2,D2,0.01,D-Mannitol,24,0.534,Water
Soil_2,2,D3,0.01,4-Hydroxy Benzoic Acid,24,0.512,Water
Soil_2,2,D4,0.01,L-Serine,24,0.873,Water
Soil_2,2,E1,0.01,α-Cyclodextrin,24,0.146,Water
Soil_2,2,E2,0.01,N-Acetyl-D-Glucosamine,24,0.633,Water
Soil_2,2,E3,0.01,γ-Hydroxybutyric Acid,24,0,Water
Soil_2,2,E4,0.01,L-Threonine,24,0.24,Water
Soil_2,2,F1,0.01,Glycogen,24,0.265,Water
Soil_2,2,F2,0.01,D-Glucosaminic Acid,24,0.033,Water
Soil_2,2,F3,0.01,Itaconic Acid,24,0.126,Water
Soil_2,2,F4,0.01,Glycyl-L-Glutamic Acid,24,0.179,Water
Soil_2,2,G1,0.01,D-Cellobiose,24,0.798,Water
Soil_2,2,G2,0.01,Glucose-1-Phosphate,24,0,Water
Soil_2,2,G3,0.01,α-Ketobutyric Acid,24,0,Water
Soil_2,2,G4,0.01,Phenylethylamine,24,0.726,Water
Soil_2,2,H1,0.01,α-D-Lactose,24,0,Water
Soil_2,2,H2,0.01,D.L -α-Glycerol Phosphate,24,0.361,Water
Soil_2,2,H3,0.01,D-Mallic Acid,24,0.407,Water
Soil_2,2,H4,0.01,Putrescine,24,0.238,Water
Soil_2,2,A1,0.1,Water,24,0,Water
Soil_2,2,A2,0.1,β-Methyl-D- Glucoside,24,0.703,Water
Soil_2,2,A3,0.1,D-Galactonic Acid γ-Lactone,24,0.374,Water
Soil_2,2,A4,0.1,L-Arginine,24,0.575,Water
Soil_2,2,B1,0.1,Pyruvic Acid Methyl Ester,24,0.499,Water
Soil_2,2,B2,0.1,D-Xylose,24,0.513,Water
Soil_2,2,B3,0.1,D-Galacturonic Acid,24,0.708,Water
Soil_2,2,B4,0.1,L-Asparganine,24,0.761,Water
Soil_2,2,C1,0.1,Tween 40,24,0.255,Water
Soil_2,2,C2,0.1,i-Erythitol,24,0.153,Water
Soil_2,2,C3,0.1,2-Hydroxy Benzoic Acid,24,0,Water
Soil_2,2,C4,0.1,L-Phenylalanine,24,0.285,Water
Soil_2,2,D1,0.1,Tween 80 ,24,0.516,Water
Soil_2,2,D2,0.1,D-Mannitol,24,0.786,Water
Soil_2,2,D3,0.1,4-Hydroxy Benzoic Acid,24,0.382,Water
Soil_2,2,D4,0.1,L-Serine,24,0.662,Water
Soil_2,2,E1,0.1,α-Cyclodextrin,24,0,Water
Soil_2,2,E2,0.1,N-Acetyl-D-Glucosamine,24,0.472,Water
Soil_2,2,E3,0.1,γ-Hydroxybutyric Acid,24,0,Water
Soil_2,2,E4,0.1,L-Threonine,24,0.287,Water
Soil_2,2,F1,0.1,Glycogen,24,0.566,Water
Soil_2,2,F2,0.1,D-Glucosaminic Acid,24,0.229,Water
Soil_2,2,F3,0.1,Itaconic Acid,24,0.339,Water
Soil_2,2,F4,0.1,Glycyl-L-Glutamic Acid,24,0.186,Water
Soil_2,2,G1,0.1,D-Cellobiose,24,0.05,Water
Soil_2,2,G2,0.1,Glucose-1-Phosphate,24,0,Water
Soil_2,2,G3,0.1,α-Ketobutyric Acid,24,0.244,Water
Soil_2,2,G4,0.1,Phenylethylamine,24,0,Water
Soil_2,2,H1,0.1,α-D-Lactose,24,0.043,Water
Soil_2,2,H2,0.1,D.L -α-Glycerol Phosphate,24,0.265,Water
Soil_2,2,H3,0.1,D-Mallic Acid,24,0.445,Water
Soil_2,2,H4,0.1,Putrescine,24,0.48,Water
Soil_2,3,A1,0.001,Water,24,0,Water
Soil_2,3,A2,0.001,β-Methyl-D- Glucoside,24,0.06,Water
Soil_2,3,A3,0.001,D-Galactonic Acid γ-Lactone,24,0.041,Water
Soil_2,3,A4,0.001,L-Arginine,24,0.001,Water
Soil_2,3,B1,0.001,Pyruvic Acid Methyl Ester,24,0.029,Water
Soil_2,3,B2,0.001,D-Xylose,24,0.004,Water
Soil_2,3,B3,0.001,D-Galacturonic Acid,24,0.167,Water
Soil_2,3,B4,0.001,L-Asparganine,24,0.061,Water
Soil_2,3,C1,0.001,Tween 40,24,0,Water
Soil_2,3,C2,0.001,i-Erythitol,24,0,Water
Soil_2,3,C3,0.001,2-Hydroxy Benzoic Acid,24,0.067,Water
Soil_2,3,C4,0.001,L-Phenylalanine,24,0.139,Water
Soil_2,3,D1,0.001,Tween 80 ,24,0.048,Water
Soil_2,3,D2,0.001,D-Mannitol,24,0.229,Water
Soil_2,3,D3,0.001,4-Hydroxy Benzoic Acid,24,0.307,Water
Soil_2,3,D4,0.001,L-Serine,24,0.289,Water
Soil_2,3,E1,0.001,α-Cyclodextrin,24,0.007,Water
Soil_2,3,E2,0.001,N-Acetyl-D-Glucosamine,24,0.146,Water
Soil_2,3,E3,0.001,γ-Hydroxybutyric Acid,24,0.12,Water
Soil_2,3,E4,0.001,L-Threonine,24,0.202,Water
Soil_2,3,F1,0.001,Glycogen,24,0.041,Water
Soil_2,3,F2,0.001,D-Glucosaminic Acid,24,0.022,Water
Soil_2,3,F3,0.001,Itaconic Acid,24,0.128,Water
